887.9689,1636,
Mascot_mz,MassHunter_mz,Difference
887.9689,887.9408,0.02809605
887.9689,887.9414,0.02746489
887.9689,887.9416,0.0273357
887.9689,887.9446,0.02434763
887.9689,887.9451,0.02377997
887.9689,887.9453,0.02358976
887.9689,887.9455,0.02343297
887.9689,887.9456,0.02330497
887.9689,887.9457,0.02323783
887.9689,887.9458,0.02313417
887.9689,887.9458,0.02310913
887.9689,887.9462,0.02267441
887.9689,887.9462,0.02265701
887.9689,887.9464,0.0224651
887.9689,887.9466,0.02226179
887.9689,887.9466,0.02225523
887.9689,887.9467,0.02221525
887.9689,887.9471,0.02183137
887.9689,887.9471,0.0218252
887.9689,887.9473,0.02163974
887.9689,887.9473,0.02157588
887.9689,887.9474,0.02149839
887.9689,887.9474,0.02148235
887.9689,887.9475,0.02139183
887.9689,887.9475,0.02135996
887.9689,887.9476,0.02130325
887.9689,887.9477,0.02118033
887.9689,887.9477,0.0211719
887.9689,887.9477,0.02116891
887.9689,887.9477,0.02116563
887.9689,887.9478,0.02110927
887.9689,887.9478,0.02110569
887.9689,887.9478,0.02109103
887.9689,887.9478,0.02105883
887.9689,887.9479,0.02104866
887.9689,887.9479,0.02097593
887.9689,887.9479,0.02095007
887.9689,887.948,0.02089833
887.9689,887.948,0.02087096
887.9689,887.9481,0.0207569
887.9689,887.9481,0.02075594
887.9689,887.9482,0.02071795
887.9689,887.9482,0.02068245
887.9689,887.9482,0.02065043
887.9689,887.9483,0.02057151
887.9689,887.9484,0.02054969
887.9689,887.9484,0.02054636
887.9689,887.9484,0.02047835
887.9689,887.9484,0.02047446
887.9689,887.9484,0.02047015
887.9689,887.9484,0.02045279
887.9689,887.9485,0.02043402
887.9689,887.9486,0.02033563
887.9689,887.9486,0.02032606
887.9689,887.9486,0.02031724
887.9689,887.9486,0.02029172
887.9689,887.9486,0.02027684
887.9689,887.9486,0.02025746
887.9689,887.9487,0.02023224
887.9689,887.9487,0.02023001
887.9689,887.9487,0.02022666
887.9689,887.9487,0.0202117
887.9689,887.9487,0.02018633
887.9689,887.9487,0.02018523
887.9689,887.9487,0.02015269
887.9689,887.9488,0.02014325
887.9689,887.9488,0.02013118
887.9689,887.9488,0.02008599
887.9689,887.9488,0.02006681
887.9689,887.9489,0.02004284
887.9689,887.9489,0.02003486
887.9689,887.9489,0.0200296
887.9689,887.9489,0.02000326
887.9689,887.9489,0.01998099
887.9689,887.9489,0.01996964
887.9689,887.9489,0.01995941
887.9689,887.949,0.01994714
887.9689,887.949,0.01993789
887.9689,887.949,0.01987797
887.9689,887.949,0.01985728
887.9689,887.949,0.01985512
887.9689,887.9491,0.01982801
887.9689,887.9491,0.01977702
887.9689,887.9491,0.01977062
887.9689,887.9492,0.01974434
887.9689,887.9492,0.01972894
887.9689,887.9492,0.01971159
887.9689,887.9492,0.01970433
887.9689,887.9492,0.01969221
887.9689,887.9492,0.01965789
887.9689,887.9492,0.01965591
887.9689,887.9492,0.01965391
887.9689,887.9493,0.01963021
887.9689,887.9493,0.01959308
887.9689,887.9493,0.01958069
887.9689,887.9493,0.01957902
887.9689,887.9494,0.01954696
887.9689,887.9494,0.0194746
887.9689,887.9495,0.01943752
887.9689,887.9495,0.01942541
887.9689,887.9495,0.01940219
887.9689,887.9495,0.0193978
887.9689,887.9495,0.01938324
887.9689,887.9495,0.01935653
887.9689,887.9495,0.01935203
887.9689,887.9496,0.01933194
