Unique MASCOT (mz),Difference (mz)
501.2607,0.0054717121
501.2607,0.0054641695
501.2607,0.0054619539
501.2607,0.0054369761
501.2607,0.0054320651
501.2607,0.005401518
501.2607,0.0053931292
501.2607,0.0053634323
501.2607,0.0053532584
501.2607,0.0053485471
501.2607,0.0053398022
501.2607,0.0053301792
501.2607,0.0053132261
501.2607,0.0052975065
501.2607,0.0052973126
501.2607,0.0052938705
501.2607,0.0052850299
501.2607,0.0052731033
501.2607,0.0052705788
501.2607,0.0052695516
501.2607,0.0052599333
501.2607,0.0052579348
501.2607,0.0052442056
501.2607,0.0052236544
501.2607,0.00521615
501.2607,0.0052036065
501.2607,0.0051824026
501.2607,0.0051768095
501.2607,0.005150617
501.2607,0.0051471143
501.2607,0.0051275611
501.2607,0.0050937868
501.2607,0.0050821201
501.2607,0.0050621051
501.2607,0.0050179666
501.2607,0.005015194
501.2607,0.0050124065
501.2607,0.0050057095
501.2607,0.0049923027
501.2607,0.0049888771
501.2607,0.0049756964
501.2607,0.0049048103
501.2607,0.0049025117
501.2607,0.0048978617
501.2607,0.0048638713
501.2607,0.0048576435
501.2607,0.0048570997
501.2607,0.0048211204
501.2607,0.0047880333
501.2607,0.0047524369
501.2607,0.004741957
501.2607,0.0047410265
501.2607,0.0047233241
501.2607,0.0047158738
501.2607,0.0047017601
501.2607,0.0046723099
501.2607,0.0046635478
501.2607,0.0046587145
501.2607,0.0046045312
501.2607,0.0045834992
501.2607,0.0045679092
501.2607,0.0045067572
501.2607,0.0045037959
501.2607,0.0044701717
501.2607,0.0044651092
501.2607,0.0044417492
501.2607,0.0044316775
501.2607,0.0044075006
501.2607,0.0043950133
501.2607,0.0043806938
501.2607,0.0043499571
501.2607,0.0043416693
501.2607,0.0043323804
501.2607,0.0043222488
501.2607,0.0043103881
501.2607,0.0042935171
501.2607,0.0042817965
501.2607,0.0042517445
501.2607,0.0042510872
501.2607,0.0042222024
501.2607,0.0041831294
501.2607,0.0041736631
501.2607,0.0041327279
501.2607,0.0040221651
501.2607,0.0040023341
501.2607,0.0040021796
501.2607,0.0039762232
501.2607,0.0039326856
501.2607,0.0039261721
501.2607,0.0039223427
501.2607,0.0039220384
501.2607,0.0037953223
501.2607,0.0037859996
501.2607,0.0037502557
501.2607,0.0036728418
501.2607,0.0036713991
501.2607,0.0036706015
501.2607,0.0036689892
501.2607,0.0036666586
501.2607,0.0036507454
501.2607,0.0036421456
501.2607,0.0036381816
501.2607,0.0036009726
501.2607,0.0035933839
501.2607,0.0035790738
501.2607,0.0035727966
501.2607,0.0035697515
501.2607,0.0035306597
501.2607,0.0035102167
501.2607,0.0035054902
501.2607,0.0034883509
501.2607,0.0034344325
501.2607,0.0033657701
501.2607,0.0033333192
501.2607,0.0033117238
501.2607,0.003270602
501.2607,0.0032573738
501.2607,0.0032175182
501.2607,0.0031976685
501.2607,0.0031591402
501.2607,0.003123269
501.2607,0.0031065231
501.2607,0.0031058542
501.2607,0.0031003173
501.2607,0.003095426
501.2607,0.0030864333
501.2607,0.0030730604
501.2607,0.0030697591
501.2607,0.0030568036
501.2607,0.0030524756
501.2607,0.003033726
501.2607,0.0030324932
501.2607,0.0029862494
501.2607,0.002871913
501.2607,0.0028648428
501.2607,0.0028467244
501.2607,0.0028283699
501.2607,0.0028221752
501.2607,0.0028186296
501.2607,0.0027756451
501.2607,0.0027356863
501.2607,0.002706441
501.2607,0.0026910093
501.2607,0.0026646071
501.2607,0.0026418201
501.2607,0.0026207693
501.2607,0.0025632344
501.2607,0.0025513899
501.2607,0.0025094207
501.2607,0.0025077892
501.2607,0.0024848354
501.2607,0.0024832334
501.2607,0.0024707305
501.2607,0.0024521335
501.2607,0.0024492907
501.2607,0.0024367454
501.2607,0.0024181321
501.2607,0.0023951273
501.2607,0.0023757497
501.2607,0.0023509002
501.2607,0.0023429418
501.2607,0.002281284
501.2607,0.002278876
501.2607,0.0022624733
501.2607,0.0022215897
501.2607,0.0022193951
501.2607,0.0022018365
501.2607,0.0021657217
501.2607,0.0021600505
501.2607,0.0021201331
501.2607,0.002090726
501.2607,0.0020887115
501.2607,0.0020811148
501.2607,0.0020735918
501.2607,0.0020592365
501.2607,0.0020410144
501.2607,0.0020257933
501.2607,0.0020207152
501.2607,0.001983573
501.2607,0.0019681139
501.2607,0.0018614308
501.2607,0.0018563703
501.2607,0.0018546064
501.2607,0.0018468009
501.2607,0.0017027822
501.2607,0.001674064
501.2607,0.0016723505
501.2607,0.0016449381
501.2607,0.0016372565
501.2607,0.0016139532
501.2607,0.0016134716
501.2607,0.0015933435
501.2607,0.0015832909
501.2607,0.0015679982
501.2607,0.0015440902
501.2607,0.0015030779
501.2607,0.0014812555
501.2607,0.0014676922
501.2607,0.0014501708
501.2607,0.0014343057
501.2607,0.0013026664
501.2607,0.0013025283
501.2607,0.0012773835
501.2607,0.0012757387
501.2607,0.0012615351
501.2607,0.0012345351
501.2607,0.0012304798
501.2607,0.0011731279
501.2607,0.0010974115
501.2607,0.0010804511
501.2607,0.0010778816
501.2607,0.001074883
501.2607,0.00091389626
501.2607,0.00082335526
501.2607,0.00080007004
501.2607,0.00075553218
501.2607,0.00067372975
501.2607,0.0006667504
501.2607,0.00065708637
501.2607,0.00059514157
501.2607,0.00053462063
501.2607,0.00051047234
501.2607,0.000505404
501.2607,0.00050143112
501.2607,0.00048456723
501.2607,0.00043090136
501.2607,0.00033241537
501.2607,0.00032813837
501.2607,0.00032055795
501.2607,0.00028165098
501.2607,0.00025912245
501.2607,0.00024341958
501.2607,6.7549809e-05
501.2607,-2.4330646e-05
501.2607,-2.4633251e-05
501.2607,-0.0001404641
501.2607,-0.00016112757
501.2607,-0.00024968152
501.2607,-0.00042763115
501.2607,-0.00043191134
501.2607,-0.00048338322
501.2607,-0.00050417331
501.2607,-0.00054365089
501.2607,-0.00054960208
501.2607,-0.00056425461
501.2607,-0.00061299165
501.2607,-0.00065822742
501.2607,-0.00067093071
501.2607,-0.00069297974
501.2607,-0.00072785488
501.2607,-0.0007533945
501.2607,-0.00082308224
501.2607,-0.0008518236
501.2607,-0.00090726803
501.2607,-0.00096863501
501.2607,-0.00097766391
501.2607,-0.00099821956
501.2607,-0.0010060681
501.2607,-0.0010139967
501.2607,-0.0010805836
501.2607,-0.0011305085
501.2607,-0.0012944288
501.2607,-0.0014109966
501.2607,-0.0014143878
501.2607,-0.001455338
501.2607,-0.001518871
501.2607,-0.0016045923
501.2607,-0.0016135842
501.2607,-0.0016224983
501.2607,-0.001671391
501.2607,-0.0018220178
501.2607,-0.0018221044
501.2607,-0.0019063785
501.2607,-0.0019338087
501.2607,-0.0021776564
501.2607,-0.0021912592
501.2607,-0.0023428672
501.2607,-0.0024435137
501.2607,-0.0024480868
501.2607,-0.0025670564
501.2607,-0.0026061823
501.2607,-0.002615143
501.2607,-0.0026562909
501.2607,-0.0027217588
501.2607,-0.0027617727
501.2607,-0.0028646349
501.2607,-0.0028843226
501.2607,-0.0029504633
501.2607,-0.0029679563
501.2607,-0.0029870304
501.2607,-0.0030823609
501.2607,-0.0031587926
501.2607,-0.0032889182
501.2607,-0.0033865565
501.2607,-0.0033974393
501.2607,-0.0034696689
501.2607,-0.0034776867
501.2607,-0.0034847651
501.2607,-0.0034912151
501.2607,-0.003638256
501.2607,-0.0036387928
501.2607,-0.0037885869
501.2607,-0.0038369656
501.2607,-0.003931869
501.2607,-0.0040630995
501.2607,-0.0040822252
501.2607,-0.0041333113
501.2607,-0.0044473767
501.2607,-0.0044871541
501.2607,-0.0045170896
501.2607,-0.0046414009
501.2607,-0.00464879
501.2607,-0.0046551234
501.2607,-0.0046901337
501.2607,-0.0047678368
501.2607,-0.0048687082
501.2607,-0.0049254469
501.2607,-0.005002473
501.2607,-0.0050641862
501.2607,-0.0050647224
501.2607,-0.0054270576
501.2607,-0.0054814724
501.2607,-0.0055380038
501.2607,-0.0055818372
501.2607,-0.0057382869
501.2607,-0.0058011376
501.2607,-0.0059030142
501.2607,-0.0060350023
501.2607,-0.0060522288
501.2607,-0.0060919282
501.2607,-0.0061273459
501.2607,-0.0062164863
501.2607,-0.0063226272
501.2607,-0.0063557769
501.2607,-0.0063579232
501.2607,-0.0063583601
501.2607,-0.0064691227
501.2607,-0.0065313826
501.2607,-0.0065357395
501.2607,-0.00660563
501.2607,-0.0066084678
501.2607,-0.0066186405
501.2607,-0.0066618423
501.2607,-0.0069000559
501.2607,-0.006985996
501.2607,-0.0071530426
501.2607,-0.0074315265
501.2607,-0.007496987
501.2607,-0.0075266455
501.2607,-0.0075390467
501.2607,-0.0076684683
501.2607,-0.0077146714
501.2607,-0.0078284205
501.2607,-0.0079675231
501.2607,-0.0080306063
501.2607,-0.0080709445
501.2607,-0.0083038836
501.2607,-0.0083620383
501.2607,-0.0084927869
501.2607,-0.008523805
501.2607,-0.0093931773
501.2607,-0.0098718314
506.5915,0.0099770401
506.5915,0.0099736704
506.5915,0.0098099243
506.5915,0.0097966955
506.5915,0.0097634076
506.5915,0.0097560738
506.5915,0.0097358208
506.5915,0.0097053441
506.5915,0.0096602012
506.5915,0.0096596905
506.5915,0.0096083998
506.5915,0.009597116
506.5915,0.0095155755
506.5915,0.0095079009
506.5915,0.0094735752
506.5915,0.0094432371
506.5915,0.0093517444
506.5915,0.0093002702
506.5915,0.0092725167
506.5915,0.0091969377
506.5915,0.0091881288
506.5915,0.0091545
506.5915,0.0091512802
506.5915,0.0090796378
506.5915,0.0090787546
506.5915,0.009013647
506.5915,0.0089700345
506.5915,0.0089045054
506.5915,0.008882485
506.5915,0.0087756007
506.5915,0.0087701604
506.5915,0.0087672434
506.5915,0.0087623538
506.5915,0.0087413323
506.5915,0.0086896573
506.5915,0.0086843351
506.5915,0.008647997
506.5915,0.0086292796
506.5915,0.0086127427
506.5915,0.0085789748
506.5915,0.0085735566
506.5915,0.008555212
506.5915,0.008539628
506.5915,0.008527822
506.5915,0.0084727195
506.5915,0.0084667736
506.5915,0.0084575122
506.5915,0.0084416648
506.5915,0.0083553322
506.5915,0.0083519557
506.5915,0.0083417855
506.5915,0.0082470208
506.5915,0.0082212381
506.5915,0.008204604
506.5915,0.008153543
506.5915,0.0081352308
506.5915,0.008128116
506.5915,0.0081090609
506.5915,0.0080747854
506.5915,0.0080379603
506.5915,0.0080233236
506.5915,0.0080177373
506.5915,0.0079605272
506.5915,0.0078896923
506.5915,0.0078745786
506.5915,0.0078682007
506.5915,0.0078665763
506.5915,0.0078335709
506.5915,0.007752627
506.5915,0.0077110883
506.5915,0.0076978831
506.5915,0.0076550808
506.5915,0.0076133523
506.5915,0.0075895784
506.5915,0.0075680418
506.5915,0.0075116526
506.5915,0.0074639469
506.5915,0.0074572758
506.5915,0.0074393178
506.5915,0.0074289135
506.5915,0.0073972406
506.5915,0.0073521542
506.5915,0.0073279005
506.5915,0.0073076002
506.5915,0.0072648937
506.5915,0.0072540042
506.5915,0.0072232987
506.5915,0.0071695545
506.5915,0.0071466732
506.5915,0.0071119855
506.5915,0.0071027821
506.5915,0.0070899266
506.5915,0.0070343843
506.5915,0.0070226065
506.5915,0.0070124865
506.5915,0.0070057563
506.5915,0.0069610045
506.5915,0.0069605049
506.5915,0.0069462036
506.5915,0.0069227226
506.5915,0.0068877048
506.5915,0.0068787779
506.5915,0.0068773275
506.5915,0.0068772379
506.5915,0.0068617755
506.5915,0.006851229
506.5915,0.0068322111
506.5915,0.0068196573
506.5915,0.0068133932
506.5915,0.0068129973
506.5915,0.0068095106
506.5915,0.0067961434
506.5915,0.0067758151
506.5915,0.0067740998
506.5915,0.0067639761
506.5915,0.0067154467
506.5915,0.0067032202
506.5915,0.006673387
506.5915,0.0066612136
506.5915,0.0066596029
506.5915,0.0066476407
506.5915,0.006644298
506.5915,0.0066433091
506.5915,0.0066392422
506.5915,0.0065693408
506.5915,0.0065542828
506.5915,0.0065321849
506.5915,0.0065096313
506.5915,0.0065022627
506.5915,0.0064873498
506.5915,0.0064628258
506.5915,0.0064510207
506.5915,0.0064494223
506.5915,0.0064419786
506.5915,0.0064360417
506.5915,0.006407555
506.5915,0.0063817841
506.5915,0.0063750424
506.5915,0.0063493653
506.5915,0.0063443028
506.5915,0.0063439384
506.5915,0.0063195174
506.5915,0.0063159009
506.5915,0.0063083794
506.5915,0.0062956019
506.5915,0.0062865819
506.5915,0.0062755148
506.5915,0.0062728513
506.5915,0.0062643712
506.5915,0.0062614217
506.5915,0.0062572957
506.5915,0.0062479783
506.5915,0.0062222039
506.5915,0.0062176305
506.5915,0.0062156431
506.5915,0.0062133456
506.5915,0.0062118386
506.5915,0.0062109162
506.5915,0.0062096682
506.5915,0.0062023292
506.5915,0.0061901318
506.5915,0.0061886696
506.5915,0.0061875828
506.5915,0.0061811431
506.5915,0.00616934
506.5915,0.0061669503
506.5915,0.0061349991
506.5915,0.0061190501
506.5915,0.0061104477
506.5915,0.0060951913
506.5915,0.0060756086
506.5915,0.0060649283
506.5915,0.006061998
506.5915,0.0060392629
506.5915,0.0060294033
506.5915,0.006016463
506.5915,0.0060108106
506.5915,0.0060043787
506.5915,0.0060007127
506.5915,0.0059971614
506.5915,0.0059933629
506.5915,0.005992783
506.5915,0.0059887954
506.5915,0.0059755931
506.5915,0.0059628269
506.5915,0.0059514674
506.5915,0.0059384272
506.5915,0.0059345162
506.5915,0.0059263027
506.5915,0.0059248544
506.5915,0.0059167806
506.5915,0.0059165726
506.5915,0.005912658
506.5915,0.0059123632
506.5915,0.0059111015
506.5915,0.0059098259
506.5915,0.0059014082
506.5915,0.0059005708
506.5915,0.0058917831
506.5915,0.0058831184
506.5915,0.0058823297
506.5915,0.005877844
506.5915,0.0058630567
506.5915,0.0058602661
506.5915,0.0058570855
506.5915,0.0058560433
506.5915,0.0058476996
506.5915,0.0058444309
506.5915,0.0058439721
506.5915,0.0058431826
506.5915,0.0058305846
506.5915,0.0058304681
506.5915,0.0058280118
506.5915,0.0058256549
506.5915,0.0058022347
506.5915,0.0058004389
506.5915,0.0057968898
506.5915,0.0057944641
506.5915,0.0057888214
506.5915,0.0057877046
506.5915,0.005778926
506.5915,0.0057692163
506.5915,0.0057547962
506.5915,0.0057426555
506.5915,0.0057364303
506.5915,0.0057339921
506.5915,0.005732786
506.5915,0.0057093456
506.5915,0.0057079805
506.5915,0.0056884478
506.5915,0.0056825209
506.5915,0.0056822293
506.5915,0.0056743189
506.5915,0.005672848
506.5915,0.005669657
506.5915,0.005668808
506.5915,0.0056648197
506.5915,0.0056646382
506.5915,0.0056587873
506.5915,0.0056558069
506.5915,0.0056527683
506.5915,0.00565039
506.5915,0.0056379921
506.5915,0.0056328884
506.5915,0.0056301182
506.5915,0.0056220324
506.5915,0.0056136279
506.5915,0.0056083458
506.5915,0.0055943479
506.5915,0.0055915813
506.5915,0.0055910429
506.5915,0.0055885652
506.5915,0.0055862661
506.5915,0.0055856441
506.5915,0.0055797731
506.5915,0.0055796154
506.5915,0.0055794926
506.5915,0.005574172
506.5915,0.0055638893
506.5915,0.0055595995
506.5915,0.0055421036
506.5915,0.0055414698
506.5915,0.0055377127
506.5915,0.0055355531
506.5915,0.0055210708
506.5915,0.0055193808
506.5915,0.005513217
506.5915,0.0054930158
506.5915,0.0054845085
506.5915,0.0054798091
506.5915,0.0054796829
506.5915,0.0054774656
506.5915,0.0054739685
506.5915,0.0054714318
506.5915,0.0054691421
506.5915,0.005467718
506.5915,0.0054654444
506.5915,0.0054539848
506.5915,0.0054535218
506.5915,0.005443608
506.5915,0.0054358735
506.5915,0.0054296566
506.5915,0.0054273186
506.5915,0.0054234572
506.5915,0.0054198419
506.5915,0.0054174131
506.5915,0.0054164562
506.5915,0.0054053251
506.5915,0.0054017629
506.5915,0.0053918893
506.5915,0.0053905524
506.5915,0.0053787716
506.5915,0.0053702294
506.5915,0.0053687375
506.5915,0.0053637172
506.5915,0.0053587141
506.5915,0.0053580347
506.5915,0.0053563211
506.5915,0.0053540124
506.5915,0.0053529955
506.5915,0.0053474285
506.5915,0.0053434956
506.5915,0.0053409114
506.5915,0.0053387245
506.5915,0.0053385601
506.5915,0.0053343675
506.5915,0.0053335437
506.5915,0.0053226848
506.5915,0.0053216332
506.5915,0.0053137701
506.5915,0.0053115019
506.5915,0.0053061968
506.5915,0.0052871934
506.5915,0.0052791357
506.5915,0.0052777105
506.5915,0.0052644859
506.5915,0.0052617952
506.5915,0.0052593271
506.5915,0.0052570364
506.5915,0.0052521455
506.5915,0.0052498353
506.5915,0.0052444072
506.5915,0.0052430144
506.5915,0.0052351074
506.5915,0.0052343975
506.5915,0.0052321336
506.5915,0.0052243523
506.5915,0.0052239047
506.5915,0.0052188001
506.5915,0.0052166448
506.5915,0.0052099374
506.5915,0.0052077395
506.5915,0.0052050173
506.5915,0.0051974726
506.5915,0.0051932527
506.5915,0.0051909298
506.5915,0.0051880475
506.5915,0.0051872741
506.5915,0.0051762109
506.5915,0.0051731259
506.5915,0.0051646871
506.5915,0.0051623273
506.5915,0.0051623091
506.5915,0.0051622555
506.5915,0.0051507396
506.5915,0.0051500395
506.5915,0.0051417792
506.5915,0.0051353546
506.5915,0.0051270186
506.5915,0.005126418
506.5915,0.005124381
506.5915,0.0051228708
506.5915,0.005119159
506.5915,0.0051138468
506.5915,0.0051095426
506.5915,0.0051042795
506.5915,0.005103789
506.5915,0.0050945454
506.5915,0.0050934969
506.5915,0.0050921923
506.5915,0.0050894595
506.5915,0.0050888616
506.5915,0.0050888319
506.5915,0.0050878038
506.5915,0.0050718177
506.5915,0.0050692787
506.5915,0.0050627242
506.5915,0.0050609061
506.5915,0.0050532348
506.5915,0.0050495038
506.5915,0.0050492085
506.5915,0.0050457862
506.5915,0.0050425805
506.5915,0.0050415501
506.5915,0.0050394672
506.5915,0.0050189187
506.5915,0.0050141517
506.5915,0.0050105157
506.5915,0.0050071755
506.5915,0.0050032931
506.5915,0.0049986319
506.5915,0.0049905672
506.5915,0.0049809164
506.5915,0.0049803179
506.5915,0.0049794413
506.5915,0.0049794305
506.5915,0.0049756561
506.5915,0.0049754733
506.5915,0.0049653987
506.5915,0.0049455356
506.5915,0.0049445807
506.5915,0.0049401271
506.5915,0.0049158595
506.5915,0.0049157291
506.5915,0.0049119488
506.5915,0.0049039428
506.5915,0.0048940181
506.5915,0.0048861463
506.5915,0.0048849625
506.5915,0.0048814842
506.5915,0.0048773027
506.5915,0.0048742648
506.5915,0.0048714441
506.5915,0.0048661694
506.5915,0.0048636681
506.5915,0.0048603777
506.5915,0.0048591714
506.5915,0.0048580769
506.5915,0.0048523052
506.5915,0.0048499167
506.5915,0.0048476535
506.5915,0.0048455651
506.5915,0.0048433866
506.5915,0.0048429926
506.5915,0.0048413457
506.5915,0.0048392956
506.5915,0.0048386836
506.5915,0.004832524
506.5915,0.0048318288
506.5915,0.0048259959
506.5915,0.0048251053
506.5915,0.0048250539
506.5915,0.0048228682
506.5915,0.0048131474
506.5915,0.0047956738
506.5915,0.0047937247
506.5915,0.0047894204
506.5915,0.0047886172
506.5915,0.004787075
506.5915,0.0047864021
506.5915,0.0047796143
506.5915,0.0047780097
506.5915,0.0047535521
506.5915,0.0047524752
506.5915,0.0047484996
506.5915,0.0047481848
506.5915,0.0047461989
506.5915,0.0047426371
506.5915,0.0047308206
506.5915,0.0047290547
506.5915,0.0047289325
506.5915,0.0047198568
506.5915,0.0047162201
506.5915,0.0047123761
506.5915,0.0047105703
506.5915,0.0047007684
506.5915,0.0046958318
506.5915,0.0046876971
506.5915,0.0046844906
506.5915,0.0046833644
506.5915,0.0046822441
506.5915,0.0046807621
506.5915,0.0046682231
506.5915,0.004655208
506.5915,0.0046367423
506.5915,0.0046175243
506.5915,0.0046091293
506.5915,0.0046075303
506.5915,0.0046018107
506.5915,0.0045975919
506.5915,0.0045965836
506.5915,0.0045938764
506.5915,0.0045917626
506.5915,0.0045873961
506.5915,0.0045847018
506.5915,0.0045731749
506.5915,0.0045706934
506.5915,0.0045696715
506.5915,0.0045658343
506.5915,0.0045487093
506.5915,0.0045437191
506.5915,0.0045402028
506.5915,0.0045315703
506.5915,0.0045086282
506.5915,0.0044814605
506.5915,0.0044786215
506.5915,0.0044761211
506.5915,0.0044681593
506.5915,0.0044647655
506.5915,0.0044554973
506.5915,0.0044530882
506.5915,0.0044503231
506.5915,0.0044490357
506.5915,0.0044471422
506.5915,0.0044404041
506.5915,0.004431541
506.5915,0.0044260414
506.5915,0.0044198928
506.5915,0.0044148457
506.5915,0.0044039501
506.5915,0.0044031539
506.5915,0.0043935606
506.5915,0.0043699726
506.5915,0.0043532167
506.5915,0.0043266438
506.5915,0.0043092541
506.5915,0.0043014444
506.5915,0.0042962032
506.5915,0.0042662513
506.5915,0.0042628331
506.5915,0.0042361128
506.5915,0.0042352647
506.5915,0.0042154218
506.5915,0.0042074798
506.5915,0.0042027915
506.5915,0.0042012345
506.5915,0.0041918708
506.5915,0.004172527
506.5915,0.0041653173
506.5915,0.0041530709
506.5915,0.0041169264
506.5915,0.0041141697
506.5915,0.004087267
506.5915,0.0040867927
506.5915,0.0040753099
506.5915,0.0040741247
506.5915,0.0040738674
506.5915,0.0040660259
506.5915,0.004065441
506.5915,0.0040559373
506.5915,0.0040435633
506.5915,0.0040351056
506.5915,0.0040199848
506.5915,0.0040155106
506.5915,0.0040000175
506.5915,0.0039995832
506.5915,0.003992764
506.5915,0.0039861079
506.5915,0.0039231927
506.5915,0.003881134
506.5915,0.0038742018
506.5915,0.0038448404
506.5915,0.0038335836
506.5915,0.0038204382
506.5915,0.0037990621
506.5915,0.0037615749
506.5915,0.003712786
506.5915,0.0037049204
506.5915,0.0036376387
506.5915,0.0036051644
506.5915,0.0035695751
506.5915,0.0035677812
506.5915,0.0035504982
506.5915,0.0034285345
506.5915,0.0034265663
506.5915,0.0034138986
506.5915,0.0033910943
506.5915,0.0032812981
506.5915,0.0032797967
506.5915,0.0032292182
506.5915,0.0031596004
506.5915,0.0029385928
506.5915,0.0029208982
506.5915,0.0029190006
506.5915,0.0029095895
506.5915,0.0028214422
506.5915,0.0026541365
506.5915,0.0026185599
506.5915,0.0026000968
506.5915,0.0025249147
506.5915,0.0023847266
506.5915,0.0022934377
506.5915,0.0022857357
506.5915,0.0022047043
506.5915,0.0020023468
506.5915,0.0017978037
506.5915,0.0015694072
506.5915,0.0013456753
592.3154,0.0099929749
592.3154,0.0099910115
592.3154,0.009955409
592.3154,0.0099551832
592.3154,0.009954612
592.3154,0.0098889935
592.3154,0.0098693509
592.3154,0.0098475152
592.3154,0.0098411872
592.3154,0.0098077316
592.3154,0.0098017089
592.3154,0.0097994136
592.3154,0.0097978127
592.3154,0.0097945598
592.3154,0.0097929039
592.3154,0.0097906984
592.3154,0.0097742126
592.3154,0.009771504
592.3154,0.0097143814
592.3154,0.009712708
592.3154,0.0097088098
592.3154,0.0097025849
592.3154,0.0096659756
592.3154,0.0096371074
592.3154,0.0096251227
592.3154,0.0096018186
592.3154,0.0095753967
592.3154,0.0095711862
592.3154,0.009554739
592.3154,0.0095506863
592.3154,0.0095444338
592.3154,0.0095420648
592.3154,0.0095112191
592.3154,0.0094911551
592.3154,0.0094877129
592.3154,0.0094793872
592.3154,0.0094583333
592.3154,0.0094264606
592.3154,0.0094045148
592.3154,0.0093532387
592.3154,0.0093404197
592.3154,0.0093235536
592.3154,0.0093098367
592.3154,0.0093082339
592.3154,0.0093062758
592.3154,0.0092782043
592.3154,0.0092779567
592.3154,0.009276
592.3154,0.0092665239
592.3154,0.0092520315
592.3154,0.0092504092
592.3154,0.0092340956
592.3154,0.0092262387
592.3154,0.0092099546
592.3154,0.0092064999
592.3154,0.0092022861
592.3154,0.0091932992
592.3154,0.0091868103
592.3154,0.0091644372
592.3154,0.0091391047
592.3154,0.0091358087
592.3154,0.0091220726
592.3154,0.0091118406
592.3154,0.0090973361
592.3154,0.0090841581
592.3154,0.0090749784
592.3154,0.0090654224
592.3154,0.0090584402
592.3154,0.0090569927
592.3154,0.0090539897
592.3154,0.0090388606
592.3154,0.0090361304
592.3154,0.0090123612
592.3154,0.0090094443
592.3154,0.0090074343
592.3154,0.009006763
592.3154,0.0089900941
592.3154,0.0089850894
592.3154,0.0089830137
592.3154,0.0089788409
592.3154,0.0089686418
592.3154,0.0089674538
592.3154,0.008946583
592.3154,0.0089245266
592.3154,0.0089203721
592.3154,0.0089169073
592.3154,0.0089149334
592.3154,0.0089129078
592.3154,0.0088960981
592.3154,0.0088832368
592.3154,0.0088716168
592.3154,0.0088487377
592.3154,0.0088380489
592.3154,0.0088290462
592.3154,0.0088208948
592.3154,0.008819427
592.3154,0.0088084694
592.3154,0.0088035984
592.3154,0.0088003271
592.3154,0.0087981419
592.3154,0.0087866886
592.3154,0.0087728329
592.3154,0.0087709321
592.3154,0.0087706548
592.3154,0.0087677395
592.3154,0.0087563181
592.3154,0.0087327669
592.3154,0.0087296636
592.3154,0.0087133524
592.3154,0.0087072188
592.3154,0.0087036372
592.3154,0.0086980954
592.3154,0.0086974542
592.3154,0.0086879247
592.3154,0.0086866852
592.3154,0.0086742595
592.3154,0.0086703083
592.3154,0.0086399151
592.3154,0.0086334533
592.3154,0.008622597
592.3154,0.0086145533
592.3154,0.0086045383
592.3154,0.0085956783
592.3154,0.0085892554
592.3154,0.0085828412
592.3154,0.0085784424
592.3154,0.0085643256
592.3154,0.0085639209
592.3154,0.0085617726
592.3154,0.008555058
592.3154,0.0085525372
592.3154,0.0085517741
592.3154,0.008543161
592.3154,0.0085339151
592.3154,0.0085289348
592.3154,0.0085279731
592.3154,0.0085240756
592.3154,0.008523059
592.3154,0.0085215179
592.3154,0.0085039514
592.3154,0.0085021495
592.3154,0.0084717996
592.3154,0.0084700051
592.3154,0.0084667904
592.3154,0.0084628956
592.3154,0.0084628864
592.3154,0.0084511484
592.3154,0.0084501337
592.3154,0.0084449566
592.3154,0.0084360023
592.3154,0.008430179
592.3154,0.0084253912
592.3154,0.0084147185
592.3154,0.0084092226
592.3154,0.0084011087
592.3154,0.0083986367
592.3154,0.0083927857
592.3154,0.0083737806
592.3154,0.0083737396
592.3154,0.0083709332
592.3154,0.0083697872
592.3154,0.0083679767
592.3154,0.0083462772
592.3154,0.0083276024
592.3154,0.0083270998
592.3154,0.0083267156
592.3154,0.0083233105
592.3154,0.0083198343
592.3154,0.0083191888
592.3154,0.0083107982
592.3154,0.0083092216
592.3154,0.0083059438
592.3154,0.0083046571
592.3154,0.0083027762
592.3154,0.0082984625
592.3154,0.0082976237
592.3154,0.0082898741
592.3154,0.008274809
592.3154,0.0082745645
592.3154,0.0082526345
592.3154,0.008239737
592.3154,0.0082344831
592.3154,0.0082329973
592.3154,0.0082327012
592.3154,0.008216915
592.3154,0.0082147073
592.3154,0.0081853412
592.3154,0.0081835683
592.3154,0.0081833677
592.3154,0.0081824914
592.3154,0.0081818369
592.3154,0.0081744074
592.3154,0.0081622583
592.3154,0.0081437266
592.3154,0.0081435549
592.3154,0.0081214956
592.3154,0.0081186045
592.3154,0.0081136195
592.3154,0.008103325
592.3154,0.0080964634
592.3154,0.0080948111
592.3154,0.0080914703
592.3154,0.0080880736
592.3154,0.0080844318
592.3154,0.0080786652
592.3154,0.0080746829
592.3154,0.0080541629
592.3154,0.0080497195
592.3154,0.0080314727
592.3154,0.008028991
592.3154,0.0080276063
592.3154,0.008021759
592.3154,0.0080147163
592.3154,0.0080146686
592.3154,0.0080140161
592.3154,0.0080119302
592.3154,0.0080087516
592.3154,0.0080081841
592.3154,0.0080076062
592.3154,0.0080071979
592.3154,0.0080031468
592.3154,0.0080019652
592.3154,0.0079919414
592.3154,0.0079849381
592.3154,0.0079806386
592.3154,0.0079790422
592.3154,0.0079766557
592.3154,0.0079762915
592.3154,0.0079733728
592.3154,0.0079685062
592.3154,0.0079672754
