693.6655,976,
Mascot_mz,MassHunter_mz,Difference
693.6655,693.5816,0.08394101
693.6655,693.583,0.08253883
693.6655,693.5832,0.08233724
693.6655,693.584,0.08148906
693.6655,693.5844,0.08111706
693.6655,693.5852,0.08029625
693.6655,693.5854,0.08007272
693.6655,693.5855,0.08003225
693.6655,693.5856,0.07987631
693.6655,693.587,0.07854759
693.6655,693.5873,0.0781782
693.6655,693.5875,0.07802468
693.6655,693.5875,0.07801086
693.6655,693.5876,0.07791846
693.6655,693.5877,0.07775167
693.6655,693.5878,0.07768932
693.6655,693.5882,0.07733324
693.6655,693.5882,0.0773274
693.6655,693.5882,0.07729693
693.6655,693.5884,0.0771481
693.6655,693.5885,0.07704815
693.6655,693.5885,0.07701967
693.6655,693.5885,0.07699112
693.6655,693.5887,0.07676563
693.6655,693.5888,0.07669485
693.6655,693.5891,0.07640809
693.6655,693.5891,0.07639937
693.6655,693.5892,0.07631646
693.6655,693.5892,0.07631597
693.6655,693.5892,0.07627391
693.6655,693.5892,0.07625657
693.6655,693.5894,0.07606364
693.6655,693.5896,0.07592334
693.6655,693.5896,0.07588974
693.6655,693.5897,0.07582894
693.6655,693.5897,0.07582114
693.6655,693.5898,0.07567335
693.6655,693.59,0.07551283
693.6655,693.59,0.07550442
693.6655,693.59,0.07546993
693.6655,693.5901,0.07541169
693.6655,693.5901,0.0753981
693.6655,693.5901,0.07538908
693.6655,693.5901,0.07538861
693.6655,693.5901,0.07537686
693.6655,693.5901,0.07536677
693.6655,693.5902,0.07529095
693.6655,693.5903,0.07524111
693.6655,693.5903,0.07522125
693.6655,693.5903,0.07517215
693.6655,693.5904,0.07511058
693.6655,693.5904,0.07505454
693.6655,693.5905,0.07500609
693.6655,693.5905,0.07499286
693.6655,693.5905,0.07498079
693.6655,693.5905,0.07497049
693.6655,693.5905,0.07496896
693.6655,693.5906,0.07491649
693.6655,693.5906,0.07491079
693.6655,693.5907,0.07481401
693.6655,693.5908,0.07472459
693.6655,693.5908,0.0747186
693.6655,693.5908,0.07471774
693.6655,693.5908,0.07469798
693.6655,693.5909,0.07458468
693.6655,693.5909,0.07458117
693.6655,693.5909,0.07457365
693.6655,693.591,0.0745474
693.6655,693.591,0.07449529
693.6655,693.5911,0.07439785
693.6655,693.5911,0.07437194
693.6655,693.5912,0.07433831
693.6655,693.5912,0.07430763
693.6655,693.5912,0.07427126
693.6655,693.5913,0.07424755
693.6655,693.5913,0.07424454
693.6655,693.5913,0.07422656
693.6655,693.5913,0.07416916
693.6655,693.5913,0.07415882
693.6655,693.5914,0.07411543
693.6655,693.5915,0.07404088
693.6655,693.5915,0.07398532
693.6655,693.5915,0.07397009
693.6655,693.5916,0.07393667
693.6655,693.5916,0.07392923
693.6655,693.5917,0.07384143
693.6655,693.5917,0.07382366
693.6655,693.5917,0.07380859
693.6655,693.5917,0.07377483
693.6655,693.5917,0.07376018
693.6655,693.5917,0.07375732
693.6655,693.5918,0.07369322
693.6655,693.5918,0.07366778
693.6655,693.5919,0.07362437
693.6655,693.5919,0.07361295
693.6655,693.5919,0.07355075
693.6655,693.592,0.07353982
693.6655,693.592,0.07352326
693.6655,693.592,0.07352145
693.6655,693.592,0.0735201
693.6655,693.592,0.07350537
693.6655,693.592,0.07347282
693.6655,693.5921,0.07342946
693.6655,693.5921,0.07342696
693.6655,693.5921,0.07339095
693.6655,693.5921,0.07336768
693.6655,693.5921,0.07335238
693.6655,693.5922,0.07334163
693.6655,693.5922,0.07331758
693.6655,693.5922,0.07329955
693.6655,693.5922,0.07326251
693.6655,693.5922,0.07325504
693.6655,693.5922,0.07325247
693.6655,693.5923,0.07320526
693.6655,693.5923,0.07318949
693.6655,693.5923,0.07316626
693.6655,693.5923,0.07316332
693.6655,693.5923,0.07315203
693.6655,693.5923,0.07315013
693.6655,693.5924,0.07312462
693.6655,693.5924,0.07311949
693.6655,693.5924,0.0731133
693.6655,693.5924,0.07310007
693.6655,693.5924,0.07309897
693.6655,693.5924,0.07308519
693.6655,693.5924,0.07307785
693.6655,693.5924,0.07307209
693.6655,693.5924,0.07305709
693.6655,693.5925,0.07304984
693.6655,693.5925,0.07303762
693.6655,693.5925,0.07303579
693.6655,693.5925,0.07302457
693.6655,693.5925,0.07301191
693.6655,693.5925,0.07301012
693.6655,693.5925,0.07300843
693.6655,693.5925,0.07298503
693.6655,693.5925,0.07298138
693.6655,693.5925,0.07297774
693.6655,693.5926,0.07287266
693.6655,693.5926,0.07285537
693.6655,693.5927,0.07283799
693.6655,693.5927,0.07281531
693.6655,693.5927,0.07278958
693.6655,693.5927,0.07277403
693.6655,693.5927,0.07276706
693.6655,693.5927,0.07275743
693.6655,693.5927,0.07275399
693.6655,693.5928,0.07272801
693.6655,693.5928,0.07272708
693.6655,693.5928,0.07269182
693.6655,693.5928,0.07266309
693.6655,693.5928,0.07265805
693.6655,693.5929,0.07263647
693.6655,693.5929,0.07261297
693.6655,693.5929,0.07260769
693.6655,693.5929,0.07257586
693.6655,693.5929,0.07255746
693.6655,693.593,0.07254704
693.6655,693.593,0.0725267
693.6655,693.593,0.07251975
693.6655,693.593,0.07245755
693.6655,693.5931,0.07241845
693.6655,693.5931,0.0724039
693.6655,693.5931,0.07239545
693.6655,693.5931,0.07238816
693.6655,693.5931,0.07238213
693.6655,693.5931,0.07236754
693.6655,693.5931,0.07236623
693.6655,693.5931,0.07235846
693.6655,693.5932,0.072345
693.6655,693.5932,0.07232642
693.6655,693.5932,0.07228359
693.6655,693.5932,0.07227601
693.6655,693.5932,0.07226756
693.6655,693.5933,0.07224903
693.6655,693.5933,0.07222933
693.6655,693.5933,0.07221814
693.6655,693.5933,0.07221739
693.6655,693.5933,0.07221323
693.6655,693.5933,0.07221211
693.6655,693.5933,0.07218078
693.6655,693.5934,0.07213676
693.6655,693.5934,0.07211277
693.6655,693.5934,0.07210533
693.6655,693.5934,0.07209243
693.6655,693.5934,0.072065
693.6655,693.5934,0.07205336
693.6655,693.5935,0.07204925
693.6655,693.5935,0.07198935
693.6655,693.5935,0.0719888
693.6655,693.5935,0.07196565
693.6655,693.5936,0.07194775
693.6655,693.5936,0.07192282
