Unique MASCOT (mz),Difference (mz)
673.3357,-7.5571652e-05
673.3357,-0.00014487133
673.3357,-0.0001619637
673.3357,-0.00016198757
673.3357,-0.0001868871
673.3357,-0.0001873503
673.3357,-0.00020397519
673.3357,-0.00020968707
673.3357,-0.00036055692
673.3357,-0.000389812
673.3357,-0.00039240376
673.3357,-0.00045505879
673.3357,-0.00046575626
673.3357,-0.0006112197
673.3357,-0.00061513621
673.3357,-0.00062972817
673.3357,-0.00069178878
673.3357,-0.00074174146
673.3357,-0.00075137455
673.3357,-0.00076307559
673.3357,-0.00077369323
673.3357,-0.0010015255
673.3357,-0.001044328
673.3357,-0.0011811207
673.3357,-0.0012303045
673.3357,-0.0012310869
673.3357,-0.0014050138
673.3357,-0.0015046491
673.3357,-0.0015853437
673.3357,-0.0017102815
673.3357,-0.0017154854
673.3357,-0.0018642742
673.3357,-0.0018944797
673.3357,-0.0019561198
673.3357,-0.0019894754
681.3238,0.001998316
681.3238,0.0019780473
681.3238,0.0019751083
681.3238,0.001966735
681.3238,0.0019149542
681.3238,0.0018912202
681.3238,0.0018088184
681.3238,0.0017849264
681.3238,0.0017681219
681.3238,0.0017639475
681.3238,0.0017446106
681.3238,0.001635287
681.3238,0.0015633786
681.3238,0.0015095215
681.3238,0.001506014
681.3238,0.0014783908
681.3238,0.0014720264
681.3238,0.0014472199
681.3238,0.0014343133
681.3238,0.0014119778
681.3238,0.0014025259
681.3238,0.0013765558
681.3238,0.0013504724
681.3238,0.0013070265
681.3238,0.0013026504
681.3238,0.0012146242
681.3238,0.0010533237
681.3238,0.0010308894
681.3238,0.0010082121
681.3238,0.00098209723
681.3238,0.00095284096
681.3238,0.00094690746
681.3238,0.00092291454
681.3238,0.00092147466
681.3238,0.00090887967
681.3238,0.00084820253
681.3238,0.00083312182
681.3238,0.00081175471
681.3238,0.00078427385
681.3238,0.00077279126
681.3238,0.00074995097
681.3238,0.00073573651
681.3238,0.00072727125
681.3238,0.00070673267
681.3238,0.00068837859
681.3238,0.00068802722
681.3238,0.00068575709
681.3238,0.00059683328
681.3238,0.00058612386
681.3238,0.00057593997
681.3238,0.00057312081
681.3238,0.00056554431
681.3238,0.00054479159
681.3238,0.00046220721
681.3238,0.00045703645
681.3238,0.00042987883
681.3238,0.00041927727
681.3238,0.00037289117
681.3238,0.00036827643
681.3238,0.00032418515
681.3238,0.00032383779
681.3238,0.00031831971
681.3238,0.00029132246
681.3238,0.00027270081
681.3238,0.00026209179
681.3238,0.0002506904
681.3238,0.00023782952
681.3238,0.00021219575
681.3238,0.00016135722
681.3238,0.00011170189
681.3238,9.3266438e-05
681.3238,9.0645841e-05
681.3238,8.5525285e-05
681.3238,8.4424769e-05
681.3238,4.1407027e-05
681.3238,1.0930027e-05
681.3238,7.702398e-06
681.3238,-3.3961043e-05
681.3238,-5.2489888e-05
681.3238,-7.7207728e-05
681.3238,-8.3382633e-05
681.3238,-9.3240011e-05
681.3238,-0.00011596677
681.3238,-0.000131193
681.3238,-0.00013459421
681.3238,-0.00013998486
681.3238,-0.00014573161
681.3238,-0.00015390482
681.3238,-0.0001647848
681.3238,-0.00018962115
681.3238,-0.00022990807
681.3238,-0.000230743
681.3238,-0.00026364449
681.3238,-0.00027119465
681.3238,-0.00027899862
681.3238,-0.00029191001
681.3238,-0.0003168416
681.3238,-0.00031933847
681.3238,-0.00032684037
681.3238,-0.00032944496
681.3238,-0.00033805047
681.3238,-0.00034434295
681.3238,-0.00035543936
681.3238,-0.00035987416
681.3238,-0.00039393783
681.3238,-0.00039718448
681.3238,-0.00039886275
681.3238,-0.00039890536
681.3238,-0.00040148141
681.3238,-0.00040809955
681.3238,-0.00040933316
681.3238,-0.00041497536
681.3238,-0.00042891299
681.3238,-0.00044114804
681.3238,-0.00044643266
681.3238,-0.00045378064
681.3238,-0.00045646024
681.3238,-0.00045664851
681.3238,-0.00046459549
681.3238,-0.00050993645
681.3238,-0.00051749718
681.3238,-0.0005325689
681.3238,-0.00053691226
681.3238,-0.00054017929
681.3238,-0.0005497061
681.3238,-0.00055081335
681.3238,-0.0005574707
681.3238,-0.00057979488
681.3238,-0.00059152811
681.3238,-0.00059377595
681.3238,-0.00059478241
681.3238,-0.00059653826
681.3238,-0.00061329165
681.3238,-0.000613553
681.3238,-0.00061706397
681.3238,-0.00063328508
681.3238,-0.0006409758
681.3238,-0.00064300063
681.3238,-0.00064562855
681.3238,-0.00065212538
681.3238,-0.00065660707
681.3238,-0.0006612385
681.3238,-0.00066243182
681.3238,-0.00067136394
681.3238,-0.00067451221
681.3238,-0.00069122398
681.3238,-0.00069401647
681.3238,-0.00069633387
681.3238,-0.00070345837
681.3238,-0.00070407891
681.3238,-0.0007063128
681.3238,-0.00070708686
681.3238,-0.00071226443
681.3238,-0.00071262065
681.3238,-0.00071945445
681.3238,-0.00072514457
681.3238,-0.00073006852
681.3238,-0.00074211546
681.3238,-0.00074242868
681.3238,-0.00074421594
681.3238,-0.00075177882
681.3238,-0.00075223942
681.3238,-0.00075740514
681.3238,-0.00076042349
681.3238,-0.00076284526
681.3238,-0.00076298546
681.3238,-0.00076623
681.3238,-0.00076732474
681.3238,-0.00076833246
681.3238,-0.00076857081
681.3238,-0.00077346526
681.3238,-0.00078037604
681.3238,-0.00078227823
681.3238,-0.00078735811
681.3238,-0.00079352112
681.3238,-0.00079669014
681.3238,-0.00079731482
681.3238,-0.0007982337
681.3238,-0.00079871185
681.3238,-0.0008013789
681.3238,-0.00080410067
681.3238,-0.00080671121
681.3238,-0.00080770701
681.3238,-0.00081183509
681.3238,-0.00081348807
681.3238,-0.0008156909
681.3238,-0.00081818246
681.3238,-0.00082509669
681.3238,-0.00083326784
681.3238,-0.00083694365
681.3238,-0.00083739483
681.3238,-0.00084314289
681.3238,-0.00084452215
681.3238,-0.00084562011
681.3238,-0.00084563128
681.3238,-0.00085291637
681.3238,-0.00085735343
681.3238,-0.00085856906
681.3238,-0.00085981076
681.3238,-0.00086127123
681.3238,-0.00086156948
681.3238,-0.00086197646
681.3238,-0.00087491849
681.3238,-0.00088031096
681.3238,-0.00088373317
681.3238,-0.0008891362
681.3238,-0.00089734644
681.3238,-0.00089849886
681.3238,-0.00089912486
681.3238,-0.00090378209
681.3238,-0.00090583924
681.3238,-0.00090846231
681.3238,-0.00090994917
681.3238,-0.00091622325
681.3238,-0.00091842524
681.3238,-0.00092388799
681.3238,-0.00092464694
681.3238,-0.00093610903
681.3238,-0.00093877574
681.3238,-0.00094447806
681.3238,-0.00095118455
681.3238,-0.00095347802
681.3238,-0.00095386667
681.3238,-0.00095399301
681.3238,-0.0009629828
681.3238,-0.00096380676
681.3238,-0.00096384784
681.3238,-0.00096676423
681.3238,-0.00097182329
681.3238,-0.00097261176
681.3238,-0.00097644139
681.3238,-0.0009809811
681.3238,-0.00098376101
681.3238,-0.00098462871
681.3238,-0.00098578907
681.3238,-0.00098748821
681.3238,-0.00099025287
681.3238,-0.00099758825
681.3238,-0.0010052968
681.3238,-0.0010142239
681.3238,-0.001014518
681.3238,-0.0010163022
681.3238,-0.0010180517
681.3238,-0.0010202086
681.3238,-0.0010218431
681.3238,-0.0010229804
681.3238,-0.0010230422
681.3238,-0.0010240924
681.3238,-0.0010255839
681.3238,-0.0010264041
681.3238,-0.0010274845
681.3238,-0.0010295192
681.3238,-0.0010317416
681.3238,-0.0010348823
681.3238,-0.0010378632
681.3238,-0.0010404928
681.3238,-0.0010425519
681.3238,-0.0010464375
681.3238,-0.0010467213
681.3238,-0.0010571093
681.3238,-0.0010610468
681.3238,-0.0010631168
681.3238,-0.0010634784
681.3238,-0.001067165
681.3238,-0.0010762157
681.3238,-0.0010782975
681.3238,-0.0010829747
681.3238,-0.0010836188
681.3238,-0.0010850946
681.3238,-0.0010933583
681.3238,-0.001094996
681.3238,-0.0010959594
681.3238,-0.0011021065
681.3238,-0.0011051236
681.3238,-0.0011066522
681.3238,-0.001107289
681.3238,-0.0011126422
681.3238,-0.0011129598
681.3238,-0.0011175797
681.3238,-0.0011216415
681.3238,-0.0011222908
681.3238,-0.0011232951
681.3238,-0.0011263726
681.3238,-0.0011333481
681.3238,-0.0011334756
681.3238,-0.0011383129
681.3238,-0.0011385514
681.3238,-0.0011471151
681.3238,-0.001150264
681.3238,-0.001150818
681.3238,-0.0011531876
681.3238,-0.0011564254
681.3238,-0.001159557
681.3238,-0.0011602624
681.3238,-0.0011602988
681.3238,-0.0011634001
681.3238,-0.0011661495
681.3238,-0.0011686097
681.3238,-0.0011704166
681.3238,-0.0011722291
681.3238,-0.0011746049
681.3238,-0.0011758582
681.3238,-0.0011764442
681.3238,-0.0011797074
681.3238,-0.0011823514
681.3238,-0.0011939659
681.3238,-0.0011959711
681.3238,-0.0012027309
681.3238,-0.0012037776
681.3238,-0.0012105775
681.3238,-0.0012110482
681.3238,-0.0012121918
681.3238,-0.0012206311
681.3238,-0.0012226977
681.3238,-0.0012237693
681.3238,-0.0012279005
681.3238,-0.0012299425
681.3238,-0.0012328148
681.3238,-0.0012337372
681.3238,-0.0012339785
681.3238,-0.0012356065
681.3238,-0.001246161
681.3238,-0.0012491075
681.3238,-0.0012534041
681.3238,-0.0012582571
681.3238,-0.0012639153
681.3238,-0.0012651652
681.3238,-0.0012653552
681.3238,-0.0012662005
681.3238,-0.0012664742
681.3238,-0.0012690553
681.3238,-0.0012692541
681.3238,-0.0012766028
681.3238,-0.0012783715
681.3238,-0.0012809002
681.3238,-0.0012874984
681.3238,-0.0012907536
681.3238,-0.0012925616
681.3238,-0.0012956991
681.3238,-0.0013005428
681.3238,-0.0013054082
681.3238,-0.0013060947
681.3238,-0.0013064512
681.3238,-0.00130733
681.3238,-0.0013103595
681.3238,-0.0013148055
681.3238,-0.0013151539
681.3238,-0.0013153171
681.3238,-0.0013167576
681.3238,-0.0013172828
681.3238,-0.0013175492
681.3238,-0.0013181063
681.3238,-0.0013181915
681.3238,-0.0013223156
681.3238,-0.0013233935
681.3238,-0.0013244767
681.3238,-0.0013255837
681.3238,-0.0013269982
681.3238,-0.001331014
681.3238,-0.0013330736
681.3238,-0.0013335834
681.3238,-0.0013348014
681.3238,-0.0013373537
681.3238,-0.001341313
681.3238,-0.0013416881
681.3238,-0.0013449269
681.3238,-0.0013450192
681.3238,-0.0013453595
681.3238,-0.0013492474
681.3238,-0.0013524357
681.3238,-0.0013550001
681.3238,-0.0013555166
681.3238,-0.0013598665
681.3238,-0.0013605418
681.3238,-0.0013617389
681.3238,-0.0013659815
681.3238,-0.0013687668
681.3238,-0.0013742481
681.3238,-0.0013744193
681.3238,-0.0013753404
681.3238,-0.0013760146
681.3238,-0.0013766809
681.3238,-0.0013768222
681.3238,-0.001378109
681.3238,-0.0013793887
681.3238,-0.001379492
681.3238,-0.0013804304
681.3238,-0.0013844329
681.3238,-0.0013851066
681.3238,-0.0013854879
681.3238,-0.0013864101
681.3238,-0.0013907686
681.3238,-0.0013934589
681.3238,-0.0013960169
681.3238,-0.0013968627
681.3238,-0.0013982519
681.3238,-0.0014081645
681.3238,-0.0014118847
681.3238,-0.0014174467
681.3238,-0.0014176166
681.3238,-0.0014176441
681.3238,-0.0014208058
681.3238,-0.001427142
681.3238,-0.0014291541
681.3238,-0.0014298319
681.3238,-0.0014331557
681.3238,-0.0014343378
681.3238,-0.0014382456
681.3238,-0.001438982
681.3238,-0.001442043
681.3238,-0.0014431037
681.3238,-0.0014436906
681.3238,-0.0014438346
681.3238,-0.0014459911
681.3238,-0.0014462336
681.3238,-0.0014488864
681.3238,-0.0014490767
681.3238,-0.0014513127
681.3238,-0.0014574895
681.3238,-0.0014584541
681.3238,-0.001461447
681.3238,-0.0014646795
681.3238,-0.0014680352
681.3238,-0.0014692396
681.3238,-0.0014754481
681.3238,-0.0014800923
681.3238,-0.0014925789
681.3238,-0.0014932733
681.3238,-0.0014956813
681.3238,-0.0014976788
681.3238,-0.0014997161
681.3238,-0.0015003236
681.3238,-0.0015012447
681.3238,-0.0015013612
681.3238,-0.0015015582
681.3238,-0.0015047572
681.3238,-0.0015082619
681.3238,-0.0015092696
681.3238,-0.0015092984
681.3238,-0.0015104181
681.3238,-0.0015120615
681.3238,-0.0015131869
681.3238,-0.0015146864
681.3238,-0.0015163747
681.3238,-0.0015184035
681.3238,-0.0015212673
681.3238,-0.0015219884
681.3238,-0.0015230866
681.3238,-0.0015238494
681.3238,-0.0015270816
681.3238,-0.0015293501
681.3238,-0.0015334353
681.3238,-0.0015351344
681.3238,-0.0015384848
681.3238,-0.0015422918
681.3238,-0.001544315
681.3238,-0.0015447518
681.3238,-0.0015451076
681.3238,-0.0015478803
681.3238,-0.0015541567
681.3238,-0.0015550099
681.3238,-0.0015562386
681.3238,-0.0015562411
681.3238,-0.0015571786
681.3238,-0.0015578377
681.3238,-0.0015590599
681.3238,-0.0015607594
681.3238,-0.0015641619
681.3238,-0.001565222
681.3238,-0.0015712821
681.3238,-0.0015759159
681.3238,-0.001577665
681.3238,-0.001578507
681.3238,-0.0015802544
681.3238,-0.0015813724
681.3238,-0.0015831479
681.3238,-0.0015891186
681.3238,-0.0015911048
681.3238,-0.0015912509
681.3238,-0.0015938295
681.3238,-0.0015946784
681.3238,-0.0015954613
681.3238,-0.001596596
681.3238,-0.0015991763
681.3238,-0.0015998993
681.3238,-0.0016050379
681.3238,-0.001605276
681.3238,-0.0016083995
681.3238,-0.0016109871
681.3238,-0.0016132685
681.3238,-0.0016193964
681.3238,-0.0016264436
681.3238,-0.0016291387
681.3238,-0.0016348214
681.3238,-0.0016471026
681.3238,-0.0016539817
681.3238,-0.0016542381
681.3238,-0.0016568406
681.3238,-0.0016647217
681.3238,-0.0016703161
681.3238,-0.0016809304
681.3238,-0.0016816652
681.3238,-0.0016873063
681.3238,-0.0016883025
681.3238,-0.001689814
681.3238,-0.001692134
681.3238,-0.0016929052
681.3238,-0.0016965884
681.3238,-0.0016977472
681.3238,-0.0017002326
681.3238,-0.0017201689
681.3238,-0.0017208379
681.3238,-0.0017226581
681.3238,-0.0017263949
681.3238,-0.0017286317
681.3238,-0.0017305764
681.3238,-0.0017360908
681.3238,-0.001737874
681.3238,-0.0017382612
681.3238,-0.0017396216
681.3238,-0.0017411284
681.3238,-0.0017452803
681.3238,-0.0017491633
681.3238,-0.0017541204
681.3238,-0.0017541248
681.3238,-0.0017557578
681.3238,-0.0017595407
681.3238,-0.0017610427
681.3238,-0.0017623872
681.3238,-0.0017628009
681.3238,-0.0017655177
681.3238,-0.0017660907
681.3238,-0.0017667472
681.3238,-0.0017672956
681.3238,-0.0017751212
681.3238,-0.0017804948
681.3238,-0.0017806895
681.3238,-0.0017829492
681.3238,-0.0017875779
681.3238,-0.0017907057
681.3238,-0.0017994442
681.3238,-0.0018009578
681.3238,-0.00180537
681.3238,-0.001816386
681.3238,-0.0018181734
681.3238,-0.0018198245
681.3238,-0.0018221941
681.3238,-0.0018510539
681.3238,-0.0018522398
681.3238,-0.0018641081
681.3238,-0.001866575
681.3238,-0.0018707413
681.3238,-0.0018758259
681.3238,-0.0018792247
681.3238,-0.0018855944
681.3238,-0.0018880093
681.3238,-0.0018944918
681.3238,-0.0018969686
681.3238,-0.001903246
681.3238,-0.0019105999
681.3238,-0.001912766
681.3238,-0.0019201569
681.3238,-0.0019209794
681.3238,-0.0019210024
681.3238,-0.0019238599
681.3238,-0.0019258118
681.3238,-0.0019352428
681.3238,-0.0019409032
681.3238,-0.0019422393
681.3238,-0.0019422598
681.3238,-0.0019434741
681.3238,-0.0019545314
681.3238,-0.001954765
681.3238,-0.0019556995
681.3238,-0.0019668219
681.3238,-0.001969309
681.3238,-0.0019783352
681.3238,-0.0019813203
681.3238,-0.0019828875
681.3238,-0.0019834948
681.3238,-0.001984267
681.3238,-0.0019963896
681.3238,-0.0019994324
681.3327,0.0019535913
681.3327,0.0019406857
681.3327,0.001921967
681.3327,0.0019032979
681.3327,0.001901524
681.3327,0.0018104125
681.3327,0.0018044249
681.3327,0.0017762733
681.3327,0.001751757
681.3327,0.0017496624
681.3327,0.0016209501
681.3327,0.0016176665
681.3327,0.0016011946
681.3327,0.0015981112
681.3327,0.001592956
681.3327,0.001576161
681.3327,0.0015028615
681.3327,0.0014945677
681.3327,0.0014671432
681.3327,0.0014102923
681.3327,0.0014003552
681.3327,0.0013709143
681.3327,0.0013334459
681.3327,0.0013169769
681.3327,0.0013038705
681.3327,0.0012786423
681.3327,0.0012671701
681.3327,0.0012494804
681.3327,0.0012436899
681.3327,0.0012375038
681.3327,0.0012032162
681.3327,0.0011395452
681.3327,0.0011305578
681.3327,0.001087734
681.3327,0.001073861
681.3327,0.001028064
681.3327,0.0009798237
681.3327,0.00096098272
681.3327,0.00095969017
681.3327,0.00094198897
681.3327,0.00090083291
681.3327,0.0009002748
681.3327,0.00089936394
681.3327,0.00087990964
681.3327,0.00084542855
681.3327,0.00081133025
681.3327,0.00080730195
681.3327,0.00079476083
681.3327,0.00079227831
681.3327,0.0007799674
681.3327,0.00077070381
681.3327,0.00073033751
681.3327,0.00070622914
681.3327,0.00065684226
681.3327,0.00065644401
681.3327,0.00065330507
681.3327,0.00064528448
681.3327,0.0005971772
681.3327,0.00055761688
681.3327,0.00055139089
681.3327,0.00052889739
681.3327,0.00051482399
681.3327,0.00049529932
681.3327,0.00048793917
681.3327,0.00044799117
681.3327,0.0004326919
681.3327,0.00042846959
681.3327,0.00036905885
681.3327,0.00031751246
681.3327,0.00030726991
681.3327,0.00030142111
681.3327,0.00025758849
681.3327,0.00019599166
681.3327,0.00019056294
681.3327,0.00015470732
681.3327,0.00011400978
681.3327,0.00010657136
681.3327,9.5546061e-05
681.3327,9.0083142e-05
681.3327,8.3851398e-05
681.3327,7.3286428e-05
681.3327,7.0619976e-05
681.3327,4.3653972e-05
681.3327,4.0854134e-05
681.3327,2.9549097e-05
681.3327,2.0818364e-05
681.3327,8.4854651e-06
681.3327,4.70681e-06
681.3327,-9.0696819e-05
681.3327,-0.00010405319
681.3327,-0.00014130366
681.3327,-0.00015186822
681.3327,-0.00018628509
681.3327,-0.00018712617
681.3327,-0.00019506374
681.3327,-0.00020881058
681.3327,-0.00021986569
681.3327,-0.00022701379
681.3327,-0.00025461938
681.3327,-0.00028198537
681.3327,-0.00029669453
681.3327,-0.00029767634
681.3327,-0.00032147662
681.3327,-0.00039168772
681.3327,-0.00039635887
681.3327,-0.00041772411
681.3327,-0.00045794184
681.3327,-0.0004739698
681.3327,-0.00051642613
681.3327,-0.00064244508
681.3327,-0.00066335878
681.3327,-0.0006877145
681.3327,-0.00070113816
681.3327,-0.00072290135
681.3327,-0.00074927946
681.3327,-0.00075689852
681.3327,-0.00077913195
681.3327,-0.0007823536
681.3327,-0.00080416678
681.3327,-0.00082837127
681.3327,-0.00087294166
681.3327,-0.00091130073
681.3327,-0.00091784989
681.3327,-0.00098588395
681.3327,-0.0010925353
681.3327,-0.0010938247
681.3327,-0.001144727
681.3327,-0.0012158299
681.3327,-0.0012430861
681.3327,-0.0012576679
681.3327,-0.0012643547
681.3327,-0.0013174514
681.3327,-0.0013686272
681.3327,-0.0014487522
681.3327,-0.0014732311
681.3327,-0.0014780447
681.3327,-0.0015294999
681.3327,-0.0015873869
681.3327,-0.0016617796
681.3327,-0.0016630299
681.3327,-0.0016646478
681.3327,-0.0016713557
681.3327,-0.001756769
681.3327,-0.0017642696
681.3327,-0.0017704967
681.3327,-0.0017817503
681.3327,-0.0017860629
681.3327,-0.0018027659
681.3327,-0.0018191554
681.3327,-0.0018518371
681.3327,-0.0018907476
681.3327,-0.001938135
681.3327,-0.0019994793
688.1253,0.0019301567
688.1253,0.0018830081
688.1253,0.0018723078
688.1253,0.0016493327
688.1253,0.0014585209
688.1253,0.0013871177
688.1253,0.0011157683
688.1253,0.00098459737
688.1253,0.00085529362
688.1253,0.00068841348
688.1253,0.0002383997
688.1253,0.00017776414
688.1253,4.6173267e-05
688.1253,-0.00064027506
688.1253,-0.00096154187
688.1253,-0.00098291541
688.1253,-0.0014039352
688.1253,-0.0015413981
688.1253,-0.0018222932
688.1253,-0.0019771805
688.3333,0.0019452097
688.3333,0.0016344161
688.3333,0.0016047909
688.3333,0.0014346223
688.3333,0.0013488149
688.3333,0.0013431825
688.3333,0.0012710356
688.3333,0.0012647065
688.3333,0.001173729
688.3333,0.00095793094
688.3333,0.00088940082
688.3333,0.00073528038
688.3333,0.00072549424
688.3333,0.00063191711
688.3333,0.00050511258
688.3333,0.00049474425
688.3333,0.00040876308
688.3333,4.723341e-06
688.3333,7.7363597e-07
688.3333,-1.0539159e-05
688.3333,-4.5630169e-05
688.3333,-6.866991e-05
688.3333,-7.2839246e-05
688.3333,-0.00019350094
688.3333,-0.00021063173
688.3333,-0.00032577285
688.3333,-0.00033437014
688.3333,-0.00033942805
688.3333,-0.00039565343
688.3333,-0.00052253503
688.3333,-0.00053060582
688.3333,-0.00056411741
688.3333,-0.00063451098
688.3333,-0.00064216401
688.3333,-0.00071110413
688.3333,-0.00072350336
688.3333,-0.00083555214
688.3333,-0.00087651864
688.3333,-0.00096885787
688.3333,-0.00097573915
688.3333,-0.0010523974
688.3333,-0.0010945513
688.3333,-0.0011286141
688.3333,-0.001204438
688.3333,-0.0013038199
688.3333,-0.0014340552
688.3333,-0.0014616126
688.3333,-0.0014643255
688.3333,-0.0014958659
688.3333,-0.001498832
688.3333,-0.0015810265
688.3333,-0.0016919999
688.3333,-0.0017098219
688.3333,-0.0017629004
688.3333,-0.0019765028
688.6616,0.0019791876
688.6616,0.0019716253
688.6616,0.0019647396
688.6616,0.0019625074
688.6616,0.0019498747
688.6616,0.0018929291
688.6616,0.001889965
688.6616,0.0018878222
688.6616,0.0018866984
688.6616,0.0018738862
688.6616,0.0018692397
688.6616,0.0018628681
688.6616,0.0018507319
688.6616,0.0018418046
688.6616,0.0018271186
688.6616,0.0018146109
688.6616,0.001811472
688.6616,0.0018059645
688.6616,0.0018033556
688.6616,0.0017922385
688.6616,0.0017675688
688.6616,0.0017607438
688.6616,0.0017465942
688.6616,0.0017388626
688.6616,0.0017255292
688.6616,0.0017245123
688.6616,0.0017233739
688.6616,0.0016828366
688.6616,0.0016684407
688.6616,0.0016529233
688.6616,0.0016442318
688.6616,0.0016353795
688.6616,0.0016296588
688.6616,0.0016206402
688.6616,0.0015965394
688.6616,0.0015942764
688.6616,0.0015858629
688.6616,0.0015762045
688.6616,0.0015495166
688.6616,0.001544802
688.6616,0.0015370298
688.6616,0.0015237415
688.6616,0.001499025
688.6616,0.0014761147
688.6616,0.001470298
688.6616,0.0014529951
688.6616,0.0014171313
688.6616,0.0014170321
688.6616,0.0014082617
688.6616,0.0013989829
688.6616,0.0013813735
688.6616,0.0013384443
688.6616,0.0013111177
688.6616,0.0012868831
688.6616,0.0012747027
688.6616,0.0012671837
688.6616,0.0012629404
688.6616,0.0012626083
688.6616,0.001259483
688.6616,0.0012551855
688.6616,0.0012149733
688.6616,0.0012047022
688.6616,0.0011931874
688.6616,0.001170237
688.6616,0.0011576566
688.6616,0.0011477151
688.6616,0.0011383274
688.6616,0.0011031092
688.6616,0.0011004988
688.6616,0.0010919548
688.6616,0.0010864647
688.6616,0.0010818777
688.6616,0.0010807691
688.6616,0.0010706253
688.6616,0.0010654338
688.6616,0.0010625782
688.6616,0.0010591922
688.6616,0.0010504276
688.6616,0.0010321008
688.6616,0.001013871
688.6616,0.001003029
688.6616,0.00094199217
688.6616,0.00093438049
688.6616,0.00093335011
688.6616,0.00092628114
688.6616,0.00091818761
688.6616,0.00090719229
688.6616,0.0008856582
688.6616,0.00084595627
688.6616,0.00081920002
688.6616,0.0008186952
688.6616,0.00079568688
688.6616,0.00079283217
688.6616,0.00078604668
688.6616,0.00071213209
688.6616,0.00063524672
688.6616,0.00062928573
688.6616,0.00062296158
688.6616,0.00061670944
688.6616,0.00060690941
688.6616,0.00060324921
688.6616,0.00059410987
688.6616,0.00058247435
688.6616,0.00055236454
688.6616,0.00055134758
688.6616,0.00054776202
688.6616,0.00054190603
688.6616,0.00053014655
688.6616,0.00050652075
688.6616,0.00049093871
688.6616,0.00048259365
688.6616,0.00042773075
688.6616,0.00042339936
688.6616,0.00042073734
688.6616,0.00038060845
688.6616,0.00032282571
688.6616,0.00031589484
688.6616,0.00028864594
688.6616,0.00028852742
688.6616,0.00019928983
688.6616,0.00018171127
688.6616,0.00014933983
688.6616,0.00014273154
688.6616,0.00012733989
688.6616,0.00012492898
688.6616,0.00011303378
688.6616,0.00010349493
688.6616,0.00010240882
688.6616,9.4537756e-05
688.6616,8.7590884e-05
688.6616,6.8395479e-05
688.6616,2.6431532e-05
688.6616,2.0136771e-05
688.6616,1.2329952e-05
688.6616,2.631858e-06
688.6616,-3.5690415e-05
688.6616,-5.4750251e-05
688.6616,-6.2281519e-05
688.6616,-7.3729056e-05
688.6616,-7.5946764e-05
688.6616,-0.00011093678
688.6616,-0.00013832142
688.6616,-0.00014861585
688.6616,-0.00016597114
688.6616,-0.00018649896
688.6616,-0.00020366289
688.6616,-0.00021152404
688.6616,-0.00022789511
688.6616,-0.00022920325
688.6616,-0.00023684865
688.6616,-0.00025466039
688.6616,-0.00026201297
688.6616,-0.00026342955
688.6616,-0.00026676343
688.6616,-0.00027646026
688.6616,-0.00029021577
688.6616,-0.00032122932
688.6616,-0.00040869099
688.6616,-0.0004235288
688.6616,-0.00043626005
688.6616,-0.00045216882
688.6616,-0.00047007895
688.6616,-0.00047601911
688.6616,-0.00048459926
688.6616,-0.00054329415
688.6616,-0.00056749514
688.6616,-0.0006842201
688.6616,-0.00068789218
688.6616,-0.00069482474
688.6616,-0.00069876642
688.6616,-0.00070431604
688.6616,-0.00070687624
688.6616,-0.00070945151
688.6616,-0.0007443764
688.6616,-0.00075660219
688.6616,-0.00078688243
688.6616,-0.00079086865
688.6616,-0.00080111988
688.6616,-0.00081352591
688.6616,-0.00082376592
688.6616,-0.0008386231
688.6616,-0.00084978357
688.6616,-0.00085077282
688.6616,-0.00085083052
688.6616,-0.00089220892
688.6616,-0.00091594366
688.6616,-0.00091865465
688.6616,-0.00093603207
688.6616,-0.0009642194
688.6616,-0.00099429749
688.6616,-0.0010688368
688.6616,-0.001107233
688.6616,-0.0011204703
688.6616,-0.0011260632
688.6616,-0.0011355424
688.6616,-0.0011409936
688.6616,-0.0012045387
688.6616,-0.0012122727
688.6616,-0.0012135104
688.6616,-0.001225673
688.6616,-0.0012269585
688.6616,-0.0012692152
688.6616,-0.00132917
688.6616,-0.0014003083
688.6616,-0.0014348288
688.6616,-0.0014477495
688.6616,-0.0014703918
688.6616,-0.0014821956
688.6616,-0.0014857359
688.6616,-0.001571393
688.6616,-0.0015777413
688.6616,-0.0015866994
688.6616,-0.0015872197
688.6616,-0.0016418041
688.6616,-0.0016517724
688.6616,-0.0017013138
688.6616,-0.0017798224
688.6616,-0.001934009
688.6616,-0.0019559634
688.6616,-0.001976644
688.6616,-0.0019996694
692.8512,0.0019737387
692.8512,0.001938709
692.8512,0.0019198721
692.8512,0.0018792491
692.8512,0.0018729913
692.8512,0.0017896517
692.8512,0.0016744193
692.8512,0.0016432239
692.8512,0.001516894
692.8512,0.0012650341
692.8512,0.0012484926
692.8512,0.0012380371
692.8512,0.0011692304
692.8512,0.001098636
692.8512,0.00087482796
692.8512,0.00077026701
692.8512,0.0007354874
692.8512,0.00063253522
692.8512,0.00060823145
692.8512,0.00023613799
692.8512,0.00022028436
692.8512,5.660457e-06
692.8512,-0.00065708929
692.8512,-0.00073797731
692.8512,-0.00074448122
692.8512,-0.00081402352
692.8512,-0.00089526542
692.8512,-0.0010071561
692.8512,-0.0010793582
692.8512,-0.0012450034
692.8512,-0.0013386624
692.8512,-0.0014301462
692.8512,-0.0015018387
692.8512,-0.0015205556
692.8512,-0.0016496506
