Unique MASCOT (mz),Difference (mz),MASCOT RT (mins)
657.8271,0.0016698534,5.2147
657.8271,0.0016600012,5.9024
657.8271,0.001635919,4.57925
657.8271,0.0016192075,4.2970833
657.8271,0.0015894086,5.2230667
657.8271,0.0015797636,4.13615
657.8271,0.0015506694,4.5750833
657.8271,0.0015220208,4.3535167
657.8271,0.0014828484,4.1884
657.8271,0.0014648184,4.1424167
657.8271,0.0014435729,5.5408
657.8271,0.0014431003,3.9939667
657.8271,0.001428264,4.3744167
657.8271,0.0014277546,5.16245
657.8271,0.0014250605,5.2397833
657.8271,0.0013884775,3.8560167
657.8271,0.0013347294,5.5345333
657.8271,0.0012619033,5.1687167
657.8271,0.0012318607,5.1791667
657.8271,0.0012204272,4.3953167
657.8271,0.0012113268,5.4488
657.8271,0.0012001857,4.7422833
657.8271,0.0011713304,4.5709
657.8271,0.0011676681,4.1675
657.8271,0.0011518716,4.5876167
657.8271,0.0011315279,4.5625333
657.8271,0.0011014318,4.3639667
657.8271,0.0010991448,4.1737667
657.8271,0.0010925683,5.5721667
657.8271,0.001091959,4.3827833
657.8271,0.0010614447,4.6315167
657.8271,0.0010547327,4.3577
657.8271,0.0010321895,4.5081833
657.8271,0.0010210105,4.5479
657.8271,0.00099632157,3.8372167
657.8271,0.00099374218,4.4204
657.8271,0.00099066526,4.1716833
657.8271,0.00098090264,5.2335167
657.8271,0.00096589125,5.2063333
657.8271,0.00094413705,4.72975
657.8271,0.00093295094,4.8468333
657.8271,0.00092274211,5.5261833
657.8271,0.00091078132,4.6064333
657.8271,0.00083842191,4.80085
657.8271,0.0008272906,5.1457333
657.8271,0.00081275905,4.3932333
657.8271,0.00080072065,4.8134
657.8271,0.00078952384,4.1277833
657.8271,0.00070295307,4.7151167
657.8271,0.00069301263,4.9450667
657.8271,0.00068313649,4.7527333
657.8271,0.00065421765,5.5617
657.8271,0.00064349767,5.1854333
657.8271,0.00063664023,5.4216333
657.8271,0.00054232869,5.5679833
657.8271,0.00053171347,4.8280167
657.8271,0.00052659663,3.83095
657.8271,0.00050707021,4.0566833
657.8271,0.00049797193,4.6545
657.8271,0.00049138732,5.2188833
657.8271,0.00048316565,4.1842167
657.8271,0.00046646859,4.527
657.8271,0.00037721912,4.9618
657.8271,0.0003446833,5.2105167
657.8271,0.00029386597,5.1770833
657.8271,0.00028049951,5.1938
657.8271,0.00027884865,5.22725
657.8271,0.00027449446,3.9103667
657.8271,0.0002734127,5.1979833
657.8271,0.00024415392,4.7883167
657.8271,0.00022576551,5.1708167
657.8271,0.00021934451,4.7464667
657.8271,0.0001950928,4.72765
657.8271,0.00015201346,4.7402
657.8271,0.00011887698,4.32425
657.8271,0.00010423591,4.782
657.8271,9.0519311e-05,4.8196667
657.8271,6.3286209e-05,3.9124667
657.8271,4.2758962e-05,3.8058667
657.8271,2.303054e-05,4.7193
657.8271,1.5908141e-05,4.8050333
657.8271,2.025898e-06,5.4572
657.8271,-1.20325e-05,4.7841333
657.8271,-5.3046206e-05,4.13405
657.8271,-6.4218916e-05,4.75065
657.8271,-7.0017352e-05,4.7443833
657.8271,-7.6228158e-05,4.3096333
657.8271,-0.0001198656,4.6356833
657.8271,-0.00013039881,3.8539333
657.8271,-0.00013419055,4.6043333
657.8271,-0.0001366432,5.18335
657.8271,-0.000143955,5.1561833
657.8271,-0.00019909639,4.8154833
657.8271,-0.00021736003,4.95135
657.8271,-0.00023276721,5.5366333
657.8271,-0.00027978585,4.3807
657.8271,-0.00028923184,4.7966667
657.8271,-0.00031395204,4.2490167
657.8271,-0.00031971945,5.1896167
657.8271,-0.00032869824,4.7904
657.8271,-0.00033748864,5.16035
657.8271,-0.00035810355,4.8071167
657.8271,-0.00037975797,4.9827
657.8271,-0.00038522845,4.7485667
657.8271,-0.00038577109,5.1478167
657.8271,-0.00040307669,5.20425
657.8271,-0.00044253523,4.7799167
657.8271,-0.00045617862,4.38905
657.8271,-0.00045864505,4.7611
657.8271,-0.00046148079,5.2293333
657.8271,-0.00046738209,4.7945833
657.8271,-0.00051648201,4.7778167
657.8271,-0.00054182328,5.5596167
657.8271,-0.00054252306,4.4036833
657.8271,-0.00059760919,5.5784333
657.8271,-0.00059895355,4.4350333
657.8271,-0.00064861451,4.7694667
657.8271,-0.00064977487,4.4057667
657.8271,-0.00065461016,5.1958833
657.8271,-0.00067437024,5.4341667
657.8271,-0.00068317253,4.7757333
657.8271,-0.00069274519,4.5416333
657.8271,-0.00071012636,4.8113
657.8271,-0.00071999096,4.8175667
657.8271,-0.00073603648,4.7569167
657.8271,-0.00073712096,4.4016
657.8271,-0.00075782502,5.2314167
657.8271,-0.00076956948,4.8363833
657.8271,-0.0007705615,3.9229167
657.8271,-0.00078211063,4.7631833
657.8271,-0.00083613405,4.7360167
657.8271,-0.00084197625,4.56045
657.8271,-0.00085956034,5.5700667
657.8271,-0.00086450883,5.1582667
657.8271,-0.00086625854,5.1812667
657.8271,-0.00087726427,5.1666333
657.8271,-0.00090908049,5.5805167
657.8271,-0.00091145499,4.9638833
657.8271,-0.00091428886,3.8414
657.8271,-0.00093899709,4.5207333
657.8271,-0.00094176322,5.5847
657.8271,-0.00094659663,4.7590167
657.8271,-0.00096801177,4.7548333
657.8271,-0.00098638948,4.7987667
657.8271,-0.00100033,5.2356
657.8271,-0.0010017222,5.2439667
657.8271,-0.0010181737,5.55125
657.8271,-0.0010222269,5.1917167
657.8271,-0.0010307972,4.4141333
657.8271,-0.0010434516,5.5429
657.8271,-0.0010506035,4.7381
657.8271,-0.0010585117,4.7673667
657.8271,-0.0010585151,4.9534333
657.8271,-0.0011268375,4.2176667
657.8271,-0.0011454273,5.5909667
657.8271,-0.0011925687,4.92835
657.8271,-0.001223099,4.5311833
657.8271,-0.0012415767,4.6147833
657.8271,-0.0012891271,5.1749833
657.8271,-0.0013465608,5.1729
657.8271,-0.0013539103,5.2000667
657.8271,-0.0013587242,4.7736333
657.8271,-0.0013725819,4.8301167
657.8271,-0.0013852472,4.77155
657.8271,-0.0013901708,4.8572833
657.8271,-0.0015115001,3.9270833
657.8271,-0.0015239966,3.8225833
657.8271,-0.001570971,4.82385
657.8271,-0.0015853914,4.8531
657.8271,-0.0015927181,5.2209667
657.8271,-0.0016216676,4.7234833
657.8271,-0.0016308135,5.55335
657.8271,-0.001639641,4.9764167
657.8271,-0.001642914,4.4162167
657.8271,-0.0016769958,5.53245
657.8271,-0.0016815191,4.3869667
657.8271,-0.001683622,5.1875333
657.8271,-0.0017032586,4.9241667
657.8271,-0.0017228436,4.9095333
657.8271,-0.0017339922,5.5491667
657.8271,-0.0017876616,4.84265
657.8271,-0.0017906979,4.6210667
657.8271,-0.0018063102,4.9597
657.8271,-0.0018135414,5.4655667
657.8271,-0.0018358277,4.5144667
657.8271,-0.0019104902,4.8990833
657.8271,-0.0019150754,4.8092167
657.8271,-0.0019918885,4.8907333
665.3385,0.001924006,4.7046667
665.3385,0.001831416,4.6775
665.3385,0.0017986994,4.9053667
665.3385,0.0017965767,7.4241167
665.3385,0.0017775072,4.6273333
665.3385,0.001746001,7.7815667
665.3385,0.0017296974,4.9847833
665.3385,0.0016545858,7.2987
665.3385,0.0016479346,7.4534167
665.3385,0.0015618554,4.874
665.3385,0.0015597258,4.9179
665.3385,0.0015458982,4.64405
665.3385,0.0014928469,5.46975
665.3385,0.0014721537,4.6733167
665.3385,0.001371348,4.9011833
665.3385,0.0012725385,7.8986167
665.3385,0.0012225416,7.8212833
665.3385,0.0012076722,4.99315
665.3385,0.0012043241,4.66705
665.3385,0.0011899851,4.68795
665.3385,0.0011027193,5.1373667
665.3385,0.0010955296,4.9158167
665.3385,0.0010757881,4.6900333
665.3385,0.0010486258,5.1352833
665.3385,0.0010042702,4.6482333
665.3385,0.00099537501,4.8990833
665.3385,0.00099506753,4.7109333
665.3385,0.00094424531,4.6921167
665.3385,0.00091380907,4.7193
665.3385,0.00086750198,4.70885
665.3385,0.00069213882,4.9889667
665.3385,0.00043970528,7.7251333
665.3385,0.00042984241,7.48685
665.3385,0.00025266429,4.7172
665.3385,0.00018773578,4.6963
665.3385,0.00013151085,4.6168833
665.3385,9.7588557e-05,4.7025833
665.3385,-6.3829826e-05,4.9137167
665.3385,-0.00010991902,4.8802833
665.3385,-0.00015924726,4.7004833
665.3385,-0.00034487432,4.6628667
665.3385,-0.00038828182,4.9095333
665.3385,-0.00039104688,4.6545
665.3385,-0.0005675147,4.7130333
665.3385,-0.00059882945,4.6607667
665.3385,-0.00064175259,4.70675
665.3385,-0.00071735569,7.2736167
665.3385,-0.00074680305,4.6566
665.3385,-0.00075910532,5.13945
665.3385,-0.00081281125,4.9116333
665.3385,-0.00086804839,4.6754
665.3385,-0.00091326242,4.6942167
665.3385,-0.00096496758,4.66495
665.3385,-0.0011317707,4.6816667
665.3385,-0.0011695876,5.14155
665.3385,-0.0011749237,4.6795833
665.3385,-0.0012180826,4.6837667
665.3385,-0.0012893996,4.9241667
665.3385,-0.0015113278,4.9827
665.3385,-0.0015492415,5.1436333
665.3385,-0.0015671637,4.9220833
665.3385,-0.0017412217,3.6470167
665.3385,-0.0018480374,5.1457333
665.3385,-0.0019619496,5.2293333
665.3485,0.0016221318,4.9450667
665.3485,0.0014793079,4.9534333
665.3485,0.0014341755,4.9471667
665.3485,0.0014113994,4.94925
665.3485,0.0011783391,4.95135
665.3485,0.0010978789,5.9964667
665.3485,0.00094318131,4.9367167
665.3485,0.00087713057,4.9680667
665.3485,0.00055262734,4.9638833
665.3485,0.00015425776,4.9409
665.3485,-0.00011991021,4.9555167
665.3566,0.0018650151,6.0027333
665.3566,0.0015819221,5.97765
665.3566,0.0013703972,3.29795
665.3566,0.00051009501,3.7285333
665.3566,-0.001719986,4.1215167
665.366,0.0019092096,7.7376833
665.366,-0.00086089834,6.0236333
665.366,-0.0019650321,4.17795
665.3816,0.001994641,7.72305
665.3816,0.0019670304,5.2732333
665.3816,0.0017295124,5.2774
665.3816,0.001617339,7.2631667
665.3816,0.00017500595,7.5370167
665.3816,-0.0012328022,7.4492
673.3357,0.0019906673,5.53245
673.3357,0.0019889359,5.63905
673.3357,0.001939883,5.55335
673.3357,0.0019291537,6.8785833
673.3357,0.0019181779,5.4969167
673.3357,0.0019155174,5.6662167
673.3357,0.0018441168,5.5638
673.3357,0.0018163601,5.499
673.3357,0.001816346,5.7561
673.3357,0.0017949187,6.8681333
673.3357,0.0017940235,5.5491667
673.3357,0.0017869487,4.7799167
673.3357,0.0017515874,5.6620333
673.3357,0.0017470183,6.9663667
673.3357,0.0017445199,5.7289167
673.3357,0.0016819047,5.76655
673.3357,0.001636558,7.63735
673.3357,0.0016303446,7.2631667
673.3357,0.0016185138,5.4802
673.3357,0.0015555326,4.7318333
673.3357,0.001533715,6.8054333
673.3357,0.0015286606,5.7895333
673.3357,0.0014683417,5.4718333
673.3357,0.0014639946,5.8146167
673.3357,0.0014447617,6.5253
673.3357,0.0014316691,4.7360167
673.3357,0.0014097741,4.7339333
673.3357,0.0014018183,4.7862167
673.3357,0.0013724687,4.782
673.3357,0.0013547877,5.72265
673.3357,0.0013416411,6.8932167
673.3357,0.0013008911,4.7841333
673.3357,0.0012230776,5.7728167
673.3357,0.0012155347,5.2941333
673.3357,0.0012082687,5.5345333
673.3357,0.001206684,5.3004
673.3357,0.0011176195,5.69965
673.3357,0.0011062629,4.7381
673.3357,0.0011051926,5.5240833
673.3357,0.0010702468,5.65785
673.3357,0.0010019989,4.7422833
673.3357,0.00099197456,5.9588333
673.3357,0.00097853382,5.2836833
673.3357,0.0008693882,5.7999833
673.3357,0.00086283344,5.9713833
673.3357,0.00083084781,5.48855
673.3357,0.00079446164,6.0299
673.3357,0.0007732701,5.5470833
673.3357,0.00076335723,5.7393667
673.3357,0.00070148709,7.3760333
673.3357,0.00066376627,5.7937167
673.3357,0.00065707934,5.26905
673.3357,0.0006516334,7.3906667
673.3357,0.0006513205,5.5073667
673.3357,0.00064802947,5.55125
673.3357,0.00057940248,5.4488
673.3357,0.00053993452,5.9672
673.3357,0.00053634914,5.5679833
673.3357,0.00047011238,5.7958
673.3357,0.00046636552,6.86395
673.3357,0.00043478332,6.8723167
673.3357,0.00043057434,7.2945167
673.3357,0.00041433296,5.7456333
673.3357,0.00038451416,4.7402
673.3357,0.00038450714,5.6745833
673.3357,0.00037062726,5.7268333
673.3357,0.00035381401,5.5157167
673.3357,0.00031155761,5.3547333
673.3357,0.00024436911,6.0508
673.3357,0.00023126785,5.9400333
673.3357,0.00017998091,7.2610833
673.3357,0.00017901037,5.7351833
673.3357,0.00016917066,4.7443833
673.3357,0.00011621341,7.2861667
673.3357,7.6235486e-05,4.7485667
673.3357,5.2885796e-05,5.74355
673.3357,4.8974133e-05,5.6766667
673.3357,2.5577263e-05,4.7757333
673.3357,-4.9891841e-05,4.7778167
673.3357,-7.5571652e-05,5.7623667
673.3357,-0.00014487133,5.9170333
673.3357,-0.0001619637,6.5044
673.3357,-0.00016198757,5.95675
673.3357,-0.0001868871,5.5136333
673.3357,-0.0001873503,4.7736333
673.3357,-0.00020397519,5.5031833
673.3357,-0.00020968707,4.7569167
673.3357,-0.00036055692,4.7611
673.3357,-0.000389812,4.77155
673.3357,-0.00039240376,5.5199
673.3357,-0.00045505879,5.5261833
673.3357,-0.00046575626,5.6641333
673.3357,-0.0006112197,6.0173667
673.3357,-0.00061513621,4.7590167
673.3357,-0.00062972817,4.7673667
673.3357,-0.00069178878,4.7694667
673.3357,-0.00074174146,4.7464667
673.3357,-0.00075137455,4.75065
673.3357,-0.00076307559,4.7631833
673.3357,-0.00077369323,6.0529
673.3357,-0.0010015255,5.50945
673.3357,-0.001044328,5.5282667
673.3357,-0.0011811207,6.8702167
673.3357,-0.0012303045,7.4764
673.3357,-0.0012310869,5.9504833
673.3357,-0.0014050138,4.7548333
673.3357,-0.0015046491,4.7527333
673.3357,-0.0015853437,6.0110833
673.3357,-0.0017102815,5.49065
673.3357,-0.0017154854,5.6683
673.3357,-0.0018642742,5.7331
673.3357,-0.0018944797,5.7310167
673.3357,-0.0019561198,4.7652833
673.3357,-0.0019894754,5.65995
681.3238,0.001998316,5.53245
681.3238,0.0019780473,5.89195
681.3238,0.0019751083,5.5491667
681.3238,0.001966735,5.9379333
681.3238,0.0019149542,6.2159667
681.3238,0.0018912202,5.5157167
681.3238,0.0018088184,6.2473167
681.3238,0.0017849264,5.9274833
681.3238,0.0017681219,6.2347833
681.3238,0.0017639475,6.4772333
681.3238,0.0017446106,6.2055167
681.3238,0.001635287,6.2013333
681.3238,0.0015633786,5.4488
681.3238,0.0015095215,6.2494
681.3238,0.001506014,6.1950667
681.3238,0.0014783908,5.4446167
681.3238,0.0014720264,6.0173667
681.3238,0.0014472199,6.2515
681.3238,0.0014343133,5.93585
681.3238,0.0014119778,6.0257167
681.3238,0.0014025259,5.5596167
681.3238,0.0013765558,5.8250667
681.3238,0.0013504724,5.5575333
681.3238,0.0013070265,6.3121167
681.3238,0.0013026504,5.2084333
681.3238,0.0012146242,5.7979
681.3238,0.0010533237,3.6240167
681.3238,0.0010308894,6.6611667
681.3238,0.0010082121,5.89405
681.3238,0.00098209723,6.6946167
681.3238,0.00095284096,6.8681333
681.3238,0.00094690746,6.3497333
681.3238,0.00092291454,4.6963
681.3238,0.00092147466,6.0654333
681.3238,0.00090887967,6.1177333
681.3238,0.00084820253,5.9421167
681.3238,0.00083312182,5.9065833
681.3238,0.00081175471,6.2849333
681.3238,0.00078427385,5.4613833
681.3238,0.00077279126,5.2815833
681.3238,0.00074995097,6.3643667
681.3238,0.00073573651,6.3183833
681.3238,0.00072727125,5.8564167
681.3238,0.00070673267,5.8417833
681.3238,0.00068837859,5.82715
681.3238,0.00068802722,4.7004833
681.3238,0.00068575709,5.9191167
681.3238,0.00059683328,5.8961333
681.3238,0.00058612386,5.407
681.3238,0.00057593997,6.5608333
681.3238,0.00057312081,6.379
681.3238,0.00056554431,5.8668667
681.3238,0.00054479159,5.3150333
681.3238,0.00046220721,1.1074833
681.3238,0.00045703645,6.6486333
681.3238,0.00042987883,4.6900333
681.3238,0.00041927727,6.0884333
681.3238,0.00037289117,5.8877667
681.3238,0.00036827643,6.5023167
681.3238,0.00032418515,5.85015
681.3238,0.00032383779,6.3163
681.3238,0.00031831971,5.8794167
681.3238,0.00029132246,4.26365
681.3238,0.00027270081,4.2364667
681.3238,0.00026209179,5.8982167
681.3238,0.0002506904,6.3831833
681.3238,0.00023782952,5.1582667
681.3238,0.00021219575,6.2452333
681.3238,0.00016135722,4.2991833
681.3238,0.00011170189,6.2577667
681.3238,9.3266438e-05,6.2682167
681.3238,9.0645841e-05,5.72265
681.3238,8.5525285e-05,3.6637333
681.3238,8.4424769e-05,5.1791667
681.3238,4.1407027e-05,5.51155
681.3238,1.0930027e-05,6.0382667
681.3238,7.702398e-06,5.55125
681.3238,-3.3961043e-05,3.6532833
681.3238,-5.2489888e-05,4.5040167
681.3238,-7.7207728e-05,4.2970833
681.3238,-8.3382633e-05,5.8898667
681.3238,-9.3240011e-05,4.2573667
681.3238,-0.00011596677,5.4007167
681.3238,-0.000131193,4.2302
681.3238,-0.00013459421,5.8125333
681.3238,-0.00013998486,5.3861
681.3238,-0.00014573161,3.6407333
681.3238,-0.00015390482,3.82885
681.3238,-0.0001647848,4.2448333
681.3238,-0.00018962115,4.99105
681.3238,-0.00022990807,4.24065
681.3238,-0.000230743,4.2155667
681.3238,-0.00026364449,3.6511833
681.3238,-0.00027119465,3.63865
681.3238,-0.00027899862,4.0483167
681.3238,-0.00029191001,6.6987833
681.3238,-0.0003168416,5.4467
681.3238,-0.00031933847,6.0215333
681.3238,-0.00032684037,4.2322833
681.3238,-0.00032944496,6.6778833
681.3238,-0.00033805047,6.32675
681.3238,-0.00034434295,4.272
681.3238,-0.00035543936,3.7159833
681.3238,-0.00035987416,4.2929
681.3238,-0.00039393783,4.3117167
681.3238,-0.00039718448,4.4914667
681.3238,-0.00039886275,4.7255667
681.3238,-0.00039890536,4.1152
681.3238,-0.00040148141,4.5123667
681.3238,-0.00040809955,4.2699167
681.3238,-0.00040933316,3.85185
681.3238,-0.00041497536,4.2385667
681.3238,-0.00042891299,4.6795833
681.3238,-0.00044114804,4.30335
681.3238,-0.00044643266,5.87105
681.3238,-0.00045378064,4.01905
681.3238,-0.00045646024,4.2887333
681.3238,-0.00045664851,4.0107
681.3238,-0.00046459549,4.9743333
681.3238,-0.00050993645,3.8163167
681.3238,-0.00051749718,4.6168833
681.3238,-0.0005325689,6.0675167
681.3238,-0.00053691226,3.8643833
681.3238,-0.00054017929,3.7076167
681.3238,-0.0005497061,4.0984833
681.3238,-0.00055081335,6.2097
681.3238,-0.0005574707,6.3622833
681.3238,-0.00057979488,6.356
681.3238,-0.00059152811,4.6984
681.3238,-0.00059377595,6.0947
681.3238,-0.00059478241,3.8100333
681.3238,-0.00059653826,4.2218333
681.3238,-0.00061329165,3.9960667
681.3238,-0.000613553,4.1737667
681.3238,-0.00061706397,4.4893833
681.3238,-0.00063328508,6.8597667
681.3238,-0.0006409758,4.4768333
681.3238,-0.00064300063,4.7234833
681.3238,-0.00064562855,5.46975
681.3238,-0.00065212538,4.0817667
681.3238,-0.00065660707,4.0065167
681.3238,-0.0006612385,6.0926
681.3238,-0.00066243182,6.1093333
681.3238,-0.00067136394,4.4977333
681.3238,-0.00067451221,3.8351167
681.3238,-0.00069122398,4.6210667
681.3238,-0.00069401647,6.28285
681.3238,-0.00069633387,4.70675
681.3238,-0.00070345837,4.4935667
681.3238,-0.00070407891,4.17795
681.3238,-0.0007063128,4.3138
681.3238,-0.00070708686,4.4852
681.3238,-0.00071226443,4.2866333
681.3238,-0.00071262065,5.9170333
681.3238,-0.00071945445,4.5102833
681.3238,-0.00072514457,4.06295
681.3238,-0.00073006852,6.5817333
681.3238,-0.00074211546,3.6992667
681.3238,-0.00074242868,6.1072333
681.3238,-0.00074421594,5.4655667
681.3238,-0.00075177882,4.2594667
681.3238,-0.00075223942,4.24275
681.3238,-0.00075740514,5.3463833
681.3238,-0.00076042349,3.7954167
681.3238,-0.00076284526,4.3577
681.3238,-0.00076298546,4.3368
681.3238,-0.00076623,3.8434833
681.3238,-0.00076732474,4.5311833
681.3238,-0.00076833246,4.0943
681.3238,-0.00076857081,4.7025833
681.3238,-0.00077346526,3.7097167
681.3238,-0.00078037604,3.78705
681.3238,-0.00078227823,6.64445
681.3238,-0.00078735811,5.7958
681.3238,-0.00079352112,3.87065
681.3238,-0.00079669014,3.8748333
681.3238,-0.00079731482,3.6470167
681.3238,-0.0007982337,6.3727333
681.3238,-0.00079871185,3.9417167
681.3238,-0.0008013789,6.0549833
681.3238,-0.00080410067,4.1173333
681.3238,-0.00080671121,5.8585167
681.3238,-0.00080770701,4.3535167
681.3238,-0.00081183509,3.6302833
681.3238,-0.00081348807,6.1929667
681.3238,-0.0008156909,4.3075333
681.3238,-0.00081818246,4.2511
681.3238,-0.00082509669,6.3601833
681.3238,-0.00083326784,4.5061
681.3238,-0.00083694365,3.9500833
681.3238,-0.00083739483,3.9375333
681.3238,-0.00084314289,3.9082833
681.3238,-0.00084452215,4.28245
681.3238,-0.00084562011,4.6252333
681.3238,-0.00084563128,3.7807833
681.3238,-0.00085291637,4.5876167
681.3238,-0.00085735343,3.6888167
681.3238,-0.00085856906,4.68795
681.3238,-0.00085981076,3.6971667
681.3238,-0.00086127123,4.7109333
681.3238,-0.00086156948,3.8602
681.3238,-0.00086197646,4.5938833
681.3238,-0.00087491849,4.2281167
681.3238,-0.00088031096,4.0608667
681.3238,-0.00088373317,3.8539333
681.3238,-0.0008891362,4.1591333
681.3238,-0.00089734644,3.84975
681.3238,-0.00089849886,4.2239333
681.3238,-0.00089912486,4.5249167
681.3238,-0.00090378209,3.8058667
681.3238,-0.00090583924,5.4509333
681.3238,-0.00090846231,4.1298667
681.3238,-0.00090994917,3.8685667
681.3238,-0.00091622325,4.4789333
681.3238,-0.00091842524,4.0462333
681.3238,-0.00092388799,3.91455
681.3238,-0.00092464694,3.6323833
681.3238,-0.00093610903,4.0504167
681.3238,-0.00093877574,3.8664833
681.3238,-0.00094447806,3.8184
681.3238,-0.00095118455,4.4872833
681.3238,-0.00095347802,4.7046667
681.3238,-0.00095386667,3.8560167
681.3238,-0.00095399301,3.7598833
681.3238,-0.0009629828,4.295
681.3238,-0.00096380676,3.9479833
681.3238,-0.00096384784,3.6950833
681.3238,-0.00096676423,4.0775833
681.3238,-0.00097182329,4.1842167
681.3238,-0.00097261176,4.6942167
681.3238,-0.00097644139,3.8769333
681.3238,-0.0009809811,4.5228167
681.3238,-0.00098376101,4.6147833
681.3238,-0.00098462871,3.7745167
681.3238,-0.00098578907,4.60225
681.3238,-0.00098748821,4.26155
681.3238,-0.00099025287,6.1365333
681.3238,-0.00099758825,3.72225
681.3238,-0.0010052968,4.1236
681.3238,-0.0010142239,4.2343833
681.3238,-0.001014518,4.3430667
681.3238,-0.0010163022,3.9542667
681.3238,-0.0010180517,3.6846333
681.3238,-0.0010202086,4.5918
681.3238,-0.0010218431,3.7180667
681.3238,-0.0010229804,4.34725
681.3238,-0.0010230422,3.9814333
681.3238,-0.0010240924,4.49565
681.3238,-0.0010255839,4.45175
681.3238,-0.0010264041,3.9229167
681.3238,-0.0010274845,3.6867167
681.3238,-0.0010295192,3.7494333
681.3238,-0.0010317416,4.0671333
681.3238,-0.0010348823,4.3409833
681.3238,-0.0010378632,4.30545
681.3238,-0.0010404928,3.8476667
681.3238,-0.0010425519,3.7849667
681.3238,-0.0010464375,4.0859333
681.3238,-0.0010467213,4.02115
681.3238,-0.0010571093,3.8016833
681.3238,-0.0010610468,4.0253333
681.3238,-0.0010631168,3.7975
681.3238,-0.0010634784,3.65955
681.3238,-0.001067165,4.0295
681.3238,-0.0010762157,3.7724167
681.3238,-0.0010782975,3.9041
681.3238,-0.0010829747,3.8623
681.3238,-0.0010836188,4.4810167
681.3238,-0.0010850946,4.3932333
681.3238,-0.0010933583,6.4688667
681.3238,-0.001094996,3.9709833
681.3238,-0.0010959594,4.1821333
681.3238,-0.0011021065,4.5520833
681.3238,-0.0011051236,4.0880333
681.3238,-0.0011066522,4.6461333
681.3238,-0.001107289,3.7912333
681.3238,-0.0011126422,3.95635
681.3238,-0.0011129598,3.8246667
681.3238,-0.0011175797,3.7766
681.3238,-0.0011216415,3.80795
681.3238,-0.0011222908,4.1215167
681.3238,-0.0011232951,3.925
681.3238,-0.0011263726,3.8225833
681.3238,-0.0011333481,3.9898
681.3238,-0.0011334756,3.9459
681.3238,-0.0011383129,4.3597833
681.3238,-0.0011385514,4.2260167
681.3238,-0.0011471151,3.8581167
681.3238,-0.001150264,4.1026667
681.3238,-0.001150818,4.2908167
681.3238,-0.0011531876,4.3556167
681.3238,-0.0011564254,3.7577833
681.3238,-0.001159557,4.0692167
681.3238,-0.0011602624,3.9918833
681.3238,-0.0011602988,4.4580333
681.3238,-0.0011634001,4.0232333
681.3238,-0.0011661495,3.9208167
681.3238,-0.0011686097,4.0378667
681.3238,-0.0011704166,4.0316
681.3238,-0.0011722291,4.2678167
681.3238,-0.0011746049,4.62315
681.3238,-0.0011758582,4.00025
681.3238,-0.0011764442,3.9312667
681.3238,-0.0011797074,4.5207333
681.3238,-0.0011823514,4.3326167
681.3238,-0.0011939659,4.1131167
681.3238,-0.0011959711,4.6043333
681.3238,-0.0012027309,4.10685
681.3238,-0.0012037776,3.70135
681.3238,-0.0012105775,4.2051167
681.3238,-0.0012110482,6.1302667
681.3238,-0.0012121918,3.9856167
681.3238,-0.0012206311,4.17585
681.3238,-0.0012226977,3.8330333
681.3238,-0.0012237693,5.1561833
681.3238,-0.0012279005,3.76615
681.3238,-0.0012299425,5.8188
681.3238,-0.0012328148,4.51655
681.3238,-0.0012337372,4.6816667
681.3238,-0.0012339785,4.4831167
681.3238,-0.0012356065,4.45385
681.3238,-0.001246161,3.9166333
681.3238,-0.0012491075,3.8267667
681.3238,-0.0012534041,3.68255
681.3238,-0.0012582571,4.1194167
681.3238,-0.0012639153,4.2552833
681.3238,-0.0012651652,4.3347167
681.3238,-0.0012653552,3.9730667
681.3238,-0.0012662005,3.9103667
681.3238,-0.0012664742,3.8455667
681.3238,-0.0012690553,6.2786667
681.3238,-0.0012692541,4.47475
681.3238,-0.0012766028,3.9605333
681.3238,-0.0012783715,3.9333667
681.3238,-0.0012809002,4.3702333
681.3238,-0.0012874984,4.0525
681.3238,-0.0012907536,3.95845
681.3238,-0.0012925616,4.0650333
681.3238,-0.0012956991,4.6419667
681.3238,-0.0013005428,3.7786833
681.3238,-0.0013054082,4.1695833
681.3238,-0.0013060947,4.2490167
681.3238,-0.0013064512,4.32635
681.3238,-0.00130733,4.6127
681.3238,-0.0013103595,4.0566833
681.3238,-0.0013148055,4.32425
681.3238,-0.0013151539,4.1904833
681.3238,-0.0013153171,4.1654
681.3238,-0.0013167576,4.3388833
681.3238,-0.0013172828,4.08385
681.3238,-0.0013175492,3.7389833
681.3238,-0.0013181063,3.6658167
681.3238,-0.0013181915,3.68045
681.3238,-0.0013223156,4.2093
681.3238,-0.0013233935,3.7055333
681.3238,-0.0013244767,3.7682333
681.3238,-0.0013255837,4.0044333
681.3238,-0.0013269982,3.7619667
681.3238,-0.001331014,4.4016
681.3238,-0.0013330736,3.7139
681.3238,-0.0013335834,3.693
681.3238,-0.0013348014,4.5291
681.3238,-0.0013373537,6.22015
681.3238,-0.001341313,3.8832
681.3238,-0.0013416881,3.8037667
681.3238,-0.0013449269,3.72435
681.3238,-0.0013450192,4.1716833
681.3238,-0.0013453595,3.99815
681.3238,-0.0013492474,4.1005667
681.3238,-0.0013524357,6.3288333
681.3238,-0.0013550001,4.2741
681.3238,-0.0013555166,4.0922167
