1392.6883,8,
Mascot_mz,MassHunter_mz,Difference
1392.6883,1392.6866,0.0016592722
1392.6883,1392.6868,0.001538337
1392.6883,1392.6869,0.0013710952
1392.6883,1392.6889,-0.0005696506
1392.6883,1392.6894,-0.001117136
1392.6883,1392.6895,-0.0012160027
1392.6883,1392.6901,-0.001756523
1392.6883,1392.6901,-0.0018481239
,,
