302.8401,3.0291,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
302.8401,3.0392,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
303.1841,2.6263,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
303.1841,2.6397,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
303.1841,2.8332,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
303.1841,2.8476,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
443.5662,4.679,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
443.8948,5.162,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
443.8948,5.1733,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
443.9068,5.2442,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
445.7583,3.6357,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
445.7583,3.6504,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
449.2272,4.7388,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
449.2272,4.7503,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
449.2272,4.8391,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
453.7556,3.0851,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
454.558,3.703,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
454.558,3.715,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
454.558,3.8402,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
454.558,3.8541,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
454.558,3.9525,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
454.558,3.9667,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
501.2607,4.4525,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
501.2607,4.4624,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
506.5915,3.5532,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
592.3154,5.9317,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
592.3154,5.9405,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
592.3154,6.0351,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
592.3154,6.0447,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
592.3154,6.1488,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
592.3154,6.1638,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
592.3154,6.3522,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
592.3154,6.3671,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
597.6479,5.3627,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
597.6479,5.3711,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
597.6479,5.4658,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
597.6479,5.4745,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
597.6479,5.648,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
597.6479,5.8382,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
597.6479,5.9428,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
597.6479,5.9547,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
602.9771,4.876,0,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
No match found,,,,,
,,,,,
