Unique MASCOT RT (mins),Difference RT (mins)
5.5718,0.051867
5.5718,-0.077733
5.5718,-0.075633
5.5718,-0.07145
5.5718,-0.067283
5.5718,-0.079817
5.5718,-0.086083
5.5718,-0.065183
5.5718,-0.092367
5.5718,0.047683
5.5718,-0.07355
5.5718,-0.0631
5.5718,-0.061
5.5718,-0.069367
5.5718,-0.05055
5.5718,-0.0192
5.5718,-0.058917
5.5718,-0.054733
5.5718,0.037233
5.5718,-0.056833
5.5718,0.03305
5.5718,-0.025467
5.5718,-0.05265
5.5718,-0.035917
5.5718,-0.048467
5.5718,-0.038017
5.5718,-0.044283
5.5718,-0.0066667
5.5718,-0.02965
5.5718,0.0017
5.5718,-0.015017
5.5718,0.0079667
5.5718,0.045583
5.5718,0.030967
5.5718,-0.033833
5.5718,-0.0045667
5.5718,-0.017117
5.5718,0.035133
5.5718,0.018417
5.5718,-0.01085
5.5718,-0.027567
5.5718,0.01215
5.5718,-0.00875
5.5718,-0.012933
5.5718,-0.0213
5.5718,0.014233
5.5718,-0.03175
5.5718,-0.0401
5.5718,0.024683
5.5718,-0.0024833
5.5718,-0.023383
5.5718,-0.0422
5.5718,0.0435
5.5718,0.0058833
5.5718,0.026783
5.5718,0.039317
5.5718,0.016333
5.5718,0.041417
5.5718,-0.0004
5.5718,0.020517
5.5718,0.010067
5.5718,0.0037833
5.5718,-0.046383
5.5718,0.0226
5.5718,0.028867
5.8345,-0.055383
5.8345,-0.042833
5.8345,-0.070017
5.8345,-0.034483
5.8345,-0.036567
5.8345,0.040767
5.8345,-0.011483
5.8345,-0.063733
5.8345,-0.0491
5.8345,0.038683
5.8345,0.053317
5.8345,-0.0282
5.8345,0.059583
5.8345,-0.0010333
5.8345,-0.0094
5.8345,-0.024033
5.8345,0.00315
5.8345,0.00105
5.8345,0.0073333
5.8345,-0.053283
5.8345,-0.013583
5.8345,-0.03865
5.8345,0.019867
5.8345,0.017783
5.8345,0.02405
5.8345,-0.0512
5.8345,-0.015667
5.8345,-0.0303
5.8345,-0.04075
5.8345,0.026133
5.8345,-0.047017
5.8345,0.0094167
5.8345,-0.074183
5.8345,-0.0031167
5.8345,-0.01985
5.8345,0.036583
5.8345,0.0136
5.8345,0.0052333
5.8345,0.0324
5.8345,0.028233
5.8345,0.0115
5.8345,0.061667
5.8345,0.042867
5.8345,0.0345
5.8345,0.02195
5.8345,-0.0052167
5.8345,-0.01775
5.8345,0.030317
5.8345,0.051217
5.8345,-0.0073
5.8345,-0.021933
5.8345,0.057483
5.8345,0.015683
5.8345,-0.076283
5.8345,0.04495
5.8345,-0.026117
5.8345,-0.06165
5.8345,-0.059567
5.8345,0.049133
5.8345,-0.032383
5.8345,-0.057467
5.8345,-0.044933
5.8345,-0.065833
5.8345,0.090933
5.8345,-0.067917
5.1251,0.025383
5.1251,0.07765
5.1251,0.060917
5.1251,0.083917
5.1251,0.019117
5.1251,0.0233
5.1251,0.09645
5.1251,0.01285
5.1251,0.069283
5.1251,0.09855
5.1251,0.071367
5.1251,0.050467
5.1251,0.0086667
5.1251,0.079733
5.1251,0.094367
5.1251,0.086
5.1251,0.021217
5.1251,0.090183
5.1251,0.027483
5.1251,0.037933
5.1251,0.014933
5.1251,0.092267
5.1251,0.081817
5.1251,0.017033
5.1251,0.010767
5.1251,0.0651
5.1251,0.0044833
5.1251,0.063017
5.1251,0.0881
5.1251,0.03375
5.1251,0.0065833
5.1251,0.07555
5.1251,0.031667
5.1251,0.058833
5.1251,0.042117
5.1251,0.0672
5.1251,0.035833
5.1251,0.0024
5.1251,0.029567
5.1251,0.073467
5.1251,0.048383
5.1251,0.0003
5.1251,0.040017
5.1251,0.05675
5.1251,0.05465
5.1251,-0.0017833
5.1251,0.046283
5.1251,0.052567
5.1251,-0.0038667
5.1251,0.0442
5.1251,-0.0059667
5.1251,-0.00805
5.1251,-0.012233
5.1251,-0.01015
5.1251,-0.014317
5.1251,-0.016417
5.1251,-0.0185
5.1251,-0.0206
5.1251,-0.024767
5.1251,-0.095833
5.1251,-0.022683
5.1251,-0.085383
5.1251,-0.0833
5.1251,-0.02895
5.1251,-0.026867
5.1251,-0.089567
5.1251,-0.079117
5.1251,-0.097933
5.1251,-0.068667
5.1251,-0.09375
5.1251,-0.091667
5.1251,-0.05195
5.1251,-0.077033
5.1251,-0.07075
5.1251,-0.087483
5.1251,-0.037317
5.1251,-0.0603
5.1251,-0.047767
5.1251,-0.033133
5.1251,-0.054033
5.1251,-0.0812
5.1251,-0.064483
5.1251,-0.045683
5.1251,-0.043583
5.1251,-0.066583
5.1251,-0.0394
5.1251,-0.0624
5.1251,-0.035217
5.1251,-0.074933
5.1251,-0.0415
5.1251,-0.058217
5.1251,-0.07285
5.1251,-0.056133
5.1251,-0.04985
5.1251,-0.03105
5.1372,0.03745
5.1372,0.089717
5.1372,0.072983
5.1372,0.095983
5.1372,0.031183
5.1372,0.035367
5.1372,0.024917
5.1372,0.08135
5.1372,0.083433
5.1372,0.062533
5.1372,0.020733
5.1372,0.0918
5.1372,0.098067
5.1372,0.033283
5.1372,0.03955
5.1372,0.05
5.1372,0.027
5.1372,0.093883
5.1372,0.0291
5.1372,0.022833
5.1372,0.077167
5.1372,0.01655
5.1372,0.075083
5.1372,0.045817
5.1372,0.01865
5.1372,0.087617
5.1372,0.043733
5.1372,0.0709
5.1372,0.054183
5.1372,0.079267
5.1372,0.0479
5.1372,0.014467
5.1372,0.041633
5.1372,0.085533
5.1372,0.06045
5.1372,0.012367
5.1372,0.052083
5.1372,0.068817
5.1372,0.066717
5.1372,0.010283
5.1372,0.05835
5.1372,0.064633
5.1372,0.0082
5.1372,0.056267
5.1372,0.0061
5.1372,0.0040167
5.1372,-0.00016667
5.1372,0.0019167
5.1372,-0.00225
5.1372,-0.00435
5.1372,-0.0064333
5.1372,-0.0085333
5.1372,-0.092133
5.1372,-0.0127
5.1372,-0.08795
5.1372,-0.083767
5.1372,-0.094217
5.1372,-0.010617
5.1372,-0.073317
5.1372,-0.071233
5.1372,-0.09005
5.1372,-0.016883
5.1372,-0.0148
5.1372,-0.0775
5.1372,-0.06705
5.1372,-0.085867
5.1372,-0.0566
5.1372,-0.081683
5.1372,-0.096317
5.1372,-0.0796
5.1372,-0.039883
5.1372,-0.064967
5.1372,-0.058683
5.1372,-0.075417
5.1372,-0.02525
5.1372,-0.048233
5.1372,-0.0357
5.1372,-0.021067
5.1372,-0.041967
5.1372,-0.069133
5.1372,-0.052417
5.1372,-0.033617
5.1372,-0.031517
5.1372,-0.054517
5.1372,-0.027333
5.1372,-0.050333
5.1372,-0.02315
5.1372,-0.062867
5.1372,-0.029433
5.1372,-0.04615
5.1372,-0.060783
5.1372,-0.044067
5.1372,-0.037783
5.1372,-0.018983
5.1372,-0.0984
5.5861,-0.073867
5.5861,-0.067583
5.5861,-0.09685
5.5861,-0.094767
5.5861,-0.0885
5.5861,-0.09895
5.5861,-0.036233
5.5861,-0.090583
5.5861,-0.05505
5.5861,-0.071767
5.5861,0.00975
5.5861,-0.07595
5.5861,-0.01115
5.5861,-0.03415
5.5861,-0.084317
5.5861,0.053633
5.5861,-0.082217
5.5861,-0.0028
5.5861,0.04945
5.5861,-0.017433
5.5861,0.039
5.5861,0.016017
5.5861,-0.050867
5.5861,-0.0048833
5.5861,-0.07805
5.5861,-0.040417
5.5861,-0.015333
5.5861,-0.069683
5.5861,-0.0216
5.5861,-0.027883
5.5861,-0.092667
5.5861,0.047367
5.5861,0.02855
5.5861,-0.0007
5.5861,-0.0090667
5.5861,-0.0237
5.5861,0.0034667
5.5861,-0.080133
5.5861,0.043183
5.5861,-0.0655
5.5861,-0.0864
5.5861,-0.063417
5.5861,-0.061317
5.5861,-0.038333
5.5861,-0.01325
5.5861,0.062
5.5861,0.0202
5.5861,0.0013833
5.5861,-0.046683
5.5861,-0.059233
5.5861,-0.052967
5.5861,-0.057133
5.5861,-0.029967
5.5861,0.05155
5.5861,0.0055667
5.5861,0.00765
5.5861,-0.032067
5.5861,-0.019517
5.5861,0.0411
5.5861,0.026467
5.5861,-0.042517
5.5861,0.034833
5.5861,0.07245
5.5861,0.057817
5.5861,-0.0446
5.5861,0.066183
5.5861,0.022283
5.5861,-0.048783
5.5861,-0.0069833
5.5861,0.0599
5.5861,0.011833
5.5861,0.03065
5.5861,0.036917
5.5861,0.045283
5.5861,0.068267
5.5861,0.070367
5.5861,0.032733
5.5861,0.013917
5.5861,0.024383
5.5861,0.076633
5.5861,-0.025783
5.5861,0.084983
5.5861,0.055733
5.5861,0.0181
5.5861,0.064083
5.5861,0.078717
5.5861,0.080817
5.5861,0.095433
5.5861,0.0829
5.5861,0.074533
5.5861,0.097533
5.5861,0.099617
5.5861,0.09335
5.5861,0.087083
5.5861,0.091267
5.5861,0.089167
5.6193,-0.040683
5.6193,-0.0344
5.6193,-0.092933
5.6193,-0.063667
5.6193,-0.084567
5.6193,-0.097117
5.6193,-0.061583
5.6193,-0.055317
5.6193,-0.065767
5.6193,-0.00305
5.6193,-0.0574
5.6193,-0.021867
5.6193,-0.038583
5.6193,0.042933
5.6193,-0.042767
5.6193,-0.072033
5.6193,0.022033
5.6193,-0.0783
5.6193,-0.080383
5.6193,-0.00096667
5.6193,-0.051133
5.6193,-0.09085
5.6193,-0.074117
5.6193,0.086817
5.6193,-0.049033
5.6193,0.030383
5.6193,0.082633
5.6193,0.01575
5.6193,-0.095017
5.6193,0.072183
5.6193,0.0492
5.6193,-0.017683
5.6193,-0.06785
5.6193,0.0283
5.6193,-0.044867
5.6193,-0.0072333
5.6193,-0.076217
5.6193,0.01785
5.6193,-0.0365
5.6193,0.011583
5.6193,0.0053
5.6193,-0.0992
5.6193,-0.059483
5.6193,0.08055
5.6193,-0.086667
5.6193,0.061733
5.6193,-0.069933
5.6193,0.032483
5.6193,0.024117
5.6193,0.0094833
5.6193,0.03665
5.6193,-0.04695
5.6193,0.076367
5.6193,-0.032317
5.6193,-0.053217
5.6193,-0.030233
5.6193,-0.028133
5.6193,-0.00515
5.6193,-0.08875
5.6193,0.019933
5.6193,0.095183
5.6193,0.053383
5.6193,0.034567
5.6193,-0.0135
5.6193,-0.02605
5.6193,-0.019783
5.6193,-0.02395
5.6193,0.0032167
5.6193,0.084733
5.6193,0.03875
5.6193,0.040833
5.6193,0.0011167
5.6193,0.013667
5.6193,0.074283
5.6193,0.05965
5.6193,-0.0093333
5.6193,0.068017
5.6193,0.091
5.6193,-0.011417
5.6193,-0.082483
5.6193,0.099367
5.6193,0.055467
5.6193,-0.0156
5.6193,0.0262
5.6193,0.093083
5.6193,0.045017
5.6193,0.063833
5.6193,0.0701
5.6193,0.078467
5.6193,0.065917
5.6193,0.0471
5.6193,0.057567
5.6193,0.0074
5.6193,0.088917
5.6193,0.051283
5.6193,0.097267
5.7183,-0.023133
5.7183,0.058383
5.7183,0.064667
5.7183,-0.0022333
5.7183,0.0061333
5.7183,0.0354
5.7183,-0.0503
5.7183,0.0145
5.7183,0.00195
5.7183,0.037483
5.7183,-0.056567
5.7183,-0.0273
5.7183,-0.033583
5.7183,-0.0085
5.7183,-0.035667
5.7183,-0.0921
5.7183,0.04375
5.7183,-0.010583
5.7183,0.0333
5.7183,-0.0294
5.7183,0.096017
5.7183,-0.037767
5.7183,-0.08165
5.7183,-0.025217
5.7183,0.041667
5.7183,0.0772
5.7183,0.060483
5.7183,0.0563
5.7183,0.027033
5.7183,-0.031483
5.7183,0.020767
5.7183,0.018683
5.7183,-0.048217
5.7183,0.0981
5.7183,0.047933
5.7183,-0.077467
5.7183,0.0082167
5.7183,0.02495
5.7183,0.050033
5.7183,-0.064933
5.7183,0.00405
5.7183,-0.014767
5.7183,-0.01895
5.7183,0.081383
5.7183,-0.0064
5.7183,0.031217
5.7183,-0.054483
5.7183,0.0542
5.7183,0.091833
5.7183,0.02285
5.7183,0.062567
5.7183,-0.03985
5.7183,-0.044033
5.7183,-0.00013333
5.7183,0.039583
5.7183,-0.01685
5.7183,-0.098367
5.7183,-0.06075
5.7183,-0.079567
5.7183,0.0124
5.7183,-0.021033
5.7183,-0.058667
5.7183,-0.041933
5.7183,-0.046117
5.7183,-0.012683
5.7183,-0.0712
5.7183,0.029133
5.7183,-0.062833
5.7183,-0.085833
5.7183,0.052117
5.7183,0.06675
5.7183,0.04585
5.7183,0.068833
5.7183,0.070933
5.7183,-0.0942
5.7183,0.093917
5.7183,0.010317
5.7183,0.085567
5.7183,0.073017
5.7183,0.079283
5.7183,-0.087917
5.7183,-0.073283
5.7183,-0.096283
5.7183,0.075117
5.7183,-0.075383
5.7183,0.089733
5.7183,-0.08375
5.7183,0.08765
5.7183,0.016583
5.7183,-0.052383
5.7183,-0.0043167
5.7183,0.083467
5.7183,-0.069117
5.7183,-0.090017
5.7183,-0.067017
5.7317,-0.00975
5.7317,0.071767
5.7317,0.07805
5.7317,0.01115
5.7317,0.019517
5.7317,0.048783
5.7317,-0.036917
5.7317,0.027883
5.7317,0.015333
5.7317,0.050867
5.7317,-0.043183
5.7317,-0.013917
5.7317,-0.0202
5.7317,0.0048833
5.7317,-0.022283
5.7317,-0.078717
5.7317,0.057133
5.7317,0.0028
5.7317,0.046683
5.7317,-0.016017
5.7317,-0.024383
5.7317,-0.068267
5.7317,-0.011833
5.7317,0.05505
5.7317,0.090583
5.7317,0.073867
5.7317,0.069683
5.7317,0.040417
5.7317,-0.0181
5.7317,0.03415
5.7317,0.032067
5.7317,-0.034833
5.7317,0.061317
5.7317,-0.064083
5.7317,0.0216
5.7317,0.038333
5.7317,0.063417
5.7317,-0.05155
5.7317,0.017433
5.7317,-0.091267
5.7317,-0.0013833
5.7317,-0.0055667
5.7317,0.094767
5.7317,0.0069833
5.7317,0.0446
5.7317,-0.0411
5.7317,0.067583
5.7317,0.036233
5.7317,0.07595
5.7317,-0.026467
5.7317,-0.03065
5.7317,0.01325
5.7317,0.052967
5.7317,-0.0034667
5.7317,-0.084983
5.7317,-0.047367
5.7317,-0.066183
5.7317,0.025783
5.7317,-0.087083
5.7317,-0.00765
5.7317,-0.045283
5.7317,-0.02855
5.7317,-0.032733
5.7317,0.0007
5.7317,-0.057817
5.7317,0.042517
5.7317,-0.04945
5.7317,-0.07245
5.7317,-0.09335
5.7317,-0.095433
5.7317,0.0655
5.7317,0.080133
5.7317,0.059233
5.7317,-0.099617
5.7317,0.082217
5.7317,0.084317
5.7317,-0.080817
5.7317,0.0237
5.7317,0.09895
5.7317,-0.089167
5.7317,0.0864
5.7317,0.092667
5.7317,-0.074533
5.7317,-0.0599
5.7317,-0.0829
5.7317,0.0885
5.7317,-0.097533
5.7317,-0.062
5.7317,-0.070367
5.7317,0.029967
5.7317,-0.039
5.7317,0.0090667
5.7317,0.09685
5.7317,-0.055733
5.7317,-0.076633
5.7317,-0.053633
5.8362,-0.097533
5.8362,-0.09545
5.8362,-0.05365
5.8362,0.09475
5.8362,-0.089183
5.8362,0.067583
5.8362,-0.091267
5.8362,-0.05155
5.8362,0.061317
5.8362,0.090583
5.8362,0.0843
5.8362,0.082217
5.8362,0.025783
5.8362,-0.09335
5.8362,0.088483
5.8362,-0.078733
5.8362,0.080117
5.8362,0.036233
5.8362,0.092667
5.8362,0.0007
5.8362,-0.099633
5.8362,-0.018117
5.8362,-0.0411
5.8362,0.0864
5.8362,0.069667
5.8362,0.040417
5.8362,-0.045283
5.8362,0.05295
5.8362,-0.0432
5.8362,0.013233
5.8362,0.098933
5.8362,-0.0829
5.8362,-0.066183
5.8362,0.0634
5.8362,0.078033
5.8362,0.07385
5.8362,0.019517
5.8362,0.057133
5.8362,0.038317
5.8362,-0.07455
5.8362,-0.0055667
5.8362,-0.028567
5.8362,-0.062
5.8362,0.017417
5.8362,-0.03275
5.8362,0.09685
5.8362,0.059217
5.8362,0.07595
5.8362,0.071767
5.8362,-0.0202
5.8362,-0.034833
5.8362,-0.07245
5.8362,0.046683
5.8362,-0.059917
5.8362,0.0027833
5.8362,-0.013933
5.8362,-0.057833
5.8362,-0.070367
5.8362,-0.076633
5.8362,0.05505
5.8362,0.03205
5.8362,0.01115
5.8362,-0.055733
5.8362,0.0090667
5.8362,-0.0223
5.8362,-0.00975
5.8362,0.0048833
5.8362,0.023683
5.8362,-0.087083
5.8362,0.015333
5.8362,-0.024383
5.8362,0.029967
5.8362,0.0446
5.8362,0.0216
5.8362,-0.0076667
5.8362,-0.01185
5.8362,0.0069667
5.8362,0.0425
5.8362,-0.026467
5.8362,-0.0641
5.8362,-0.049467
5.8362,0.034133
5.8362,-0.016017
5.8362,0.0655
5.8362,-0.039017
5.8362,-0.0013833
5.8362,0.048767
5.8362,0.027867
5.8362,-0.036917
5.8362,0.050867
5.8362,-0.068283
5.8362,-0.03065
5.8362,-0.0034833
5.8362,-0.080817
5.8362,-0.047367
5.8362,-0.085
5.8476,-0.0861
5.8476,-0.084017
5.8476,-0.09655
5.8476,-0.042217
5.8476,-0.07775
5.8476,0.079017
5.8476,-0.079833
5.8476,-0.040117
5.8476,0.07275
5.8476,-0.09865
5.8476,0.095733
5.8476,0.09365
5.8476,0.037217
5.8476,-0.081917
5.8476,-0.090283
5.8476,0.099917
5.8476,-0.0673
5.8476,0.09155
5.8476,0.047667
5.8476,0.012133
5.8476,-0.0882
5.8476,-0.0066833
5.8476,-0.029667
5.8476,-0.092383
5.8476,0.097833
5.8476,0.0811
5.8476,0.05185
5.8476,-0.03385
5.8476,0.064383
5.8476,-0.031767
5.8476,0.024667
5.8476,-0.071467
5.8476,-0.05475
5.8476,0.074833
5.8476,-0.094467
5.8476,0.089467
5.8476,0.085283
5.8476,0.03095
5.8476,0.068567
5.8476,0.04975
5.8476,-0.063117
5.8476,0.0058667
5.8476,-0.017133
5.8476,-0.050567
5.8476,0.02885
5.8476,-0.021317
5.8476,0.07065
5.8476,0.087383
5.8476,0.0832
5.8476,-0.0087667
5.8476,-0.0234
5.8476,-0.061017
5.8476,0.058117
5.8476,-0.048483
5.8476,0.014217
5.8476,-0.0025
5.8476,-0.0464
5.8476,-0.058933
5.8476,-0.0652
5.8476,0.066483
5.8476,0.043483
5.8476,0.022583
5.8476,-0.0443
5.8476,0.0205
5.8476,-0.010867
5.8476,0.0016833
5.8476,0.016317
5.8476,0.035117
5.8476,-0.07565
5.8476,0.026767
5.8476,-0.01295
5.8476,0.0414
5.8476,0.056033
5.8476,0.033033
5.8476,0.0037667
5.8476,-0.00041667
5.8476,0.0184
5.8476,0.053933
5.8476,-0.015033
5.8476,-0.052667
5.8476,-0.038033
5.8476,0.045567
5.8476,-0.0045833
5.8476,0.076933
5.8476,-0.027583
5.8476,0.01005
5.8476,0.0602
5.8476,0.0393
5.8476,-0.025483
5.8476,0.0623
5.8476,-0.05685
5.8476,-0.019217
5.8476,0.00795
5.8476,-0.069383
5.8476,-0.035933
5.8476,-0.073567
7.6862,-0.0327
7.6862,-0.087033
7.6862,0.00075
7.6862,0.075983
7.6862,-0.02225
7.6862,-0.055683
7.6862,0.0948
7.6862,0.082267
7.6862,0.0969
7.6862,-0.08495
7.6862,0.044633
7.6862,0.08435
7.6862,-0.066133
7.6862,0.02165
7.6862,0.0049333
7.6862,-0.049417
7.6862,0.098983
7.6862,0.06345
7.6862,0.017467
7.6862,-0.099583
7.6862,-0.018067
7.6862,0.0091
7.6862,-0.093317
7.6862,-0.015983
7.6862,-0.047333
7.6862,-0.0034333
7.6862,-0.02015
7.6862,0.080167
7.6862,-0.076583
7.6862,0.053
7.6862,0.059267
7.6862,-0.06405
7.6862,-0.0118
7.6862,-0.013883
7.6862,0.092717
7.6862,0.069717
7.6862,0.0070167
7.6862,-0.024333
7.6862,0.050917
7.6862,0.04255
7.6862,0.046733
7.6862,0.061367
7.6862,-0.036883
7.6862,0.036283
7.6862,-0.082867
7.6862,-0.072417
7.6862,0.090617
7.6862,-0.059867
7.6862,-0.057783
7.6862,-0.0076167
7.6862,-0.026433
7.6862,0.04045
7.6862,-0.0975
7.6862,-0.0306
7.6862,-0.080767
7.6862,0.013283
7.6862,0.086433
7.6862,0.071817
7.6862,-0.04105
7.6862,-0.04315
7.6862,0.03
7.6862,0.0028333
7.6862,0.027917
7.6862,-0.034783
7.6862,-0.089133
7.6862,0.065533
7.6862,0.055083
7.6862,0.038367
7.6862,-0.061967
7.6862,-0.028517
7.6862,-0.0536
7.6862,-0.00135
7.6862,0.015383
7.6862,0.078083
7.6862,0.088533
7.6862,0.067633
7.6862,0.01955
7.6862,-0.070317
7.6862,0.0739
7.6862,-0.0954
7.6862,-0.038967
7.7896,-0.023333
7.7896,-0.071417
7.7896,0.070717
7.7896,0.016383
7.7896,-0.00035
7.7896,0.081167
7.7896,0.047733
7.7896,-0.058867
7.7896,0.018467
7.7896,-0.079767
7.7896,0.037283
7.7896,-0.044233
7.7896,0.00175
7.7896,-0.0296
7.7896,0.054
7.7896,-0.098583
7.7896,-0.056783
7.7896,0.0038333
7.7896,0.08535
7.7896,0.0101
7.7896,-0.017067
7.7896,-0.090217
7.7896,0.087433
7.7896,0.056083
7.7896,0.099983
7.7896,0.083267
7.7896,-0.065133
7.7896,0.026833
7.7896,-0.04215
7.7896,-0.088133
7.7896,0.039367
7.7896,0.091617
7.7896,-0.08605
7.7896,0.089533
7.7896,-0.048417
7.7896,-0.0045333
7.7896,-0.025433
7.7896,0.079083
7.7896,-0.046333
7.7896,-0.0526
7.7896,-0.0944
7.7896,-0.035883
7.7896,0.066533
7.7896,-0.0108
7.7896,0.02055
7.7896,0.031
7.7896,-0.067233
7.7896,0.04355
7.7896,0.045633
7.7896,-0.02125
7.7896,0.0958
7.7896,0.076983
7.7896,-0.092317
7.7896,-0.012883
7.7896,-0.060967
7.7896,0.0059167
7.7896,0.072817
7.7896,0.02265
7.7896,-0.06305
7.7896,-0.027517
7.7896,-0.077683
7.7896,-0.08395
7.7896,0.062367
7.7896,0.060267
7.7896,-0.054683
7.7896,0.068633
7.7896,-0.0087
7.7896,0.014283
7.7896,-0.0066167
7.7896,-0.037967
7.7896,0.04145
7.7896,-0.069317
7.7896,-0.050517
7.7896,0.0749
7.7896,-0.01915
7.7896,0.049817
7.7896,-0.040067
7.7896,-0.033783
7.7896,0.0331
7.7896,-0.014983
7.7896,0.0080167
7.7896,-0.0317
7.7896,0.06445
7.8875,-0.027817
7.8875,0.0746
7.8875,0.026517
7.8875,-0.0027333
7.8875,-0.092617
7.8875,0.097583
7.8875,-0.0968
7.8875,-0.036183
7.8875,0.039067
7.8875,-0.04455
7.8875,0.018167
7.8875,0.0537
7.8875,0.099683
7.8875,-0.061267
7.8875,0.068333
7.8875,-0.0947
7.8875,-0.038267
7.8875,-0.00065
7.8875,-0.0738
7.8875,-0.025733
7.8875,0.04115
7.8875,0.080867
7.8875,0.0077167
7.8875,-0.055
7.8875,0.0328
7.8875,0.055783
7.8875,0.0098
7.8875,-0.029917
7.8875,0.011883
7.8875,0.049517
7.8875,0.0934
7.8875,-0.08635
7.8875,0.0725
7.8875,0.0516
7.8875,0.045333
7.8875,0.0035333
7.8875,0.06205
7.8875,0.087133
7.8875,-0.098883
7.8875,-0.08425
7.8875,0.0307
7.8875,-0.080083
7.8875,0.076683
7.8875,-0.088433
7.8875,-0.071717
7.8875,0.0056167
7.8875,0.08505
7.8875,0.036967
7.8875,-0.02155
7.8875,-0.019467
7.8875,0.034883
7.8875,-0.040367
7.8875,0.070417
7.8875,0.02025
7.8875,-0.0090167
7.8875,0.013983
7.8875,-0.06335
7.8875,-0.017367
7.8875,-0.0048333
7.8875,0.04325
7.8875,-0.057083
7.8875,0.089233
7.8875,-0.077983
7.8875,0.091317
7.8875,0.059967
7.8875,-0.059167
7.8875,0.028617
7.8875,0.047417
7.8875,-0.090533
7.8875,0.078783
7.8875,0.057867
7.8875,-0.015283
7.8875,-0.0069167
7.8875,-0.069617
7.8875,-0.048717
7.8875,-0.046633
7.8875,0.06415
7.8875,0.08295
7.8875,-0.0111
7.8875,0.066233
7.9592,0.04385
7.9592,0.098183
7.9592,0.068933
7.9592,-0.02095
7.9592,-0.025133
7.9592,-0.0544
7.9592,0.035483
7.9592,-0.046033
7.9592,0.027117
7.9592,0.089833
7.9592,0.0104
7.9592,-0.023033
7.9592,0.0334
7.9592,0.071017
7.9592,-0.0021333
7.9592,-0.056483
7.9592,0.045933
7.9592,0.079383
7.9592,-0.0523
7.9592,0.016667
7.9592,-0.035583
7.9592,-0.033483
7.9592,-0.043933
7.9592,0.081467
7.9592,0.04175
7.9592,0.08355
7.9592,-0.014683
7.9592,-0.066933
7.9592,0.0752
7.9592,-0.0753
7.9592,-0.027217
7.9592,-0.012583
7.9592,-0.06485
7.9592,-0.0084167
7.9592,-0.016767
7.9592,-5e-05
7.9592,0.077283
7.9592,0.050117
7.9592,0.0522
7.9592,-0.058567
7.9592,0.0313
7.9592,0.091917
7.9592,0.06265
7.9592,0.08565
7.9592,0.0083167
7.9592,0.0543
7.9592,0.066833
7.9592,-0.0732
7.9592,0.014583
7.9592,-0.039767
7.9592,-0.0063167
7.9592,0.0125
7.9592,-0.018867
7.9592,-0.050217
7.9592,0.056383
7.9592,-0.060667
7.9592,-0.069017
7.9592,-0.071117
7.9592,0.06475
7.9592,0.00205
7.9592,0.02295
7.9592,0.025033
7.9592,0.060567
5.2324,0.0929
5.2324,0.0908
5.2324,0.088717
5.2324,0.086617
5.2324,0.0030167
5.2324,0.08245
5.2324,0.0072
5.2324,0.011383
5.2324,0.00093333
5.2324,0.084533
5.2324,0.021833
5.2324,0.023917
5.2324,0.0051
5.2324,0.078267
5.2324,0.08035
5.2324,0.01765
5.2324,0.0281
5.2324,0.0092833
5.2324,0.03855
5.2324,0.013467
5.2324,-0.0011667
5.2324,0.01555
5.2324,0.055267
5.2324,0.030183
5.2324,0.036467
5.2324,0.019733
5.2324,0.0699
5.2324,0.046917
5.2324,0.05945
5.2324,0.074083
5.2324,0.053183
5.2324,0.026017
5.2324,0.042733
5.2324,0.061533
5.2324,0.063633
5.2324,0.040633
5.2324,0.067817
5.2324,0.044817
5.2324,0.072
5.2324,0.032283
5.2324,0.065717
5.2324,0.049
5.2324,0.034367
5.2324,0.051083
5.2324,-0.00535
5.2324,0.057367
5.2324,0.076167
5.2324,-0.00325
5.2324,-0.0074333
5.2324,-0.0095167
5.2423,0.098667
5.2423,0.096567
5.2423,0.012967
5.2423,0.0924
5.2423,0.01715
5.2423,0.021333
5.2423,0.010883
5.2423,0.094483
5.2423,0.031783
5.2423,0.033867
5.2423,0.01505
5.2423,0.088217
5.2423,0.0903
5.2423,0.0276
5.2423,0.03805
5.2423,0.019233
5.2423,0.0485
5.2423,0.023417
5.2423,0.0087833
5.2423,0.0255
5.2423,0.065217
5.2423,0.040133
5.2423,0.046417
5.2423,0.029683
5.2423,0.07985
5.2423,0.056867
5.2423,0.0694
5.2423,0.084033
5.2423,0.063133
5.2423,0.035967
5.2423,0.052683
5.2423,0.071483
5.2423,0.073583
5.2423,0.050583
5.2423,0.077767
5.2423,0.054767
5.2423,0.08195
5.2423,0.042233
5.2423,0.075667
5.2423,0.05895
5.2423,0.044317
5.2423,0.061033
5.2423,0.0046
5.2423,0.067317
5.2423,0.086117
5.2423,0.0067
5.2423,0.0025167
5.2423,0.00043333
5.2672,-0.097967
5.2672,-0.095867
5.2672,-0.093783
5.2672,-0.091683
5.2672,-0.0896
5.2672,-0.0875
5.2672,-0.083333
5.2672,-0.085417
5.2672,-0.081233
5.2672,-0.07915
5.2672,-0.072883
5.2672,-0.074967
5.2672,0.010733
5.2672,0.023267
5.2672,-0.0687
5.2672,-0.070783
5.2672,-0.07705
5.2784,-0.0868
5.2784,-0.0847
5.2784,-0.082617
5.2784,-0.099333
5.2784,-0.080517
5.2784,-0.078433
5.2784,-0.076333
5.2784,-0.09515
5.2784,-0.072167
