RT_sec,mz,Int,RT_min
65.706,863.4569,651173.75,1.0951
65.706,864.4588,184930.2188,1.0951
65.706,865.4615,40967.2461,1.0951
65.706,865.6122,2125.1716,1.0951
65.706,866.4619,7153.0391,1.0951
65.706,867.4661,1319.3251,1.0951
65.706,874.4282,1173.3236,1.0951
65.706,884.4347,205595.1094,1.0951
65.706,885.4383,84425.5547,1.0951
65.706,885.9271,1606.5345,1.0951
65.706,886.4355,30947.2773,1.0951
65.706,887.4306,7117.7222,1.0951
65.706,888.4238,1974.3322,1.0951
65.706,892.4212,1430.0679,1.0951
65.706,892.9143,1123.917,1.0951
65.706,893.4152,1199.8923,1.0951
65.706,895.4243,2778.7292,1.0951
65.706,895.924,1568.8063,1.0951
65.706,896.4153,1997.2487,1.0951
65.706,900.3997,10007.3115,1.0951
65.706,901.4028,4501.7622,1.0951
65.706,902.4044,1746.0643,1.0951
65.706,906.4151,16960.4258,1.0951
65.706,906.9154,1385.7704,1.0951
65.706,907.4183,6739.3193,1.0951
65.706,908.4095,2606.0088,1.0951
65.706,915.3672,2783.4592,1.0951
65.706,916.3709,2999.4111,1.0951
65.706,917.3805,1364.0801,1.0951
65.706,922.0098,25297.2754,1.0951
65.706,922.3876,1086.0656,1.0951
65.706,923.0131,4877.1841,1.0951
65.706,924.3671,1218.9797,1.0951
65.706,928.3928,1311.7626,1.0951
65.706,943.9924,3668.3921,1.0951
65.706,944.9925,1055.4546,1.0951
65.706,959.9666,3366.7925,1.0951
65.706,984.3864,1513.694,1.0951
65.706,1384.6411,1289.5031,1.0951
65.706,1397.7479,1177.1506,1.0951
65.706,1398.7474,1020.0774,1.0951
65.832,300.8046,14391.1064,1.0972
65.832,301.1397,7108.0806,1.0972
65.832,301.4727,2835.5942,1.0972
65.832,318.6456,1383.6898,1.0972
65.832,322.0481,17059.0684,1.0972
65.832,324.1439,2236.0496,1.0972
65.832,324.4778,2164.8928,1.0972
65.832,345.175,1706.0668,1.0972
65.832,346.9173,25313.1191,1.0972
65.832,347.1682,15453.4824,1.0972
65.832,347.4195,8048.1914,1.0972
65.832,347.6679,3740.551,1.0972
65.832,350.9169,2042.1351,1.0972
65.832,351.1665,1432.7971,1.0972
65.832,352.1353,13335.7822,1.0972
65.832,353.1398,2060.1946,1.0972
65.832,371.2299,1201.7667,1.0972
65.832,374.1174,15016.6816,1.0972
65.832,374.2375,1261.2449,1.0972
65.832,375.1205,2092.7439,1.0972
65.832,375.1974,1698.8029,1.0972
65.832,376.1171,1269.1748,1.0972
65.832,381.2066,2270.0088,1.0972
65.832,387.2712,4182.646,1.0972
65.832,389.2495,4140.3887,1.0972
65.832,400.1816,1012.561,1.0972
65.832,402.2456,1216.2249,1.0972
65.832,405.1991,4943.395,1.0972
65.832,413.7169,1170.3073,1.0972
65.832,419.0875,3355.3875,1.0972
65.832,420.0914,1204.8756,1.0972
65.832,421.2001,4356.5161,1.0972
65.832,421.6941,2659.2334,1.0972
65.832,422.2057,1241.3967,1.0972
65.832,422.7243,13865.9297,1.0972
65.832,423.2243,60996.543,1.0972
65.832,423.726,1754.2355,1.0972
65.832,424.2268,14125.7588,1.0972
65.832,424.5271,3406.594,1.0972
65.832,424.86,3467.4758,1.0972
65.832,425.2289,2252.3931,1.0972
65.832,430.1949,1035.4185,1.0972
65.832,431.7332,1442070.625,1.0972
65.832,432.2326,817140.5,1.0972
65.832,432.7329,270583.6562,1.0972
65.832,433.2344,57240.1094,1.0972
65.832,433.39,1208.3895,1.0972
65.832,433.7347,10606.0283,1.0972
65.832,434.2349,2126.4983,1.0972
65.832,437.7121,2272.7717,1.0972
65.832,438.2144,1378.475,1.0972
65.832,442.7206,33818.8047,1.0972
65.832,443.2215,18365.2891,1.0972
65.832,443.7106,27925.2734,1.0972
65.832,443.8198,1202.2654,1.0972
65.832,444.2108,12205.7334,1.0972
65.832,444.7136,3612.8345,1.0972
65.832,445.2159,1666.8329,1.0972
65.832,450.7035,29040.4355,1.0972
65.832,451.2048,11298.1523,1.0972
65.832,451.7064,2842.7109,1.0972
65.832,452.7022,1287.7823,1.0972
65.832,453.7114,15807.7881,1.0972
65.832,454.2128,8668.9834,1.0972
65.832,454.7094,2698.29,1.0972
65.832,455.214,1253.9471,1.0972
65.832,458.1875,4845.5669,1.0972
65.832,458.6882,5552.5332,1.0972
65.832,459.1911,2389.5898,1.0972
65.832,459.6888,2559.7478,1.0972
65.832,461.6929,1123.6155,1.0972
65.832,462.2201,16786.8828,1.0972
65.832,462.5555,11489.8066,1.0972
65.832,462.6909,2004.5676,1.0972
65.832,462.8875,6805.8691,1.0972
65.832,463.2196,2482.623,1.0972
65.832,463.5579,1060.7161,1.0972
65.832,464.2173,1421.5627,1.0972
65.832,464.7003,4138.5054,1.0972
65.832,465.2069,1339.8723,1.0972
65.832,467.5533,1036.6481,1.0972
65.832,485.7105,2489.4885,1.0972
65.832,486.2114,1077.5614,1.0972
65.832,515.3298,4818.6567,1.0972
65.832,516.3289,1539.2871,1.0972
65.832,518.2825,10660.4131,1.0972
65.832,519.2841,2558.8931,1.0972
65.832,536.3082,190238.9219,1.0972
65.832,537.3115,55952.0273,1.0972
65.832,538.3138,10736.2109,1.0972
65.832,539.3163,1820.1841,1.0972
65.832,542.2509,1129.0947,1.0972
65.832,542.7539,1070.2045,1.0972
65.832,543.362,1388.1263,1.0972
65.832,550.2525,1079.5616,1.0972
65.832,558.2887,13732.209,1.0972
65.832,559.299,5373.7437,1.0972
65.832,560.3012,1247.8597,1.0972
65.832,567.2548,1520.762,1.0972
65.832,587.3012,2433.99,1.0972
65.832,595.2566,6401.3882,1.0972
65.832,596.2634,2508.3906,1.0972
65.832,597.2604,1243.0427,1.0972
65.832,601.3209,1461.8145,1.0972
65.832,619.3292,36704.207,1.0972
65.832,620.3326,10765.0781,1.0972
65.832,621.334,1900.1129,1.0972
65.832,636.2815,1163.0007,1.0972
65.832,672.3577,2283.9907,1.0972
65.832,673.3574,1078.1892,1.0972
65.832,690.3677,125799.0391,1.0972
65.832,691.3706,42596.3594,1.0972
65.832,692.3714,10226.3574,1.0972
65.832,692.8257,9654.3154,1.0972
65.832,693.3274,8178.8857,1.0972
65.832,693.3688,3713.1526,1.0972
65.832,693.8283,4153.085,1.0972
65.832,694.3305,1120.3689,1.0972
65.832,703.8146,2315.3083,1.0972
65.832,704.3142,1337.9799,1.0972
65.832,716.3474,2341.5125,1.0972
65.832,749.3864,2032.6462,1.0972
65.832,750.385,1059.9277,1.0972
65.832,761.4043,37417.3242,1.0972
65.832,762.4069,13926.2578,1.0972
65.832,763.4101,4166.2471,1.0972
65.832,795.364,4202.1836,1.0972
65.832,796.3649,1690.8956,1.0972
65.832,807.9993,1324.4584,1.0972
65.832,817.3451,5893.3506,1.0972
65.832,818.3489,2515.4177,1.0972
65.832,841.3763,1508.9192,1.0972
65.832,842.3833,1130.9615,1.0972
65.832,853.27,2415.0571,1.0972
65.832,862.4557,1332718.25,1.0972
65.832,863.4567,711074.1875,1.0972
65.832,864.4584,197684.4688,1.0972
65.832,865.4616,42329.0547,1.0972
65.832,866.4621,6898.1133,1.0972
65.832,874.421,1149.1447,1.0972
65.832,884.4343,210662.8281,1.0972
65.832,885.4379,90721.8828,1.0972
65.832,886.4354,29927.8027,1.0972
65.832,887.4298,8181.876,1.0972
65.832,888.4288,1853.4806,1.0972
65.832,892.4171,1372.6012,1.0972
65.832,892.9161,1052.9138,1.0972
65.832,895.4255,2549.0674,1.0972
65.832,895.9243,2103.6426,1.0972
65.832,896.4189,1736.687,1.0972
65.832,900.3992,9681.2236,1.0972
65.832,901.4029,4406.4463,1.0972
65.832,902.4043,1544.8579,1.0972
65.832,903.4064,1287.8198,1.0972
65.832,906.4156,17625.7148,1.0972
65.832,906.9155,1261.4005,1.0972
65.832,907.4187,6484.2202,1.0972
65.832,908.4075,2677.3074,1.0972
65.832,909.4017,1109.41,1.0972
65.832,915.3648,2850.626,1.0972
65.832,916.3719,2889.4912,1.0972
65.832,917.3749,1150.8691,1.0972
65.832,918.3769,1232.3496,1.0972
65.832,922.0098,29001.7266,1.0972
65.832,922.3822,1423.2595,1.0972
65.832,923.014,5847.8389,1.0972
65.832,924.368,1029.0422,1.0972
65.832,928.3906,1540.0026,1.0972
65.832,943.9922,3128.5759,1.0972
65.832,959.9656,2922.4775,1.0972
65.832,984.3874,1388.1919,1.0972
65.832,1004.3944,1151.4689,1.0972
65.832,1305.6592,1133.2415,1.0972
65.832,1384.6468,1228.5574,1.0972
65.832,1397.7526,1409.8156,1.0972
65.957,300.8053,12945.7012,1.09928333333333
65.957,301.1404,6545.73,1.09928333333333
65.957,301.4725,2333.0227,1.09928333333333
65.957,306.1336,1104.0032,1.09928333333333
65.957,322.0481,16401.4258,1.09928333333333
65.957,324.1432,2203.3428,1.09928333333333
65.957,345.1774,1108.1912,1.09928333333333
65.957,345.689,1438.307,1.09928333333333
65.957,346.9185,25095.5332,1.09928333333333
65.957,347.1703,16706.4375,1.09928333333333
65.957,347.4189,10036.1201,1.09928333333333
65.957,347.67,3381.2334,1.09928333333333
65.957,350.9182,1377.8401,1.09928333333333
65.957,352.1362,11310.9443,1.09928333333333
65.957,353.1402,2089.3479,1.09928333333333
65.957,371.2298,2167.207,1.09928333333333
65.957,374.1178,11865.9502,1.09928333333333
65.957,374.2389,1303.6901,1.09928333333333
65.957,375.1209,2302.4473,1.09928333333333
65.957,375.1982,2268.1438,1.09928333333333
65.957,376.1161,1471.0593,1.09928333333333
65.957,381.2042,1968.1104,1.09928333333333
65.957,387.1875,1519.7756,1.09928333333333
65.957,387.2709,5043.9116,1.09928333333333
65.957,389.2489,4791.27,1.09928333333333
65.957,405.2017,4095.7837,1.09928333333333
65.957,406.2,1713.1222,1.09928333333333
65.957,419.0871,2500.7048,1.09928333333333
65.957,421.1877,3564.0442,1.09928333333333
65.957,421.208,4491.8018,1.09928333333333
65.957,421.6952,4465.6133,1.09928333333333
65.957,422.2004,1738.4384,1.09928333333333
65.957,422.7246,17604.3242,1.09928333333333
65.957,423.2246,68068.0859,1.09928333333333
65.957,423.7262,2183.3379,1.09928333333333
65.957,424.2273,16060.4131,1.09928333333333
65.957,424.5264,4202.9785,1.09928333333333
65.957,424.8609,2483.0867,1.09928333333333
65.957,425.1946,1355.5962,1.09928333333333
65.957,425.2284,3345.0984,1.09928333333333
65.957,430.193,1068.6171,1.09928333333333
65.957,431.7338,1487183,1.09928333333333
65.957,432.2332,865418.625,1.09928333333333
65.957,432.7334,278529.8438,1.09928333333333
65.957,433.2355,58822.418,1.09928333333333
65.957,433.3695,1616.787,1.09928333333333
65.957,433.7352,8660.6494,1.09928333333333
65.957,434.2349,1322.9431,1.09928333333333
65.957,437.7126,2103.8772,1.09928333333333
65.957,438.215,1654.1255,1.09928333333333
65.957,442.7204,34717.5117,1.09928333333333
65.957,443.221,16701.7539,1.09928333333333
65.957,443.7111,34826.5234,1.09928333333333
65.957,444.2106,13398.8906,1.09928333333333
65.957,444.2902,1119.1265,1.09928333333333
65.957,444.7139,4221.8047,1.09928333333333
65.957,445.2139,1092.4447,1.09928333333333
65.957,450.7038,24845.4102,1.09928333333333
65.957,451.2049,12344.9219,1.09928333333333
65.957,451.7062,3108.8069,1.09928333333333
65.957,453.7115,16242.1885,1.09928333333333
65.957,454.2142,7453.5747,1.09928333333333
65.957,454.7169,2818.3313,1.09928333333333
65.957,458.1873,3573.98,1.09928333333333
65.957,458.2589,1103.8364,1.09928333333333
65.957,458.6891,5247.9805,1.09928333333333
65.957,459.195,1741.4569,1.09928333333333
65.957,459.6895,1842.4623,1.09928333333333
65.957,461.6922,1821.3892,1.09928333333333
65.957,462.2196,17416.2617,1.09928333333333
65.957,462.5555,12728.502,1.09928333333333
65.957,462.6859,1363.1121,1.09928333333333
65.957,462.8882,4948.8525,1.09928333333333
65.957,463.2216,2259.0156,1.09928333333333
65.957,464.2162,1430.7563,1.09928333333333
65.957,464.7012,3813.54,1.09928333333333
65.957,475.6913,1068.1815,1.09928333333333
65.957,485.7108,1770.4313,1.09928333333333
65.957,515.3313,3802.5557,1.09928333333333
65.957,516.3285,1502.0503,1.09928333333333
65.957,518.2816,11761.0596,1.09928333333333
65.957,519.2845,3557.8257,1.09928333333333
65.957,536.3087,231492.25,1.09928333333333
65.957,537.3117,65664.25,1.09928333333333
65.957,538.3129,12639.2861,1.09928333333333
65.957,539.318,1921.5458,1.09928333333333
65.957,542.2481,1061.1604,1.09928333333333
65.957,543.3658,1592.3481,1.09928333333333
65.957,550.2532,1061.0002,1.09928333333333
65.957,558.29,17035.7949,1.09928333333333
65.957,559.2996,5243.4619,1.09928333333333
65.957,567.2534,1896.2882,1.09928333333333
65.957,587.3016,2546.6531,1.09928333333333
65.957,595.2573,7699.8174,1.09928333333333
65.957,596.2613,2667.6453,1.09928333333333
65.957,597.2577,1318.3347,1.09928333333333
65.957,601.3202,1393.9888,1.09928333333333
65.957,619.3305,35401.457,1.09928333333333
65.957,619.4514,1153.2782,1.09928333333333
65.957,620.3322,11383.2402,1.09928333333333
65.957,621.3357,1869.2505,1.09928333333333
65.957,672.3549,2704.4158,1.09928333333333
65.957,690.3677,124778.4375,1.09928333333333
65.957,691.3704,41792.1094,1.09928333333333
65.957,692.3728,10961.8418,1.09928333333333
65.957,692.8245,10001.4238,1.09928333333333
65.957,693.33,7822.5186,1.09928333333333
65.957,693.829,4739.7041,1.09928333333333
65.957,694.3338,2027.5112,1.09928333333333
65.957,703.8153,1983.4611,1.09928333333333
65.957,704.3204,1080.3878,1.09928333333333
65.957,716.3485,1633.2002,1.09928333333333
65.957,717.3468,1021.6602,1.09928333333333
65.957,743.3911,1053.5048,1.09928333333333
65.957,749.3844,1785.8031,1.09928333333333
65.957,761.4048,35413.3633,1.09928333333333
65.957,761.5392,1157.1344,1.09928333333333
65.957,762.4064,15496.5928,1.09928333333333
65.957,763.4094,3309.8054,1.09928333333333
65.957,795.3632,3764.3062,1.09928333333333
65.957,807.9993,1078.3232,1.09928333333333
65.957,817.3452,5259.9692,1.09928333333333
65.957,818.3472,2208.4387,1.09928333333333
65.957,829.9789,1072.6312,1.09928333333333
65.957,841.3696,1523.8578,1.09928333333333
65.957,853.27,1446.7521,1.09928333333333
65.957,862.4556,1362628.75,1.09928333333333
65.957,863.4564,719178.9375,1.09928333333333
65.957,864.4579,212909.5156,1.09928333333333
65.957,865.4612,43046.0938,1.09928333333333
65.957,865.615,2112.0774,1.09928333333333
65.957,866.4627,7933.6992,1.09928333333333
65.957,867.4624,1058.9767,1.09928333333333
65.957,884.4342,208451.3125,1.09928333333333
65.957,885.4375,89952.8125,1.09928333333333
65.957,886.4334,31845.123,1.09928333333333
65.957,887.4293,7928.7031,1.09928333333333
65.957,888.4239,1786.7756,1.09928333333333
65.957,892.4203,1500.6882,1.09928333333333
65.957,892.9134,1251.8651,1.09928333333333
65.957,895.423,1926.1172,1.09928333333333
65.957,895.9262,3145.7231,1.09928333333333
65.957,896.4186,1532.2343,1.09928333333333
65.957,896.9132,1245.5969,1.09928333333333
65.957,900.3997,10003.4062,1.09928333333333
65.957,901.4035,4664.835,1.09928333333333
65.957,902.4062,1408.0002,1.09928333333333
65.957,906.4146,14533.873,1.09928333333333
65.957,907.4165,6919.3999,1.09928333333333
65.957,908.413,2438.1523,1.09928333333333
65.957,915.3692,1817.9312,1.09928333333333
65.957,916.3706,3048.4521,1.09928333333333
65.957,917.3819,1554.4816,1.09928333333333
65.957,922.0098,27655.8047,1.09928333333333
65.957,923.013,5354.2803,1.09928333333333
65.957,924.3708,1356.0405,1.09928333333333
65.957,928.3919,1331.2747,1.09928333333333
65.957,943.9915,2988.0908,1.09928333333333
65.957,959.9653,2643.7239,1.09928333333333
65.957,984.3852,1818.8008,1.09928333333333
65.957,1004.3884,1296.9291,1.09928333333333
65.957,1384.6394,1015.011,1.09928333333333
65.957,1385.6456,1232.4025,1.09928333333333
65.957,1397.7515,1496.8932,1.09928333333333
65.957,1398.752,1500.5586,1.09928333333333
66.083,300.8062,13289.5898,1.10138333333333
66.083,301.1397,6236.8418,1.10138333333333
66.083,301.4739,2387.0566,1.10138333333333
66.083,318.6477,1261.9235,1.10138333333333
66.083,322.0481,15735.9072,1.10138333333333
66.083,324.1432,2888.3564,1.10138333333333
66.083,345.1764,1272.104,1.10138333333333
66.083,346.9184,24949.0234,1.10138333333333
66.083,347.1695,19274.2285,1.10138333333333
66.083,347.4189,7512.3633,1.10138333333333
66.083,347.6696,3487.3687,1.10138333333333
66.083,350.9161,1571.5497,1.10138333333333
66.083,351.1708,1388.385,1.10138333333333
66.083,352.1365,9912.3496,1.10138333333333
66.083,353.1397,1784.5574,1.10138333333333
66.083,362.1702,1073.3529,1.10138333333333
66.083,371.2293,1278.5992,1.10138333333333
66.083,372.2047,1641.6553,1.10138333333333
66.083,374.1178,10934.5195,1.10138333333333
66.083,375.1195,1468.797,1.10138333333333
66.083,375.1975,1174.5094,1.10138333333333
66.083,376.1165,1105.0077,1.10138333333333
66.083,381.2072,1596.8052,1.10138333333333
66.083,387.1916,1097.8064,1.10138333333333
66.083,387.2718,4579.3857,1.10138333333333
66.083,388.2733,1095.1887,1.10138333333333
66.083,389.2489,4144.0938,1.10138333333333
66.083,402.2462,1476.0658,1.10138333333333
66.083,405.202,5510.0928,1.10138333333333
66.083,419.0881,1982.673,1.10138333333333
66.083,421.2056,6576.6387,1.10138333333333
66.083,421.6936,3255.3342,1.10138333333333
66.083,422.2086,1548.272,1.10138333333333
66.083,422.7249,18921.543,1.10138333333333
66.083,423.2249,91615.1641,1.10138333333333
66.083,423.7262,2971.6853,1.10138333333333
66.083,424.2267,18670.0332,1.10138333333333
66.083,424.5272,3315.8503,1.10138333333333
66.083,424.8615,3151.1587,1.10138333333333
66.083,425.2263,3887.0017,1.10138333333333
66.083,431.6139,1118.7072,1.10138333333333
66.083,431.7339,1553318.875,1.10138333333333
66.083,432.2332,901211,1.10138333333333
66.083,432.7332,301206.6562,1.10138333333333
66.083,433.2351,62641.5742,1.10138333333333
66.083,433.3699,1509.7408,1.10138333333333
66.083,433.735,10756.8369,1.10138333333333
66.083,437.7114,3645.2817,1.10138333333333
66.083,438.2127,1139.0035,1.10138333333333
66.083,442.7209,38416.2734,1.10138333333333
66.083,443.2203,17353.1777,1.10138333333333
66.083,443.7111,34529.3008,1.10138333333333
66.083,443.8196,1561.3373,1.10138333333333
66.083,444.2114,12274.1553,1.10138333333333
66.083,444.7142,4511.6479,1.10138333333333
66.083,445.2156,1108.0453,1.10138333333333
66.083,450.7033,23067.8203,1.10138333333333
66.083,451.2058,10680.0234,1.10138333333333
66.083,451.7068,4114.8877,1.10138333333333
66.083,453.7124,15331.9727,1.10138333333333
66.083,454.2133,6738.9209,1.10138333333333
66.083,454.7131,3317.5186,1.10138333333333
66.083,455.2038,1205.4918,1.10138333333333
66.083,458.1857,4897.6763,1.10138333333333
66.083,458.2595,1458.4501,1.10138333333333
66.083,458.6897,6011.7661,1.10138333333333
66.083,459.1883,1695.1171,1.10138333333333
66.083,459.2131,1232.7534,1.10138333333333
66.083,459.6885,1092.1967,1.10138333333333
66.083,460.19,1208.3337,1.10138333333333
66.083,460.6865,1121.9728,1.10138333333333
66.083,461.6938,1907.7148,1.10138333333333
66.083,462.2202,16431.627,1.10138333333333
66.083,462.555,14895.75,1.10138333333333
66.083,462.6833,1873.2203,1.10138333333333
66.083,462.8887,7931.0273,1.10138333333333
66.083,463.1864,1030.3324,1.10138333333333
66.083,463.2213,3230.822,1.10138333333333
66.083,463.6855,1141.2864,1.10138333333333
66.083,464.2173,1526.1786,1.10138333333333
66.083,464.7023,4545.4868,1.10138333333333
66.083,465.2023,1877.1183,1.10138333333333
66.083,485.7099,2750.2524,1.10138333333333
66.083,486.2123,2275.0596,1.10138333333333
66.083,515.3301,4721.9707,1.10138333333333
66.083,516.3271,1730.3351,1.10138333333333
66.083,518.2815,14560.8545,1.10138333333333
66.083,519.2846,3885.7651,1.10138333333333
66.083,536.3084,294964.7812,1.10138333333333
66.083,537.3122,78687.3594,1.10138333333333
66.083,538.3137,16552.0957,1.10138333333333
66.083,539.3165,1919.104,1.10138333333333
66.083,542.2496,1162.6766,1.10138333333333
66.083,543.3605,1964.6501,1.10138333333333
66.083,550.2533,1914.6904,1.10138333333333
66.083,558.2898,17439.1035,1.10138333333333
66.083,559.3014,4954.6079,1.10138333333333
66.083,567.2528,2421.8337,1.10138333333333
66.083,577.3347,1181.7852,1.10138333333333
66.083,587.302,2391.7471,1.10138333333333
66.083,595.2581,8295.9111,1.10138333333333
66.083,596.2618,3127.9873,1.10138333333333
66.083,597.2612,1066.9067,1.10138333333333
66.083,601.3186,1120.15,1.10138333333333
66.083,619.3299,42297.4141,1.10138333333333
66.083,620.3326,11288.375,1.10138333333333
66.083,621.3336,2332.8318,1.10138333333333
66.083,672.3557,2870.3203,1.10138333333333
66.083,673.3569,1297.5099,1.10138333333333
66.083,690.3674,157219.4219,1.10138333333333
66.083,691.3705,48616.5703,1.10138333333333
66.083,692.3725,11256.4053,1.10138333333333
66.083,692.826,11802.7607,1.10138333333333
66.083,693.3314,9489.9072,1.10138333333333
66.083,693.8276,5233.5791,1.10138333333333
66.083,694.3299,1601.7297,1.10138333333333
66.083,703.8171,1490.1118,1.10138333333333
66.083,716.344,2445.1057,1.10138333333333
66.083,743.3919,1453.6128,1.10138333333333
66.083,749.3859,2022.7273,1.10138333333333
66.083,761.4043,44217,1.10138333333333
66.083,761.5389,1407.245,1.10138333333333
66.083,762.4066,16145.0215,1.10138333333333
66.083,763.4084,3918.1743,1.10138333333333
66.083,764.4131,1499.524,1.10138333333333
66.083,771.3836,1137.855,1.10138333333333
66.083,795.3651,3113.6702,1.10138333333333
66.083,796.3636,2111.2747,1.10138333333333
66.083,807.9997,1676.6984,1.10138333333333
66.083,817.3445,5114.7456,1.10138333333333
66.083,818.347,2897.6018,1.10138333333333
66.083,829.9819,1545.6984,1.10138333333333
66.083,841.3731,1561.7274,1.10138333333333
66.083,853.2711,1466.5153,1.10138333333333
66.083,862.3258,1553.0029,1.10138333333333
66.083,862.4562,1490851.75,1.10138333333333
66.083,863.4566,841834.625,1.10138333333333
66.083,864.4577,252138.2969,1.10138333333333
66.083,865.4608,53902.0039,1.10138333333333
66.083,866.4625,8839.209,1.10138333333333
66.083,867.4647,1526.9752,1.10138333333333
66.083,874.4264,1229.7633,1.10138333333333
66.083,875.4293,1023.7637,1.10138333333333
66.083,884.4339,243973.5156,1.10138333333333
66.083,885.4374,103338.8203,1.10138333333333
66.083,886.4342,37339.8906,1.10138333333333
66.083,887.428,9203.0811,1.10138333333333
66.083,888.4287,2350.6221,1.10138333333333
66.083,892.4166,1365.0201,1.10138333333333
66.083,895.4262,3094.9915,1.10138333333333
66.083,895.9242,2529.252,1.10138333333333
66.083,896.427,1736.7871,1.10138333333333
66.083,896.9198,1222.0664,1.10138333333333
66.083,900.3987,11028.3984,1.10138333333333
66.083,901.4007,5312.7554,1.10138333333333
66.083,902.4037,1900.5105,1.10138333333333
66.083,903.4086,1120.8312,1.10138333333333
66.083,906.4146,17199.9375,1.10138333333333
66.083,907.4179,9682.2393,1.10138333333333
66.083,908.4106,2875.7959,1.10138333333333
66.083,915.3713,2561.6257,1.10138333333333
66.083,916.3697,3571.3103,1.10138333333333
66.083,917.3784,1872.0376,1.10138333333333
66.083,919.3719,1117.1666,1.10138333333333
66.083,922.0098,29764.9258,1.10138333333333
66.083,922.384,1160.9625,1.10138333333333
66.083,923.0125,6264.2319,1.10138333333333
66.083,924.0162,1389.3704,1.10138333333333
66.083,924.3747,1209.2616,1.10138333333333
66.083,928.3962,1825.0333,1.10138333333333
66.083,943.9886,2954.9595,1.10138333333333
66.083,959.9647,3277.071,1.10138333333333
66.083,960.9669,1083.0975,1.10138333333333
66.083,984.3844,1771.6882,1.10138333333333
66.083,1004.3938,1015.201,1.10138333333333
66.083,1315.6551,1440.6002,1.10138333333333
66.083,1316.1598,1161.8383,1.10138333333333
66.083,1384.6397,1564.2053,1.10138333333333
66.083,1397.7485,2509.8442,1.10138333333333
66.083,1398.7517,1700.5237,1.10138333333333
66.208,300.8053,14285.8135,1.10346666666667
66.208,301.1399,6135.8677,1.10346666666667
66.208,301.4748,1243.2847,1.10346666666667
66.208,322.0481,15122.0693,1.10346666666667
66.208,324.1419,2381.6067,1.10346666666667
66.208,324.4803,1629.7645,1.10346666666667
66.208,345.1763,1778.9216,1.10346666666667
66.208,346.9175,25860.3652,1.10346666666667
66.208,347.1684,20259.8105,1.10346666666667
66.208,347.4188,9245.1631,1.10346666666667
66.208,347.6685,3383.2361,1.10346666666667
66.208,350.9155,1209.3192,1.10346666666667
66.208,352.1352,8323.6455,1.10346666666667
66.208,353.1387,1166.9305,1.10346666666667
66.208,361.8376,1049.0156,1.10346666666667
66.208,372.2023,1166.9846,1.10346666666667
66.208,374.1179,9086.502,1.10346666666667
66.208,375.1197,1298.793,1.10346666666667
66.208,375.1992,2471.4136,1.10346666666667
66.208,381.2057,1862.2595,1.10346666666667
66.208,381.7077,1067.9161,1.10346666666667
66.208,387.1889,1186.2526,1.10346666666667
66.208,387.2715,3953.4614,1.10346666666667
66.208,389.2467,4398.8584,1.10346666666667
66.208,399.6826,1285.5359,1.10346666666667
66.208,402.2462,1610.5352,1.10346666666667
66.208,405.2002,4499.1113,1.10346666666667
66.208,406.1999,1362.2859,1.10346666666667
66.208,419.0868,2406.7734,1.10346666666667
66.208,421.2072,5368.0059,1.10346666666667
66.208,421.6925,4676.9399,1.10346666666667
66.208,422.2021,1977.8267,1.10346666666667
66.208,422.7247,16877.4531,1.10346666666667
66.208,423.2245,95663.5703,1.10346666666667
66.208,423.7263,3306.7476,1.10346666666667
66.208,424.2272,20983.5781,1.10346666666667
66.208,424.5259,2696.0032,1.10346666666667
66.208,424.8581,2396.0071,1.10346666666667
66.208,425.2287,3441.7769,1.10346666666667
66.208,431.7335,1514135.875,1.10346666666667
66.208,432.2328,878719.875,1.10346666666667
66.208,432.7329,289880.25,1.10346666666667
66.208,433.235,60180.3086,1.10346666666667
66.208,433.3826,1645.9552,1.10346666666667
66.208,433.7355,12017.9756,1.10346666666667
66.208,434.233,1868.0656,1.10346666666667
66.208,437.7136,2319.2092,1.10346666666667
66.208,438.215,1453.1921,1.10346666666667
66.208,442.72,35190.125,1.10346666666667
66.208,443.2198,15015.3037,1.10346666666667
66.208,443.7118,28193.2305,1.10346666666667
66.208,443.8195,1283.8068,1.10346666666667
66.208,444.2106,13574.4834,1.10346666666667
66.208,444.7122,2798.2778,1.10346666666667
66.208,450.7033,25705.0625,1.10346666666667
66.208,451.2045,10817.7588,1.10346666666667
66.208,451.7071,3288.6484,1.10346666666667
66.208,452.701,1128.9421,1.10346666666667
66.208,453.7119,13293.0859,1.10346666666667
66.208,454.2136,5756.1035,1.10346666666667
66.208,454.7082,2395.6816,1.10346666666667
66.208,458.1854,4271.896,1.10346666666667
66.208,458.2602,1196.1885,1.10346666666667
66.208,458.6877,5392.5103,1.10346666666667
66.208,459.1926,2227.2903,1.10346666666667
66.208,459.6906,1987.73,1.10346666666667
66.208,462.2201,16531.582,1.10346666666667
66.208,462.5546,9804.9521,1.10346666666667
66.208,462.6889,1888.1871,1.10346666666667
66.208,462.8885,5049.0806,1.10346666666667
66.208,463.2212,2180.7617,1.10346666666667
66.208,464.2154,1714.3926,1.10346666666667
66.208,464.7011,3003.5312,1.10346666666667
66.208,465.205,1155.0859,1.10346666666667
66.208,467.5514,1548.4696,1.10346666666667
66.208,467.885,1192.0099,1.10346666666667
66.208,485.7121,2212.0393,1.10346666666667
66.208,486.2114,1219.7659,1.10346666666667
66.208,515.3301,4050.0496,1.10346666666667
