RT_sec,mz,Int,RT_min
4.385,323.05,2975.083,0.0730833333333333
4.385,344.0299,4406.5376,0.0730833333333333
4.385,922.0098,55219.9141,0.0730833333333333
4.385,923.0134,11108.1436,0.0730833333333333
4.385,924.0135,2023.9459,0.0730833333333333
4.385,943.9924,39508.8594,0.0730833333333333
4.385,944.995,7685.5259,0.0730833333333333
4.385,945.9954,1532.3966,0.0730833333333333
4.385,959.9672,4079.1855,0.0730833333333333
4.585,322.0481,40845.6562,0.0764166666666667
4.585,323.0511,2801.4978,0.0764166666666667
4.585,344.0298,4968.0439,0.0764166666666667
4.585,922.0098,54061.8281,0.0764166666666667
4.585,923.012,9773.0059,0.0764166666666667
4.585,924.0148,1657.8191,0.0764166666666667
4.585,943.9913,35368.4883,0.0764166666666667
4.585,944.9924,7356.2158,0.0764166666666667
4.585,945.9961,1093.8939,0.0764166666666667
4.585,959.9648,3874.3418,0.0764166666666667
4.785,322.0481,38827.2578,0.07975
4.785,323.0507,3328.7749,0.07975
4.785,344.0301,4926.0249,0.07975
4.785,829.9824,1158.595,0.07975
4.785,922.0098,54710.4453,0.07975
4.785,923.0141,10716.876,0.07975
4.785,924.0142,1625.3867,0.07975
4.785,943.9911,37326.7773,0.07975
4.785,944.9929,6457.0996,0.07975
4.785,945.9956,1711.1301,0.07975
4.785,959.9664,3993.0139,0.07975
4.984,322.0481,40107.5352,0.0830666666666667
4.984,323.0504,3385.6838,0.0830666666666667
4.984,344.0303,4651.2749,0.0830666666666667
4.984,829.9822,1038.9193,0.0830666666666667
4.984,922.0098,51722.8555,0.0830666666666667
4.984,923.0113,10649.5625,0.0830666666666667
4.984,924.0139,1841.1276,0.0830666666666667
4.984,943.9917,37056.4258,0.0830666666666667
4.984,944.993,7039.2407,0.0830666666666667
4.984,945.9928,1007.9495,0.0830666666666667
4.984,959.9643,3585.4927,0.0830666666666667
5.184,322.0481,42703.1211,0.0864
5.184,323.0514,3208.3059,0.0864
5.184,344.0296,6081.438,0.0864
5.184,922.0098,53631.1328,0.0864
5.184,922.1596,1640.9091,0.0864
5.184,923.0108,10526.2314,0.0864
5.184,924.0151,1815.5444,0.0864
5.184,943.991,42175.8711,0.0864
5.184,944.995,8386.125,0.0864
5.184,945.9996,1158.1128,0.0864
5.184,959.9654,4385.103,0.0864
5.384,322.0481,38884.4023,0.0897333333333333
5.384,322.1159,1398.0355,0.0897333333333333
5.384,323.0506,3632.9661,0.0897333333333333
5.384,344.03,4144.9536,0.0897333333333333
5.384,922.0098,50717.9375,0.0897333333333333
5.384,923.0108,10671.0684,0.0897333333333333
5.384,924.0122,1352.2936,0.0897333333333333
5.384,943.9906,38347.6289,0.0897333333333333
5.384,944.993,7158.9111,0.0897333333333333
5.384,959.9638,4862.167,0.0897333333333333
5.584,322.0481,39748.2812,0.0930666666666667
5.584,323.05,2908.7283,0.0930666666666667
5.584,344.0293,5000.4248,0.0930666666666667
5.584,922.0098,51553.2344,0.0930666666666667
5.584,923.0119,10541.3984,0.0930666666666667
5.584,924.0153,1590.5208,0.0930666666666667
5.584,943.9918,36377.6328,0.0930666666666667
5.584,944.9948,7330.853,0.0930666666666667
5.584,945.9968,1179.1353,0.0930666666666667
5.584,959.9651,4115.0029,0.0930666666666667
5.784,322.0481,39006.7031,0.0964
5.784,323.0497,2705.8777,0.0964
5.784,344.0296,4612.7539,0.0964
5.784,922.0098,49242.9961,0.0964
5.784,923.0132,10496.542,0.0964
5.784,924.0111,1681.6544,0.0964
5.784,943.9921,36669.5625,0.0964
5.784,944.9943,7288.7129,0.0964
5.784,959.9654,3945.2324,0.0964
5.983,322.0481,40762.1445,0.0997166666666667
5.983,323.0509,4025.2185,0.0997166666666667
5.983,344.0294,5046.6753,0.0997166666666667
5.983,829.9803,1037.415,0.0997166666666667
5.983,922.0098,52228.4258,0.0997166666666667
5.983,923.0104,11117.0156,0.0997166666666667
5.983,924.0136,2263.1667,0.0997166666666667
5.983,943.991,40549.6445,0.0997166666666667
5.983,944.9932,8046.6182,0.0997166666666667
5.983,959.9638,3102.1497,0.0997166666666667
6.183,322.0481,36373.4961,0.10305
6.183,323.0512,2590.522,0.10305
6.183,344.03,5747.771,0.10305
6.183,922.0098,55560.9102,0.10305
6.183,923.0126,10092.5312,0.10305
6.183,924.015,1223.8947,0.10305
6.183,943.9915,39212.5469,0.10305
6.183,944.9945,6603.5132,0.10305
6.183,945.9961,1321.979,0.10305
6.183,959.9653,3791.3052,0.10305
6.383,322.0481,43310.293,0.106383333333333
6.383,323.0515,2864.0486,0.106383333333333
6.383,344.0296,4764.5068,0.106383333333333
6.383,829.9834,1125.7715,0.106383333333333
6.383,922.0098,52027.25,0.106383333333333
6.383,923.0126,9292.5801,0.106383333333333
6.383,924.0169,1787.1149,0.106383333333333
6.383,943.9921,38871.8555,0.106383333333333
6.383,944.9944,7381.897,0.106383333333333
6.383,959.9648,4442.8613,0.106383333333333
6.583,322.0481,39352.457,0.109716666666667
6.583,323.0502,2809.7224,0.109716666666667
6.583,344.0296,4767.7871,0.109716666666667
6.583,922.0098,49613.9844,0.109716666666667
6.583,923.0122,9786.2363,0.109716666666667
6.583,924.014,1243.6093,0.109716666666667
6.583,943.9913,36875.8555,0.109716666666667
6.583,944.9944,6979.6387,0.109716666666667
6.583,959.9638,3866.5393,0.109716666666667
6.782,322.0481,42309.2344,0.113033333333333
6.782,323.0506,2891.6931,0.113033333333333
6.782,344.0292,4853.1992,0.113033333333333
6.782,829.9808,1039.2914,0.113033333333333
6.782,922.0098,53600.2188,0.113033333333333
6.782,923.012,10708.0605,0.113033333333333
6.782,924.0137,2113.0264,0.113033333333333
6.782,943.9915,37218.6367,0.113033333333333
6.782,944.995,7906.5522,0.113033333333333
6.782,945.9935,1175.2397,0.113033333333333
6.782,959.9648,4375.001,0.113033333333333
6.982,322.0481,40340.5039,0.116366666666667
6.982,323.0496,3259.2556,0.116366666666667
6.982,344.0286,4530.9849,0.116366666666667
6.982,829.9819,1266.1587,0.116366666666667
6.982,922.0098,52211.6797,0.116366666666667
6.982,923.0124,10858.9287,0.116366666666667
6.982,924.0175,1670.4695,0.116366666666667
6.982,943.9914,38655.8906,0.116366666666667
6.982,944.993,8003.7202,0.116366666666667
6.982,945.9984,1181.5768,0.116366666666667
6.982,959.964,3921.6655,0.116366666666667
7.182,322.0481,38801.168,0.1197
7.182,323.0523,2904.7563,0.1197
7.182,344.0302,4719.1704,0.1197
7.182,922.0098,55449.6758,0.1197
7.182,922.1637,1828.7134,0.1197
7.182,923.0126,11468.4561,0.1197
7.182,924.0149,1459.824,0.1197
7.182,943.9903,39007.8906,0.1197
7.182,944.9942,7361.0288,0.1197
7.182,945.9965,1110.2758,0.1197
7.182,959.9653,3463.156,0.1197
7.382,322.0481,40921.4648,0.123033333333333
7.382,323.0504,3054.0979,0.123033333333333
7.382,344.0293,5718.6802,0.123033333333333
7.382,922.0098,52827.9844,0.123033333333333
7.382,923.0112,8621.4141,0.123033333333333
7.382,924.0155,1645.9155,0.123033333333333
7.382,943.9912,36884.8555,0.123033333333333
7.382,944.9927,7844.2568,0.123033333333333
7.382,945.9954,1255.0669,0.123033333333333
7.382,959.9642,3560.1265,0.123033333333333
7.581,322.0481,41320.3555,0.12635
7.581,323.0509,3745.8955,0.12635
7.581,344.0294,5032.1797,0.12635
7.581,922.0098,54475.3594,0.12635
7.581,923.0131,9783.3584,0.12635
7.581,924.0164,1494.2238,0.12635
7.581,943.9917,38372.207,0.12635
7.581,944.9952,7198.1724,0.12635
7.581,959.9662,4725.8037,0.12635
7.781,322.0481,39036.1875,0.129683333333333
7.781,322.1404,1036.2241,0.129683333333333
7.781,323.0504,3536.3452,0.129683333333333
7.781,344.0298,4090.2559,0.129683333333333
7.781,829.9845,1099.4669,0.129683333333333
7.781,922.0098,52958.4297,0.129683333333333
7.781,923.0127,10333.4248,0.129683333333333
7.781,924.0116,1851.7097,0.129683333333333
7.781,943.991,39099.5625,0.129683333333333
7.781,944.9935,7592.9014,0.129683333333333
7.781,945.9969,1041.1021,0.129683333333333
7.781,959.9658,4076.1965,0.129683333333333
7.981,322.0481,40894.9648,0.133016666666667
7.981,323.0508,4340.27,0.133016666666667
7.981,344.0303,5284.5928,0.133016666666667
7.981,922.0098,52777.9609,0.133016666666667
7.981,923.0113,10567.2461,0.133016666666667
7.981,924.0138,1989.1115,0.133016666666667
7.981,943.991,39149.1953,0.133016666666667
7.981,944.9945,6749.561,0.133016666666667
7.981,945.9943,1011.2489,0.133016666666667
7.981,959.9641,3723.0925,0.133016666666667
8.181,322.0481,38340.7539,0.13635
8.181,323.0509,2839.9187,0.13635
8.181,344.0301,3776.1299,0.13635
8.181,922.0098,55886.4336,0.13635
8.181,923.0123,10261.0898,0.13635
8.181,924.0152,2445.1721,0.13635
8.181,943.9916,36203.8086,0.13635
8.181,944.9946,9028.9004,0.13635
8.181,945.9945,1305.0448,0.13635
8.181,959.9663,4141.6372,0.13635
8.181,960.9667,1045.422,0.13635
8.381,322.0481,39631.4844,0.139683333333333
8.381,323.0502,3948.9231,0.139683333333333
8.381,344.029,4262.4355,0.139683333333333
8.381,829.9821,1059.3241,0.139683333333333
8.381,922.0098,52432.168,0.139683333333333
8.381,923.0114,9929.5615,0.139683333333333
8.381,924.0159,1450.9773,0.139683333333333
8.381,943.9912,34053.6875,0.139683333333333
8.381,944.9942,7149.626,0.139683333333333
8.381,945.9975,1225.8142,0.139683333333333
8.381,959.9652,3404.9392,0.139683333333333
8.58,322.0481,45086.9492,0.143
8.58,323.0507,2906.7871,0.143
8.58,344.0294,5441.9482,0.143
8.58,829.9819,1562.6036,0.143
8.58,922.0098,54343.8438,0.143
8.58,922.1645,1708.962,0.143
8.58,923.0118,9912.3691,0.143
8.58,924.0148,1637.589,0.143
8.58,943.9914,36262.7031,0.143
8.58,944.9934,6826.9712,0.143
8.58,945.9986,1531.1595,0.143
8.58,959.9655,3774.3418,0.143
8.58,1636.9761,1292.0614,0.143
8.78,322.0481,36284.4766,0.146333333333333
8.78,323.0505,2643.603,0.146333333333333
8.78,344.0301,5632.4238,0.146333333333333
8.78,922.0098,53219.8945,0.146333333333333
8.78,923.011,9662.9658,0.146333333333333
8.78,924.011,2093.2981,0.146333333333333
8.78,943.9917,37284.7305,0.146333333333333
8.78,944.9947,7795.3003,0.146333333333333
8.78,945.994,1447.0211,0.146333333333333
8.78,959.9647,4200.1284,0.146333333333333
8.98,322.0481,38393.5039,0.149666666666667
8.98,323.0506,3159.1418,0.149666666666667
8.98,344.0303,5679.2622,0.149666666666667
8.98,829.9813,1271.125,0.149666666666667
8.98,922.0098,51394.5352,0.149666666666667
8.98,923.0135,10443.251,0.149666666666667
8.98,924.0162,1404.7407,0.149666666666667
8.98,943.9917,35376.7422,0.149666666666667
8.98,944.9937,8108.9258,0.149666666666667
8.98,945.9963,1272.8522,0.149666666666667
8.98,959.9651,3443.0225,0.149666666666667
9.18,322.0481,38798.3281,0.153
9.18,323.0513,2604.3743,0.153
9.18,344.0295,4475.5938,0.153
9.18,922.0098,50421.168,0.153
9.18,922.1648,1428.6925,0.153
9.18,923.0121,10616.3018,0.153
9.18,924.0143,1707.5808,0.153
9.18,943.9911,37118.0508,0.153
9.18,944.9943,6865.0713,0.153
9.18,959.963,3797.4595,0.153
9.379,322.0481,38503.5312,0.156316666666667
9.379,323.0513,2546.5486,0.156316666666667
9.379,344.0303,5827.7822,0.156316666666667
9.379,829.9796,1179.0289,0.156316666666667
9.379,922.0098,50644.4258,0.156316666666667
9.379,923.0115,10260.9473,0.156316666666667
9.379,924.0141,1730.832,0.156316666666667
9.379,943.9917,35328.1289,0.156316666666667
9.379,944.9945,7978.1406,0.156316666666667
9.379,945.9928,1075.5487,0.156316666666667
9.379,959.9659,4671.7725,0.156316666666667
9.379,960.9682,1014.1901,0.156316666666667
9.579,322.0481,40457.9219,0.15965
9.579,323.0506,3387.6326,0.15965
9.579,344.0311,4707.2227,0.15965
9.579,922.0098,53724.0273,0.15965
9.579,923.0109,10712.0869,0.15965
9.579,924.0134,2021.7509,0.15965
9.579,943.9908,38273.9258,0.15965
9.579,944.9921,7272.7251,0.15965
9.579,959.9632,4001.0032,0.15965
9.779,322.0481,40638.418,0.162983333333333
9.779,323.0508,2748.7778,0.162983333333333
9.779,344.0295,3461.5317,0.162983333333333
9.779,922.0098,51840.2852,0.162983333333333
9.779,923.0126,9042.9766,0.162983333333333
9.779,924.013,1692.9541,0.162983333333333
9.779,943.9914,37390.9883,0.162983333333333
9.779,944.9942,7668.7534,0.162983333333333
9.779,945.9958,1160.8291,0.162983333333333
9.779,959.964,4167.6455,0.162983333333333
9.979,322.0481,41976.5742,0.166316666666667
9.979,323.0509,3763.304,0.166316666666667
9.979,344.0296,4290.4673,0.166316666666667
9.979,922.0098,54286.4219,0.166316666666667
9.979,922.1643,1585.0331,0.166316666666667
9.979,923.0122,10698.291,0.166316666666667
9.979,924.0136,2197.7964,0.166316666666667
9.979,943.9916,39461.4922,0.166316666666667
9.979,944.1502,1086.7338,0.166316666666667
9.979,944.9932,7738.4805,0.166316666666667
9.979,945.9957,1349.0841,0.166316666666667
9.979,959.9634,3371.4573,0.166316666666667
10.178,322.0481,42406.7891,0.169633333333333
10.178,323.0523,2722.9041,0.169633333333333
10.178,344.0297,4819.085,0.169633333333333
10.178,922.0098,53105.3086,0.169633333333333
10.178,923.012,9353.3496,0.169633333333333
10.178,924.0144,1789.4828,0.169633333333333
10.178,943.9918,36436.3555,0.169633333333333
10.178,944.9949,7407.4492,0.169633333333333
10.178,945.9951,1059.4005,0.169633333333333
10.178,959.9639,4966.9927,0.169633333333333
10.178,960.9693,1219.3719,0.169633333333333
10.378,322.0481,34794.4023,0.172966666666667
10.378,323.05,3767.9268,0.172966666666667
10.378,344.0302,4533.481,0.172966666666667
10.378,922.0098,53132.1406,0.172966666666667
10.378,923.0113,10604.9443,0.172966666666667
10.378,924.0134,1868.3063,0.172966666666667
10.378,943.9915,33788.4375,0.172966666666667
10.378,944.9936,7651.0679,0.172966666666667
10.378,959.9658,3526.8809,0.172966666666667
10.578,322.0481,41672.8711,0.1763
10.578,322.1215,1648.837,0.1763
10.578,323.0521,3409.3481,0.1763
10.578,344.0296,5485.3525,0.1763
10.578,922.0098,56379.168,0.1763
10.578,923.0118,10618.6152,0.1763
10.578,924.0172,1511.0321,0.1763
10.578,943.9908,37267.1992,0.1763
10.578,944.9948,7142.6123,0.1763
10.578,959.9637,3990.542,0.1763
10.578,960.9667,1036.2072,0.1763
10.778,322.0481,38727.8398,0.179633333333333
10.778,323.0512,2886.5283,0.179633333333333
10.778,344.03,4436.9658,0.179633333333333
10.778,829.9843,1175.4816,0.179633333333333
10.778,922.0098,51536.1055,0.179633333333333
10.778,923.0121,10044.4717,0.179633333333333
10.778,924.0145,1884.7897,0.179633333333333
10.778,943.9907,37614.6953,0.179633333333333
10.778,944.9932,7793.7202,0.179633333333333
10.778,959.9656,3351.0012,0.179633333333333
10.978,322.0481,38886.1055,0.182966666666667
10.978,323.0493,2794.2004,0.182966666666667
10.978,344.03,4829.4087,0.182966666666667
10.978,922.0098,53374.9102,0.182966666666667
10.978,923.0115,10489.5732,0.182966666666667
10.978,924.016,1516.2333,0.182966666666667
10.978,943.9911,37199.7773,0.182966666666667
10.978,944.9948,7291.1797,0.182966666666667
10.978,945.9951,1056.5676,0.182966666666667
10.978,959.9639,4217.936,0.182966666666667
10.978,960.9629,1081.1006,0.182966666666667
11.177,322.0481,39333.0938,0.186283333333333
11.177,323.0502,3091.9238,0.186283333333333
11.177,344.0298,5116.0337,0.186283333333333
11.177,829.9834,1287.879,0.186283333333333
11.177,922.0098,54530.5469,0.186283333333333
11.177,923.0126,10654.8662,0.186283333333333
11.177,924.0152,1779.2838,0.186283333333333
11.177,943.9912,37965.5234,0.186283333333333
11.177,944.9934,6819.7788,0.186283333333333
11.177,945.9976,1113.3241,0.186283333333333
11.177,959.9653,3409.1724,0.186283333333333
11.177,960.9716,1021.6903,0.186283333333333
11.377,322.0481,37540.9688,0.189616666666667
11.377,323.0506,2783.7217,0.189616666666667
11.377,344.0293,5308.6475,0.189616666666667
11.377,829.9844,1152.0723,0.189616666666667
11.377,922.0098,50152.8242,0.189616666666667
11.377,923.0124,9266.8916,0.189616666666667
11.377,924.0176,1491.8601,0.189616666666667
11.377,943.9922,36756.7344,0.189616666666667
11.377,944.9959,7022.998,0.189616666666667
11.377,945.9911,1043.75,0.189616666666667
11.377,959.9662,3846.8137,0.189616666666667
11.577,322.0481,36669.6211,0.19295
11.577,323.0503,2752.446,0.19295
11.577,344.0295,4710.6743,0.19295
11.577,829.9832,1491.405,0.19295
11.577,922.0098,54662.832,0.19295
11.577,923.0126,9832.2021,0.19295
11.577,924.0149,1722.7582,0.19295
11.577,943.991,39379.0039,0.19295
11.577,944.9934,8656.0361,0.19295
11.577,945.9967,1465.6267,0.19295
11.577,959.9652,3735.5254,0.19295
11.777,322.0481,36593.7148,0.196283333333333
11.777,323.0505,3156.8828,0.196283333333333
11.777,324.0513,1191.606,0.196283333333333
11.777,344.0294,4885.2334,0.196283333333333
11.777,922.0098,58396.5117,0.196283333333333
11.777,923.0126,10192.0664,0.196283333333333
11.777,924.0119,1966.1106,0.196283333333333
11.777,943.9917,37171.1641,0.196283333333333
11.777,944.9933,8093.3013,0.196283333333333
11.777,945.997,1178.651,0.196283333333333
11.777,959.9649,3682.3506,0.196283333333333
11.777,960.9711,1269.1417,0.196283333333333
11.976,322.0481,41536.7227,0.1996
11.976,323.0504,3055.0757,0.1996
11.976,324.0507,1022.9769,0.1996
11.976,344.0294,4541.564,0.1996
11.976,829.9825,1143.4296,0.1996
11.976,922.0098,52757.3633,0.1996
11.976,923.0111,10716.4326,0.1996
11.976,924.0125,1563.0392,0.1996
11.976,943.9909,39904.8242,0.1996
11.976,944.9932,6828.8457,0.1996
11.976,945.9957,1195.2141,0.1996
11.976,959.9652,3261.123,0.1996
12.176,322.0481,37426.5508,0.202933333333333
12.176,323.0517,2225.6589,0.202933333333333
12.176,344.0293,4197.9951,0.202933333333333
12.176,922.0098,48994.1992,0.202933333333333
12.176,923.0125,8580.1992,0.202933333333333
12.176,924.0151,2101.6265,0.202933333333333
12.176,943.9911,36906.0156,0.202933333333333
12.176,944.9942,6840.7979,0.202933333333333
12.176,945.9962,1060.9509,0.202933333333333
12.176,959.963,4172.5376,0.202933333333333
12.376,322.0481,38765.4961,0.206266666666667
12.376,323.0499,2523.0857,0.206266666666667
12.376,344.0294,3940.0085,0.206266666666667
12.376,922.0098,50171.625,0.206266666666667
12.376,923.0128,10020.627,0.206266666666667
12.376,924.015,1338.4425,0.206266666666667
12.376,943.9918,35355.9688,0.206266666666667
12.376,944.9941,6774.5654,0.206266666666667
12.376,945.9939,1152.8704,0.206266666666667
12.376,959.9641,3596.4827,0.206266666666667
12.576,322.0481,40355.2148,0.2096
12.576,323.0505,3603.1904,0.2096
12.576,344.0296,5415.9849,0.2096
12.576,922.0098,54891.6211,0.2096
12.576,923.012,11995.3086,0.2096
12.576,924.012,1734.9185,0.2096
12.576,943.9916,36575.5039,0.2096
12.576,944.9935,8321.5615,0.2096
12.576,945.9969,1345.1433,0.2096
12.576,959.9645,4346.2168,0.2096
12.576,960.9682,1107.4463,0.2096
12.775,322.0481,39958.543,0.212916666666667
12.775,323.0508,3231.741,0.212916666666667
12.775,344.0297,5177.9775,0.212916666666667
12.775,922.0098,53974.3281,0.212916666666667
12.775,923.0115,10814.8486,0.212916666666667
12.775,924.0117,1967.8849,0.212916666666667
12.775,943.9914,40167.5938,0.212916666666667
12.775,944.9927,8045.6577,0.212916666666667
12.775,945.9948,1542.3795,0.212916666666667
12.775,959.9634,4035.5085,0.212916666666667
12.975,322.0481,37704.6992,0.21625
12.975,323.0508,2341.9065,0.21625
12.975,344.0303,5342.1489,0.21625
12.975,922.0098,57431.5352,0.21625
12.975,923.013,9602.0244,0.21625
12.975,924.0144,1911.656,0.21625
12.975,943.9917,38122.9414,0.21625
12.975,944.995,6367.835,0.21625
12.975,945.9974,1020.2683,0.21625
12.975,959.9639,4137.1689,0.21625
13.175,322.0481,39139.5781,0.219583333333333
13.175,323.0509,3359.0691,0.219583333333333
13.175,344.0301,4853.0117,0.219583333333333
13.175,829.9821,1575.9601,0.219583333333333
13.175,922.0098,53669.5977,0.219583333333333
13.175,923.0123,9627.8447,0.219583333333333
13.175,924.0155,1992.9343,0.219583333333333
13.175,943.9922,38521.082,0.219583333333333
13.175,944.1368,1260.9235,0.219583333333333
13.175,944.9943,7154.4927,0.219583333333333
13.175,945.9967,1292.4835,0.219583333333333
13.175,959.9649,4391.8345,0.219583333333333
13.375,322.0481,37994.0391,0.222916666666667
13.375,323.0511,3445.7148,0.222916666666667
13.375,344.0301,4895.1357,0.222916666666667
13.375,829.979,1478.5482,0.222916666666667
13.375,922.0098,52508.7891,0.222916666666667
13.375,923.0105,10422.4941,0.222916666666667
13.375,924.0131,1597.761,0.222916666666667
13.375,943.9914,36017.3906,0.222916666666667
13.375,944.9942,7737.6611,0.222916666666667
13.375,959.9628,3473.6152,0.222916666666667
13.375,960.9689,1004.8492,0.222916666666667
13.575,322.0481,39534.5078,0.22625
13.575,323.0509,2511.3584,0.22625
13.575,344.0295,3256.4165,0.22625
13.575,829.9802,1563.3105,0.22625
13.575,922.0098,53650.9297,0.22625
13.575,923.0117,10589.3027,0.22625
13.575,924.0147,2357.0562,0.22625
13.575,943.9915,37989.3477,0.22625
13.575,944.9943,7899.645,0.22625
13.575,945.9942,1871.6283,0.22625
13.575,959.9639,3826.2725,0.22625
13.575,960.9644,1078.4064,0.22625
13.774,322.0482,39346.2148,0.229566666666667
13.774,323.0504,2631.2366,0.229566666666667
13.774,344.0294,4831.7612,0.229566666666667
13.774,829.9806,1140.6757,0.229566666666667
13.774,922.0098,55025.707,0.229566666666667
13.774,923.0131,9993.2725,0.229566666666667
13.774,924.0179,1122.5331,0.229566666666667
13.774,943.9918,37612.4219,0.229566666666667
13.774,944.1431,1074.2491,0.229566666666667
13.774,944.9947,6943.9722,0.229566666666667
13.774,946.0008,1345.4092,0.229566666666667
13.774,959.9645,4276.5742,0.229566666666667
13.974,322.0481,40386.6172,0.2329
13.974,323.05,2492.4529,0.2329
13.974,344.0299,4033.2698,0.2329
13.974,829.9858,1151.6493,0.2329
13.974,922.0098,51427.7539,0.2329
13.974,923.0128,8729.6055,0.2329
13.974,924.013,1800.5938,0.2329
13.974,943.992,35117.8945,0.2329
13.974,944.9953,6614.9375,0.2329
13.974,959.9647,4123.7988,0.2329
14.174,322.0481,38351.3594,0.236233333333333
14.174,323.0503,3588.1382,0.236233333333333
14.174,344.0295,4965.1523,0.236233333333333
14.174,922.0098,53360.8477,0.236233333333333
14.174,923.0124,10987.3848,0.236233333333333
14.174,924.0125,1319.3906,0.236233333333333
14.174,943.991,41863.0664,0.236233333333333
14.174,944.9923,7904.1611,0.236233333333333
14.174,945.9967,1396.7673,0.236233333333333
14.174,959.9615,3901.45,0.236233333333333
14.374,322.0481,39691.3242,0.239566666666667
