681.3327,4.5667,1954,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
681.3327,680.4545,0.87822,4.566667,4.36815,0.1985167
681.3327,680.4855,0.84725,4.566667,4.9827,-0.4160333
681.3327,680.5039,0.82878,4.566667,5.030767,-0.4641
681.3327,680.5133,0.81943,4.566667,5.020317,-0.45365
681.3327,680.5208,0.81185,4.566667,4.9806,-0.4139333
681.3327,680.5217,0.81099,4.566667,5.35265,-0.7859833
681.3327,680.5259,0.80675,4.566667,5.0015,-0.4348333
681.3327,680.5382,0.79446,4.566667,5.018233,-0.4515667
681.3327,680.5384,0.79433,4.566667,5.037033,-0.4703667
681.3327,680.5982,0.73446,4.566667,5.252317,-0.68565
681.3327,680.6329,0.69984,4.566667,4.869833,-0.3031667
681.3327,680.6338,0.69893,4.566667,5.348467,-0.7818
681.3327,680.6361,0.69663,4.566667,4.071317,0.49535
681.3327,680.638,0.69474,4.566667,4.067133,0.4995333
681.3327,680.6383,0.69443,4.566667,4.0734,0.4932667
681.3327,680.6385,0.69417,4.566667,5.060033,-0.4933667
681.3327,680.6433,0.68941,4.566667,5.009867,-0.4432
681.3327,680.644,0.68873,4.566667,4.986883,-0.4202167
681.3327,680.644,0.68873,4.566667,5.0015,-0.4348333
681.3327,680.6455,0.68718,4.566667,5.03495,-0.4682833
681.3327,680.647,0.68574,4.566667,4.085933,0.4807333
681.3327,680.6474,0.68527,4.566667,5.030767,-0.4641
681.3327,680.6491,0.68357,4.566667,4.819667,-0.253
681.3327,680.6495,0.68325,4.566667,5.114367,-0.5477
681.3327,680.6499,0.68283,4.566667,4.857283,-0.2906167
681.3327,680.6501,0.6826,4.566667,5.0245,-0.4578333
681.3327,680.6502,0.68255,4.566667,5.116467,-0.5498
681.3327,680.6503,0.68243,4.566667,4.99315,-0.4264833
681.3327,680.6506,0.68209,4.566667,5.0036,-0.4369333
681.3327,680.6526,0.68014,4.566667,5.346383,-0.7797167
681.3327,680.6538,0.67891,4.566667,5.007783,-0.4411167
681.3327,680.6542,0.67846,4.566667,5.005683,-0.4390167
681.3327,680.6543,0.67845,4.566667,4.999417,-0.43275
681.3327,680.6543,0.67841,4.566667,5.091383,-0.5247167
681.3327,680.6544,0.67835,4.566667,5.026583,-0.4599167
681.3327,680.6545,0.67819,4.566667,4.72765,-0.1609833
681.3327,680.6549,0.67778,4.566667,4.984783,-0.4181167
681.3327,680.6551,0.67756,4.566667,5.032867,-0.4662
681.3327,680.6553,0.67741,4.566667,4.7172,-0.1505333
681.3327,680.6553,0.67737,4.566667,5.423717,-0.85705
681.3327,680.6553,0.67736,4.566667,5.018233,-0.4515667
681.3327,680.6559,0.67684,4.566667,4.06295,0.5037167
