443.5662,4.679,83,,,
Mascot MZ,MassHunter MZ,MZ Difference,Mascot RT,MassHunter RT,RT Difference
443.5662,443.5504,0.01581,4.678983,4.57925,0.09973333
443.5662,443.5515,0.01471,4.678983,4.7611,-0.08211667
443.5662,443.5518,0.01436,4.678983,4.773633,-0.09465
443.5662,443.5519,0.01426,4.678983,4.742283,-0.0633
443.5662,443.5519,0.01425,4.678983,4.767367,-0.08838333
443.5662,443.5521,0.01413,4.678983,4.763183,-0.0842
443.5662,443.5521,0.01406,4.678983,4.756917,-0.07793333
443.5662,443.5522,0.01403,4.678983,4.769467,-0.09048333
443.5662,443.5522,0.014,4.678983,4.777817,-0.09883333
443.5662,443.5523,0.01389,4.678983,4.775733,-0.09675
443.5662,443.5524,0.01376,4.678983,4.77155,-0.09256667
443.5662,443.5527,0.01353,4.678983,4.748567,-0.06958333
443.5662,443.5527,0.01347,4.678983,4.754833,-0.07585
443.5662,443.5528,0.01336,4.678983,4.752733,-0.07375
443.5662,443.553,0.01325,4.678983,4.746467,-0.06748333
443.5662,443.5532,0.01303,4.678983,4.75065,-0.07166667
443.5662,443.5533,0.01291,4.678983,4.759017,-0.08003333
443.5662,443.5533,0.0129,4.678983,4.744383,-0.0654
443.5662,443.5535,0.01266,4.678983,4.7402,-0.06121667
443.5662,443.5536,0.01261,4.678983,4.765283,-0.0863
443.5662,443.5546,0.01163,4.678983,4.7381,-0.05911667
443.5662,443.5546,0.01157,4.678983,4.736017,-0.05703333
443.5662,443.5555,0.01074,4.678983,4.733933,-0.05495
443.5662,443.5567,0.00954,4.678983,4.72975,-0.05076667
443.5662,443.5575,0.0087,4.678983,4.731833,-0.05285
443.5662,443.5585,0.00773,4.678983,4.72765,-0.04866667
443.5662,443.5591,0.00713,4.678983,4.723483,-0.0445
443.5662,443.5591,0.00712,4.678983,4.614783,0.0642
443.5662,443.5593,0.00687,4.678983,4.725567,-0.04658333
443.5662,443.5597,0.00647,4.678983,4.616883,0.0621
443.5662,443.5599,0.00627,4.678983,4.721383,-0.0424
443.5662,443.5602,0.006,4.678983,4.618967,0.06001667
443.5662,443.5603,0.00588,4.678983,4.7193,-0.04031667
443.5662,443.5607,0.00549,4.678983,4.70675,-0.02776667
443.5662,443.5607,0.00547,4.678983,4.679583,-0.0006
443.5662,443.5609,0.00527,4.678983,4.658683,0.0203
443.5662,443.561,0.00524,4.678983,4.64405,0.03493333
443.5662,443.561,0.00519,4.678983,4.639867,0.03911667
443.5662,443.5611,0.00507,4.678983,4.635683,0.0433
443.5662,443.5612,0.00501,4.678983,4.683767,-0.004783333
443.5662,443.5612,0.00496,4.678983,4.662867,0.01611667
443.5662,443.5612,0.00495,4.678983,4.637783,0.0412
443.5662,443.5613,0.00494,4.678983,4.669133,0.00985
443.5662,443.5613,0.00493,4.678983,4.6336,0.04538333
443.5662,443.5614,0.00483,4.678983,4.6754,0.003583333
443.5662,443.5614,0.0048,4.678983,4.627333,0.05165
443.5662,443.5614,0.00479,4.678983,4.641967,0.03701667
443.5662,443.5614,0.00478,4.678983,4.68795,-0.008966667
443.5662,443.5614,0.00476,4.678983,4.6566,0.02238333
443.5662,443.5614,0.00476,4.678983,4.715117,-0.03613333
443.5662,443.5615,0.00474,4.678983,4.702583,-0.0236
443.5662,443.5615,0.00468,4.678983,4.6963,-0.01731667
443.5662,443.5616,0.00464,4.678983,4.629417,0.04956667
443.5662,443.5616,0.00461,4.678983,4.621067,0.05791667
443.5662,443.5616,0.00461,4.678983,4.646133,0.03285
443.5662,443.5616,0.00458,4.678983,4.704667,-0.02568333
443.5662,443.5616,0.00457,4.678983,4.713033,-0.03405
443.5662,443.5616,0.00456,4.678983,4.7172,-0.03821667
443.5662,443.5617,0.00454,4.678983,4.6775,0.001483333
443.5662,443.5617,0.00451,4.678983,4.6984,-0.01941667
443.5662,443.5617,0.00446,4.678983,4.692117,-0.01313333
443.5662,443.5618,0.00445,4.678983,4.652417,0.02656667
443.5662,443.5618,0.0044,4.678983,4.650317,0.02866667
443.5662,443.5618,0.00439,4.678983,4.671217,0.007766667
443.5662,443.5618,0.00439,4.678983,4.690033,-0.01105
443.5662,443.5618,0.00439,4.678983,4.70885,-0.02986667
443.5662,443.5619,0.00432,4.678983,4.694217,-0.01523333
443.5662,443.562,0.00424,4.678983,4.710933,-0.03195
443.5662,443.562,0.00419,4.678983,4.648233,0.03075
443.5662,443.562,0.00417,4.678983,4.6545,0.02448333
443.5662,443.562,0.00416,4.678983,4.660767,0.01821667
443.5662,443.5621,0.0041,4.678983,4.625233,0.05375
443.5662,443.5621,0.00408,4.678983,4.700483,-0.0215
443.5662,443.5622,0.00399,4.678983,4.673317,0.005666667
443.5662,443.5623,0.00392,4.678983,4.66495,0.01403333
443.5662,443.5624,0.00384,4.678983,4.66705,0.01193333
443.5662,443.5626,0.00364,4.678983,4.631517,0.04746667
443.5662,443.5627,0.00348,4.678983,4.62315,0.05583333
443.5662,443.5628,0.00341,4.678983,4.68585,-0.006866667
443.5662,443.5636,0.00262,4.678983,4.681667,-0.002683333
443.5662,443.6303,-0.06414,4.678983,4.765283,-0.0863
443.5662,443.6405,-0.07431,4.678983,4.669133,0.00985
443.5662,443.6442,-0.07801,4.678983,4.681667,-0.002683333
,,,,,
