Unique MASCOT RT (mins),Difference RT (mins)
5.4571,-0.0022
5.4571,0.0082833
5.4571,-0.0043
5.4571,0.00615
5.4571,-0.0084833
5.4571,0.0040667
5.4571,-0.0063833
5.4571,-0.00011667
5.4571,0.0019667
6.9755,0.00076667
6.9755,-0.0096833
6.9755,0.0070333
6.9755,0.0028667
6.9755,-0.0034167
6.9867,-0.00475
6.9867,0.0015167
6.9867,-0.00685
6.9867,-0.0026667
6.9867,0.0077833
6.9867,-0.0089333
5.9228,0.0036667
5.9228,0.0015667
5.9228,-0.00051667
5.9228,0.00575
5.9228,-0.0026167
5.9228,-0.0047
5.9228,-0.0067833
5.9228,-0.0088833
5.931,0.00975
5.931,0.0076667
5.931,0.0055667
5.931,0.0034833
5.931,0.0014
5.931,-0.0007
5.931,-0.0027833
5.931,-0.0048833
5.931,-0.0069667
5.931,-0.0090667
6.0218,-0.0081167
6.0218,-0.0039333
6.0218,0.0044167
6.0218,0.0023333
6.0218,0.0065167
6.0218,-0.0060333
6.0218,-0.00185
6.0218,0.0086
6.0218,0.00025
6.0346,-0.00995
6.0346,0.0005
6.0346,-0.0036833
6.0346,0.0025833
6.0346,-0.0015833
6.0346,0.0046833
6.0346,-0.0057667
6.0346,-0.0078667
6.0346,0.0088667
6.0346,0.0067667
6.1258,0.0018167
6.1258,-0.00445
6.1258,-0.00655
6.1258,0.0039167
6.1258,0.006
6.1258,0.0080833
6.1258,-0.00026667
6.139,0.0086833
6.139,0.0065833
6.139,0.0024167
6.139,-0.0017667
6.139,-0.00595
6.139,-0.0038667
6.2323,0.0058667
6.2429,-0.00026667
7.4387,0.00835
7.4603,-0.0035833
7.4603,-0.0077667
7.4603,-0.00985
7.4603,-0.0056667
7.4603,0.0068667
7.4603,0.00895
7.4603,0.0026833
7.5407,0.00995
7.5407,0.0057667
7.5574,0.00365
7.5574,-0.00051667
7.5574,0.00575
7.5574,-0.0088833
7.6418,-0.00595
7.6418,-0.0038667
7.6418,-0.0017667
7.6418,0.00031667
7.6418,0.0066
7.6418,0.0024167
7.6639,0.0077833
7.6639,0.0098833
7.6639,-0.00056667
7.6639,0.0036167
7.7482,0.0063833
7.7482,0.0001
7.7482,-0.0040667
7.7482,0.0022
7.7482,-0.0019833
7.7714,0.0087
7.7714,0.0066
7.7714,-0.00175
7.7714,0.00033333
7.882,0.00425
7.882,0.0084333
7.882,-0.0020167
7.882,6.6667e-05
7.882,-0.0082833
7.9294,0.0036167
7.9294,-0.0068333
8.0261,-1.6667e-05
8.0261,0.00625
8.0261,0.0041667
8.0261,0.00835
5.3519,0.0034
5.3519,-0.0049667
5.3519,0.0013
5.3519,-0.00078333
5.3519,-0.00705
5.3519,0.0054833
5.3519,0.0075833
5.3605,-0.0025667
5.3605,-0.0046667
5.3605,0.0037
5.3605,0.0099667
5.3605,0.0078833
5.3605,0.0016167
5.3605,-0.00675
5.3605,-0.0088333
5.4544,0.0097667
5.4544,0.00345
5.4544,0.0076833
5.4544,0.0055833
5.4544,-0.0049
5.4544,-0.00073333
5.4544,-0.0090833
5.4544,0.0013667
5.4544,-0.0028167
5.4544,-0.007
5.4652,-0.0066167
5.4652,-0.0087
5.4652,-0.00035
5.4652,0.0059333
5.4652,-0.0045333
5.4652,0.00175
5.4652,-0.0024333
5.4652,0.0080167
5.4652,0.0038333
5.562,-0.0080833
5.562,-0.0039
5.562,-0.006
5.562,0.00655
5.562,0.00028333
5.5742,0.0041167
5.5742,-6.6667e-05
5.5742,0.0083
5.5742,-0.00425
5.5742,0.0062
5.5742,0.0020167
5.5742,-0.0084333
5.7092,0.0012333
5.7092,0.0054167
5.7227,6.6667e-05
5.8094,-0.0094167
5.8094,0.0010333
5.8238,-0.0012333
5.8238,0.00295
5.8238,0.0050333
5.8238,-0.0096
5.8238,-0.0075
5.9117,0.0030833
5.9117,-0.0073667
5.9117,-0.0011
5.9117,0.00725
5.9117,0.0051667
5.9117,-0.0052833
5.921,0.00185
5.921,-0.0044333
5.921,0.0081167
5.921,-0.0086
5.921,0.0039333
5.921,-0.0065167
4.8557,0.0088667
4.8557,0.0026
4.8557,-0.00995
4.8557,-0.00785
4.8557,0.0067667
4.8557,0.0046833
4.8557,0.0005
4.8557,-0.0036833
4.8557,-0.0015833
4.8557,-0.0057667
4.8665,-0.00335
4.8665,-0.0096167
4.8665,-0.0054333
4.8665,0.00083333
4.8665,0.0029333
4.8665,-0.00125
4.8665,0.0071
4.8665,0.0092
4.8665,0.0050167
4.8665,-0.0075167
5.336,8.3333e-05
5.336,-0.0041
5.336,0.00845
5.336,0.0042667
5.336,0.0021833
5.336,-0.002
5.336,0.00635
5.336,-0.0061833
5.336,-0.0082667
5.3485,0.00835
5.3485,-0.0062667
5.3485,-0.0041833
5.3485,0.0062667
5.3485,0.0020833
5.3485,-0.0083667
5.3485,2.6645e-15
5.3485,-0.0021
5.3485,0.0041833
5.4665,-0.0094667
5.4665,-0.0073667
5.4665,0.0051667
5.4665,0.00935
5.4665,0.00098333
5.4665,-0.0011
5.4665,-0.0032
5.4751,-0.0092667
5.4751,-0.00091667
5.4751,0.0011833
5.4751,-0.0071833
5.4751,0.0095333
5.4751,0.00745
5.4751,-0.003
5.4751,0.00535
5.4751,-0.0051
5.5726,0.0088333
5.5726,-0.0099833
5.5726,0.00675
5.5726,-0.0016167
5.5726,0.00046667
5.5726,0.00465
5.583,0.00033333
5.583,0.0087
5.1291,0.00215
5.1291,6.6667e-05
5.1291,0.0042333
5.1291,-0.0020333
5.1291,0.0063333
5.327,-0.00475
5.327,0.0077833
5.327,-0.0026667
5.327,-0.00056667
5.327,0.0057
5.327,0.0015167
5.327,0.0098833
5.327,0.0036167
5.327,-0.0068333
6.8313,-0.0013167
6.8313,0.00705
6.8783,-0.0045
6.8783,-0.0086833
6.8783,-0.0065833
6.8783,-0.00031667
6.8783,0.0038667
6.8783,-0.0024
6.9717,-0.0071833
6.9717,-0.0050833
6.9717,0.0053667
6.9717,0.0011833
6.9717,0.0032667
6.9717,-0.0009
6.9717,-0.003
6.9717,0.00745
6.9717,0.00955
6.9836,-0.0015333
6.9836,-0.0057167
6.9836,-0.0099
6.9836,-0.0036167
6.9836,0.0047333
6.9836,0.00056667
6.9836,0.0068333
6.9836,0.0089167
7.0767,-0.00043333
7.0767,0.0079333
7.0941,-0.0039167
7.1831,0.0035167
7.1831,-0.00275
7.1831,0.0077
7.1831,0.0014333
7.1945,-0.0080667
7.1945,0.00865
7.285,-0.00115
7.285,0.00095
7.285,-0.0095
7.3012,0.00041667
7.3012,0.0067
7.4276,0.0056167
7.4276,0.0035167
7.4276,-0.00066667
7.5128,0.0029667
7.5128,-0.0095667
7.5299,-0.00085
7.5299,0.0075167
7.5299,-0.0029333
7.5299,0.0054167
7.6142,-0.0085333
7.6142,-0.0022667
7.6142,0.0061
7.6142,0.0019167
7.6142,0.004
7.6319,0.00915
7.6319,-0.0075667
7.6319,0.0049667
7.6319,-0.0033833
7.7207,0.0060167
7.7207,0.0039333
7.7207,-0.0044333
7.7371,-0.00055
7.7371,-0.0026333
7.7371,-0.0068167
7.7371,-0.0089
7.8353,0.0035833
7.8353,-0.00895
7.8353,-0.0006
7.853,0.0087333
7.853,-0.0017167
7.853,-0.0038167
7.9536,-0.0055833
7.9536,0.0027833
7.9536,0.0069667
7.9536,-0.0034833
7.9536,0.00068333
7.9536,0.0048667
7.972,-0.0039167
7.972,-0.0060167
7.972,-0.0018333
7.972,0.00026667
7.1498,-0.00255
7.1498,-0.00045
7.1498,0.0037333
7.1498,0.0058167
7.1498,-0.0046333
7.1498,0.01
6.4905,-0.0097667
6.4999,-0.0044667
6.4999,-0.0003
6.5958,0.0015167
6.5958,0.0098833
6.5958,-0.0026667
6.5958,-0.00685
6.5958,-0.00056667
6.5958,-0.0089333
6.5958,-0.00475
6.6083,0.0098
6.6083,0.0056167
6.6083,0.00145
6.6083,-0.00065
6.6083,0.0035333
6.6083,-0.0069167
6.6083,0.0077167
6.6083,-0.009
6.6083,-0.0027333
6.6083,-0.0048333
6.7052,-0.0061
6.7052,-0.0081833
6.7052,0.00016667
6.7052,-0.0019167
6.7052,0.0022667
6.7052,0.00435
6.7052,0.00645
6.7052,-0.004
6.7052,0.0085333
6.7396,-0.0072833
6.7396,0.0031667
6.7396,-0.0093667
6.7396,0.0010833
6.7396,-0.0031
6.7396,0.0094333
6.8301,0.0037667
6.1039,-0.0013
6.1039,0.0070667
6.1039,-0.0075667
6.1174,-0.0086833
6.1174,-0.0045
6.1174,-0.00033333
6.1174,0.0059833
6.2066,-0.0072333
6.2066,-0.0093333
6.2066,-0.0030667
6.2158,-0.0085667
6.2158,0.0019
6.2158,-0.0022833
6.2158,-0.0002
6.2158,0.0060667
6.2158,-0.0064667
6.3376,0.0025333
6.3376,0.0067167
6.3376,0.0088
6.3376,-0.0058333
6.3469,-0.0028333
6.3469,-0.0091
6.3469,0.0034333
6.3469,-0.00075
6.4434,0.0017167
6.4434,0.0038
6.4434,-0.00455
6.4434,-0.0087333
6.4434,0.0079833
6.4434,-0.0024667
6.4434,-0.00036667
6.4565,-0.0019333
6.4565,0.0022333
6.4565,0.0085167
6.4565,0.0043333
6.4565,-0.0040333
6.4565,0.00015
6.4565,-0.0061167
6.5477,-0.00063333
6.5477,-0.0027167
6.5477,0.0098167
6.5477,0.00355
6.5477,0.0056333
6.5477,0.0077333
6.5477,-0.009
6.5477,0.00145
6.5477,-0.0048167
6.5477,-0.0069
6.56,-0.00085
6.56,-0.0071333
6.56,0.0096
6.56,-0.0092167
6.56,-0.00295
6.56,0.0033167
6.56,0.0012333
6.56,-0.0050333
6.56,0.0075
6.56,0.0054167
6.7668,-0.0051333
6.7668,-0.0093
6.7668,0.0032333
6.7668,-0.0072167
6.7668,0.0053167
6.7668,0.0074167
6.7668,0.00115
6.7668,-0.00095
6.7668,0.0095
6.7789,0.00695
6.7789,-0.0077167
6.7789,-0.0056333
6.7789,0.0027833
6.7789,0.0048667
6.7789,0.00068333
6.7789,-0.0035
6.7789,-0.0098
6.7789,-0.0014
6.2042,0.00081667
6.2042,-0.0096333
6.2042,-0.0054667
6.2042,0.0070833
6.4526,-0.0099667
6.4526,0.0046667
6.4695,0.00685
6.4695,0.00058333
6.4695,0.00475
6.4695,-0.0098667
6.4695,-0.0015167
6.0742,-0.0079167
6.0742,0.00043333
6.0742,0.0046167
6.088,-0.0087833
6.088,0.0016667
6.088,0.00585
6.088,-0.0025167
5.0469,-0.0089667
5.0469,0.0014833
5.0557,-0.0001
5.0557,-0.0084667
5.1504,-0.0079
5.1504,0.00255
5.1504,0.0067333
4.8079,0.0049167
4.8079,0.00075
4.8079,0.0091
4.8079,-0.0097
4.8079,0.0028333
4.922,0.0062333
4.922,-0.0083833
4.922,-0.0021167
4.922,-3.3333e-05
4.922,0.0020667
4.922,-0.0063
4.922,-0.0042167
4.922,0.00415
4.922,0.0083333
5.552,0.00078333
5.552,-0.0034
5.552,0.00705
5.552,-0.0096667
5.5633,0.0078333
5.5633,0.0015667
5.5633,-0.0089
5.5633,-0.0026167
5.5633,-0.0047167
4.4214,0.0052
4.4306,-0.0023167
4.6412,0.0054833
4.6412,0.00965
4.6412,0.0013
4.6412,0.0033833
4.6412,0.0075667
4.6412,-0.0028833
4.6412,-0.0070667
4.6412,-0.0049667
4.6412,-0.0008
4.6412,-0.00915
4.6511,0.0070833
4.6511,0.0029
4.6511,0.005
4.6511,0.0091667
4.6511,-0.0033667
4.6511,-0.0012833
4.6511,-0.00755
4.6511,0.00081667
4.6511,-0.0096333
4.6511,-0.0054667
4.7488,-0.0060167
4.7584,0.0036
4.7584,-0.00058333
4.7584,-0.00475
4.7584,-0.00685
4.5994,-0.00915
4.5994,-0.0070667
4.769,-0.00051667
4.769,-0.0088667
4.769,0.0015833
4.769,0.0099333
4.769,0.0057667
4.769,0.0036667
4.7792,0.00975
4.7792,0.0014
4.3669,-0.0054164
4.3774,0.0050333
4.3774,-0.0012333
4.3774,-0.0033333
4.4723,0.0017167
4.5773,0.0021833
4.5773,0.0001
4.5773,-0.0082667
4.5773,0.0063667
4.5773,0.0042833
4.5773,0.0084667
4.5773,-0.0061667
4.5907,-0.0010833
4.5907,0.0051833
4.5907,-0.0094333
4.5907,-0.0052667
4.5907,0.0072833
7.9963,-0.0068333
